lncRNA.Homo_sapiens	lncRNA.Canis_lupus_familiaris	orthology_type.Homo_sapiens.Canis_lupus_familiaris	lncRNA.Mus_musculus	orthology_type.Homo_sapiens.Mus_musculus	nbTotalIndication	profilIndication
ENSG00000259111	NA	NA	ENSMUSG00000113707	one_to_one	1	one_to_one:1
ENSG00000259125	NA	NA	ENSMUSG00000120065;ENSMUSG00000086499	one_to_many	1	one_to_many:1
ENSG00000259146	NA	NA	ENSMUSG00000113746	many_to_one	1	many_to_one:1
ENSG00000259153	NA	NA	ENSMUSG00000113303	one_to_one	1	one_to_one:1
ENSG00000259163	NA	NA	ENSMUSG00000113895	many_to_one	1	many_to_one:1
ENSG00000259172	NA	NA	ENSMUSG00000093405	many_to_one	1	many_to_one:1
ENSG00000259175	ENSCAFG00845004944	many_to_one	ENSMUSG00000109341	many_to_one	2	many_to_one:2
ENSG00000259177	NA	NA	ENSMUSG00000108321	one_to_one	1	one_to_one:1
ENSG00000259209	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000259212	NA	NA	ENSMUSG00000084821	many_to_one	1	many_to_one:1
ENSG00000259213	ENSCAFG00845021114;ENSCAFG00845021140	many_to_many	NA	NA	1	many_to_many:1
ENSG00000259218	ENSCAFG00845000314	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259219	NA	NA	ENSMUSG00000121207	many_to_one	1	many_to_one:1
ENSG00000259221	ENSCAFG00845018049	many_to_one	ENSMUSG00000086954;ENSMUSG00000085496	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000259225	NA	NA	ENSMUSG00000085316	one_to_one	1	one_to_one:1
ENSG00000259230	NA	NA	ENSMUSG00000113056	one_to_one	1	one_to_one:1
ENSG00000259238	NA	NA	ENSMUSG00000101555	one_to_one	1	one_to_one:1
ENSG00000259274	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000259275	NA	NA	ENSMUSG00000109361;ENSMUSG00000109097	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259280	ENSCAFG00845025299	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259281	ENSCAFG00845021114;ENSCAFG00845021140	many_to_many	NA	NA	1	many_to_many:1
ENSG00000259283	NA	NA	ENSMUSG00000110023	one_to_one	1	one_to_one:1
ENSG00000259290	ENSCAFG00845011148	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259291	ENSCAFG00845000864	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259293	NA	NA	ENSMUSG00000111631	one_to_one	1	one_to_one:1
ENSG00000259294	NA	NA	ENSMUSG00000086220	many_to_one	1	many_to_one:1
ENSG00000259312	NA	NA	ENSMUSG00000109361;ENSMUSG00000109097	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259314	NA	NA	ENSMUSG00000084821	many_to_one	1	many_to_one:1
ENSG00000259319	ENSCAFG00845015385	one_to_one	ENSMUSG00000113165	one_to_one	2	one_to_one:2
ENSG00000259327	NA	NA	ENSMUSG00000111348;ENSMUSG00000110824	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259343	NA	NA	ENSMUSG00000087088	one_to_one	1	one_to_one:1
ENSG00000259349	NA	NA	ENSMUSG00000085628	one_to_one	1	one_to_one:1
ENSG00000259356	NA	NA	ENSMUSG00000121207	many_to_one	1	many_to_one:1
ENSG00000259357	NA	NA	ENSMUSG00000093424	many_to_one	1	many_to_one:1
ENSG00000259360	ENSCAFG00845018049	many_to_one	ENSMUSG00000086954;ENSMUSG00000085496	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000259362	NA	NA	ENSMUSG00000110821	one_to_one	1	one_to_one:1
ENSG00000259370	NA	NA	ENSMUSG00000111556	one_to_one	1	one_to_one:1
ENSG00000259376	NA	NA	ENSMUSG00000109119	many_to_one	1	many_to_one:1
ENSG00000259415	ENSCAFG00845003020	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259420	NA	NA	ENSMUSG00000097870	one_to_one	1	one_to_one:1
ENSG00000259432	NA	NA	ENSMUSG00000121262	one_to_one	1	one_to_one:1
ENSG00000259436	NA	NA	ENSMUSG00000074274	many_to_one	1	many_to_one:1
ENSG00000259438	NA	NA	ENSMUSG00000097021	many_to_one	1	many_to_one:1
ENSG00000259439	NA	NA	ENSMUSG00000099635;ENSMUSG00000093460	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259458	NA	NA	ENSMUSG00000111412	many_to_one	1	many_to_one:1
ENSG00000259460	NA	NA	ENSMUSG00000086308	many_to_one	1	many_to_one:1
ENSG00000259481	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000259482	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000259483	ENSCAFG00845016551	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259488	ENSCAFG00845020205	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259495	ENSCAFG00845004944	many_to_one	ENSMUSG00000109341	many_to_one	2	many_to_one:2
ENSG00000259498	NA	NA	ENSMUSG00000121089	many_to_one	1	many_to_one:1
ENSG00000259499	NA	NA	ENSMUSG00000086913	many_to_one	1	many_to_one:1
ENSG00000259508	NA	NA	ENSMUSG00000083193	one_to_one	1	one_to_one:1
ENSG00000259514	NA	NA	ENSMUSG00000090270	one_to_one	1	one_to_one:1
ENSG00000259519	ENSCAFG00845030744	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259523	NA	NA	ENSMUSG00000121090	one_to_one	1	one_to_one:1
ENSG00000259528	NA	NA	ENSMUSG00000111846	one_to_one	1	one_to_one:1
ENSG00000259532	NA	NA	ENSMUSG00000052143	one_to_one	1	one_to_one:1
ENSG00000259543	NA	NA	ENSMUSG00000094841	many_to_one	1	many_to_one:1
ENSG00000259548	ENSCAFG00845005037	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259555	NA	NA	ENSMUSG00000111050	many_to_one	1	many_to_one:1
ENSG00000259575	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000259580	NA	NA	ENSMUSG00000100046;ENSMUSG00000045339	one_to_many	1	one_to_many:1
ENSG00000259588	ENSCAFG00845018049	many_to_one	ENSMUSG00000086954;ENSMUSG00000085496	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000259589	NA	NA	ENSMUSG00000100130	one_to_one	1	one_to_one:1
ENSG00000259591	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000259603	ENSCAFG00845024835	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259627	NA	NA	ENSMUSG00000121089	many_to_one	1	many_to_one:1
ENSG00000259636	ENSCAFG00845003359	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259666	ENSCAFG00845021114;ENSCAFG00845021140	many_to_many	NA	NA	1	many_to_many:1
ENSG00000259676	NA	NA	ENSMUSG00000097441	one_to_one	1	one_to_one:1
ENSG00000259687	NA	NA	ENSMUSG00000120232;ENSMUSG00000114163	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259705	NA	NA	ENSMUSG00000053615	many_to_one	1	many_to_one:1
ENSG00000259709	NA	NA	ENSMUSG00000111348;ENSMUSG00000110824	many_to_many_strict	1	many_to_many_strict:1
ENSG00000259723	ENSCAFG00845028011	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259754	NA	NA	ENSMUSG00000087450	one_to_one	1	one_to_one:1
ENSG00000259756	NA	NA	ENSMUSG00000111412	many_to_one	1	many_to_one:1
ENSG00000259763	NA	NA	ENSMUSG00000108869;ENSMUSG00000101559	many_to_many	1	many_to_many:1
ENSG00000259764	NA	NA	ENSMUSG00000093405	many_to_one	1	many_to_one:1
ENSG00000259772	NA	NA	ENSMUSG00000108620	one_to_one	1	one_to_one:1
ENSG00000259788	NA	NA	ENSMUSG00000104266	one_to_one	1	one_to_one:1
ENSG00000259793	NA	NA	ENSMUSG00000101942	one_to_one	1	one_to_one:1
ENSG00000259798	NA	NA	ENSMUSG00000097409	many_to_one	1	many_to_one:1
ENSG00000259804	NA	NA	ENSMUSG00000098120	many_to_one	1	many_to_one:1
ENSG00000259813	NA	NA	ENSMUSG00000121195	one_to_one	1	one_to_one:1
ENSG00000259814	NA	NA	ENSMUSG00000108587	one_to_one	1	one_to_one:1
ENSG00000259817	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000259820	NA	NA	ENSMUSG00000093387;ENSMUSG00000096967	one_to_many	1	one_to_many:1
ENSG00000259833	NA	NA	ENSMUSG00000097409	many_to_one	1	many_to_one:1
ENSG00000259837	ENSCAFG00845002299	many_to_one	NA	NA	1	many_to_one:1
ENSG00000259870	NA	NA	ENSMUSG00000109407	one_to_one	1	one_to_one:1
ENSG00000259876	NA	NA	ENSMUSG00000085732	many_to_one	1	many_to_one:1
ENSG00000259881	NA	NA	ENSMUSG00000090174	many_to_one	1	many_to_one:1
ENSG00000259895	NA	NA	ENSMUSG00000085185	one_to_one	1	one_to_one:1
ENSG00000259912	NA	NA	ENSMUSG00000098434	many_to_one	1	many_to_one:1
ENSG00000259914	NA	NA	ENSMUSG00000110548;ENSMUSG00000110667	many_to_many	1	many_to_many:1
ENSG00000259920	NA	NA	ENSMUSG00000107825	many_to_one	1	many_to_one:1
ENSG00000259932	ENSCAFG00845030742	many_to_one	NA	NA	1	many_to_one:1
ENSG00000259955	ENSCAFG00845000388	many_to_one	NA	NA	1	many_to_one:1
ENSG00000259959	NA	NA	ENSMUSG00000093771	one_to_one	1	one_to_one:1
ENSG00000259964	NA	NA	ENSMUSG00000111296	many_to_one	1	many_to_one:1
ENSG00000259968	NA	NA	ENSMUSG00000114474	one_to_one	1	one_to_one:1
ENSG00000259974	NA	NA	ENSMUSG00000086141	one_to_one	1	one_to_one:1
ENSG00000259976	ENSCAFG00845015243	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259981	NA	NA	ENSMUSG00000116885	one_to_one	1	one_to_one:1
ENSG00000259989	ENSCAFG00845002788	one_to_one	NA	NA	1	one_to_one:1
ENSG00000259994	NA	NA	ENSMUSG00000117579	one_to_one	1	one_to_one:1
ENSG00000260009	NA	NA	ENSMUSG00000099411	many_to_one	1	many_to_one:1
ENSG00000260025	NA	NA	ENSMUSG00000117648	many_to_one	1	many_to_one:1
ENSG00000260029	NA	NA	ENSMUSG00000121158	many_to_one	1	many_to_one:1
ENSG00000260030	NA	NA	ENSMUSG00000116500	many_to_one	1	many_to_one:1
ENSG00000260032	NA	NA	ENSMUSG00000102869	one_to_one	1	one_to_one:1
ENSG00000260035	ENSCAFG00845030742	many_to_one	NA	NA	1	many_to_one:1
ENSG00000260037	NA	NA	ENSMUSG00000110803	one_to_one	1	one_to_one:1
ENSG00000260052	NA	NA	ENSMUSG00000098534	many_to_one	1	many_to_one:1
ENSG00000260066	NA	NA	ENSMUSG00000113346	one_to_one	1	one_to_one:1
ENSG00000260083	NA	NA	ENSMUSG00000108801	one_to_one	1	one_to_one:1
ENSG00000260086	NA	NA	ENSMUSG00000098434	many_to_one	1	many_to_one:1
ENSG00000260088	NA	NA	ENSMUSG00000097403	one_to_one	1	one_to_one:1
ENSG00000260101	NA	NA	ENSMUSG00000120343	one_to_one	1	one_to_one:1
ENSG00000260115	NA	NA	ENSMUSG00000052479	one_to_one	1	one_to_one:1
ENSG00000260120	NA	NA	ENSMUSG00000106943	one_to_one	1	one_to_one:1
ENSG00000260145	NA	NA	ENSMUSG00000097194	one_to_one	1	one_to_one:1
ENSG00000260151	NA	NA	ENSMUSG00000086684;ENSMUSG00000120449	one_to_many	1	one_to_many:1
ENSG00000260167	NA	NA	ENSMUSG00000108483	one_to_one	1	one_to_one:1
ENSG00000260194	NA	NA	ENSMUSG00000110138;ENSMUSG00000090778	many_to_many	1	many_to_many:1
ENSG00000260231	NA	NA	ENSMUSG00000115026	one_to_one	1	one_to_one:1
ENSG00000260253	NA	NA	ENSMUSG00000120243	one_to_one	1	one_to_one:1
ENSG00000260271	NA	NA	ENSMUSG00000086150	many_to_one	1	many_to_one:1
ENSG00000260278	NA	NA	ENSMUSG00000105006	one_to_one	1	one_to_one:1
ENSG00000260279	NA	NA	ENSMUSG00000099881	many_to_one	1	many_to_one:1
ENSG00000260288	ENSCAFG00845021070	many_to_one	NA	NA	1	many_to_one:1
ENSG00000260305	NA	NA	ENSMUSG00000052629;ENSMUSG00000108788	one_to_many	1	one_to_many:1
ENSG00000260306	ENSCAFG00845002216	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260331	NA	NA	ENSMUSG00000112792	many_to_one	1	many_to_one:1
ENSG00000260337	NA	NA	ENSMUSG00000108448	many_to_one	1	many_to_one:1
ENSG00000260340	ENSCAFG00845004596	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260343	NA	NA	ENSMUSG00000109582	one_to_one	1	one_to_one:1
ENSG00000260348	NA	NA	ENSMUSG00000109009	many_to_one	1	many_to_one:1
ENSG00000260352	NA	NA	ENSMUSG00000055159	one_to_one	1	one_to_one:1
ENSG00000260368	NA	NA	ENSMUSG00000120390	one_to_one	1	one_to_one:1
ENSG00000260369	ENSCAFG00845012730	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260377	NA	NA	ENSMUSG00000105662	one_to_one	1	one_to_one:1
ENSG00000260378	NA	NA	ENSMUSG00000055015	many_to_one	1	many_to_one:1
ENSG00000260385	NA	NA	ENSMUSG00000120658	one_to_one	1	one_to_one:1
ENSG00000260387	NA	NA	ENSMUSG00000097097	one_to_one	1	one_to_one:1
ENSG00000260398	ENSCAFG00845029547	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260400	ENSCAFG00845002505	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260401	ENSCAFG00845008771	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260416	NA	NA	ENSMUSG00000086166;ENSMUSG00000121094	many_to_many	1	many_to_many:1
ENSG00000260417	NA	NA	ENSMUSG00000121010;ENSMUSG00000097983	many_to_many	1	many_to_many:1
ENSG00000260430	ENSCAFG00845009770	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260436	NA	NA	ENSMUSG00000117523	many_to_one	1	many_to_one:1
ENSG00000260464	NA	NA	ENSMUSG00000104554;ENSMUSG00000104574	many_to_many_strict	1	many_to_many_strict:1
ENSG00000260465	NA	NA	ENSMUSG00000110630	many_to_one	1	many_to_one:1
ENSG00000260475	NA	NA	ENSMUSG00000117698	one_to_one	1	one_to_one:1
ENSG00000260488	NA	NA	ENSMUSG00000085732	many_to_one	1	many_to_one:1
ENSG00000260495	NA	NA	ENSMUSG00000121084	many_to_one	1	many_to_one:1
ENSG00000260519	NA	NA	ENSMUSG00000085363;ENSMUSG00000087261	one_to_many	1	one_to_many:1
ENSG00000260526	NA	NA	ENSMUSG00000105447	one_to_one	1	one_to_one:1
ENSG00000260528	NA	NA	ENSMUSG00000116924	many_to_one	1	many_to_one:1
ENSG00000260530	NA	NA	ENSMUSG00000110453	one_to_one	1	one_to_one:1
ENSG00000260542	ENSCAFG00845017300;ENSCAFG00845017290	many_to_many_strict	ENSMUSG00000084843	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSG00000260558	NA	NA	ENSMUSG00000110630	many_to_one	1	many_to_one:1
ENSG00000260566	ENSCAFG00845002120	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260572	NA	NA	ENSMUSG00000120717	one_to_one	1	one_to_one:1
ENSG00000260583	ENSCAFG00845014726	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260589	NA	NA	ENSMUSG00000086657	many_to_one	1	many_to_one:1
ENSG00000260600	NA	NA	ENSMUSG00000090116	one_to_one	1	one_to_one:1
ENSG00000260604	NA	NA	ENSMUSG00000113484	one_to_one	1	one_to_one:1
ENSG00000260605	NA	NA	ENSMUSG00000120587	many_to_one	1	many_to_one:1
ENSG00000260612	NA	NA	ENSMUSG00000078143	one_to_one	1	one_to_one:1
ENSG00000260620	NA	NA	ENSMUSG00000120587	many_to_one	1	many_to_one:1
ENSG00000260624	NA	NA	ENSMUSG00000100487	one_to_one	1	one_to_one:1
ENSG00000260630	ENSCAFG00845003485	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260633	NA	NA	ENSMUSG00000093812;ENSMUSG00000110884	one_to_many	1	one_to_many:1
ENSG00000260679	NA	NA	ENSMUSG00000109009	many_to_one	1	many_to_one:1
ENSG00000260694	NA	NA	ENSMUSG00000089797;ENSMUSG00000090217;ENSMUSG00000089723	many_to_many	1	many_to_many:1
ENSG00000260708	NA	NA	ENSMUSG00000120224;ENSMUSG00000115918	many_to_many_strict	1	many_to_many_strict:1
ENSG00000260721	NA	NA	ENSMUSG00000084945	many_to_one	1	many_to_one:1
ENSG00000260733	NA	NA	ENSMUSG00000089797;ENSMUSG00000090217;ENSMUSG00000089723	many_to_many	1	many_to_many:1
ENSG00000260744	NA	NA	ENSMUSG00000109754	many_to_one	1	many_to_one:1
ENSG00000260756	NA	NA	ENSMUSG00000115943	one_to_one	1	one_to_one:1
ENSG00000260759	ENSCAFG00845004812	one_to_one	ENSMUSG00000117868	one_to_one	2	one_to_one:2
ENSG00000260788	NA	NA	ENSMUSG00000110548;ENSMUSG00000110667	many_to_many	1	many_to_many:1
ENSG00000260805	NA	NA	ENSMUSG00000073478	one_to_one	1	one_to_one:1
ENSG00000260808	ENSCAFG00845006895	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260830	NA	NA	ENSMUSG00000097533	one_to_one	1	one_to_one:1
ENSG00000260832	NA	NA	ENSMUSG00000110548;ENSMUSG00000110667	many_to_many	1	many_to_many:1
ENSG00000260835	NA	NA	ENSMUSG00000101481	many_to_one	1	many_to_one:1
ENSG00000260848	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000260852	NA	NA	ENSMUSG00000121230	one_to_one	1	one_to_one:1
ENSG00000260879	NA	NA	ENSMUSG00000105139	one_to_one	1	one_to_one:1
ENSG00000260880	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000260902	NA	NA	ENSMUSG00000087317	one_to_one	1	one_to_one:1
ENSG00000260917	ENSCAFG00845029885	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260923	NA	NA	ENSMUSG00000116924	many_to_one	1	many_to_one:1
ENSG00000260927	ENSCAFG00845002343	one_to_one	NA	NA	1	one_to_one:1
ENSG00000260962	NA	NA	ENSMUSG00000099911	one_to_one	1	one_to_one:1
ENSG00000260969	NA	NA	ENSMUSG00000089797;ENSMUSG00000090217;ENSMUSG00000089723	many_to_many	1	many_to_many:1
ENSG00000260976	NA	NA	ENSMUSG00000100357	one_to_one	1	one_to_one:1
ENSG00000261018	NA	NA	ENSMUSG00000085008	one_to_one	1	one_to_one:1
ENSG00000261045	NA	NA	ENSMUSG00000045928;ENSMUSG00000108814	one_to_many	1	one_to_many:1
ENSG00000261049	NA	NA	ENSMUSG00000110138;ENSMUSG00000090778	many_to_many	1	many_to_many:1
ENSG00000261055	ENSCAFG00845002398	many_to_one	NA	NA	1	many_to_one:1
ENSG00000261058	ENSCAFG00845024858	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261078	NA	NA	ENSMUSG00000110483	many_to_one	1	many_to_one:1
ENSG00000261080	NA	NA	ENSMUSG00000089849;ENSMUSG00000073394;ENSMUSG00000090048	many_to_many	1	many_to_many:1
ENSG00000261087	NA	NA	ENSMUSG00000115430	many_to_one	1	many_to_one:1
ENSG00000261090	NA	NA	ENSMUSG00000108409	one_to_one	1	one_to_one:1
ENSG00000261093	NA	NA	ENSMUSG00000117523	many_to_one	1	many_to_one:1
ENSG00000261095	NA	NA	ENSMUSG00000098211;ENSMUSG00000097424	many_to_many	1	many_to_many:1
ENSG00000261101	ENSCAFG00845019973	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261103	NA	NA	ENSMUSG00000110548;ENSMUSG00000110667	many_to_many	1	many_to_many:1
ENSG00000261105	ENSCAFG00845025053	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261113	NA	NA	ENSMUSG00000121009;ENSMUSG00000085118	one_to_many	1	one_to_many:1
ENSG00000261140	NA	NA	ENSMUSG00000117523	many_to_one	1	many_to_one:1
ENSG00000261146	NA	NA	ENSMUSG00000110929	many_to_one	1	many_to_one:1
ENSG00000261158	NA	NA	ENSMUSG00000055015	many_to_one	1	many_to_one:1
ENSG00000261167	ENSCAFG00845028893	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261188	ENSCAFG00845029702	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261191	NA	NA	ENSMUSG00000086735	one_to_one	1	one_to_one:1
ENSG00000261195	NA	NA	ENSMUSG00000109517	one_to_one	1	one_to_one:1
ENSG00000261211	NA	NA	ENSMUSG00000114389;ENSMUSG00000100932;ENSMUSG00000099847;ENSMUSG00000114791	many_to_many	1	many_to_many:1
ENSG00000261213	NA	NA	ENSMUSG00000093738	many_to_one	1	many_to_one:1
ENSG00000261216	NA	NA	ENSMUSG00000120347	one_to_one	1	one_to_one:1
ENSG00000261220	NA	NA	ENSMUSG00000120535	one_to_one	1	one_to_one:1
ENSG00000261222	ENSCAFG00845017979	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261227	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000261238	NA	NA	ENSMUSG00000120400	many_to_one	1	many_to_one:1
ENSG00000261242	NA	NA	ENSMUSG00000112459	one_to_one	1	one_to_one:1
ENSG00000261253	NA	NA	ENSMUSG00000099881	many_to_one	1	many_to_one:1
ENSG00000261267	NA	NA	ENSMUSG00000098434	many_to_one	1	many_to_one:1
ENSG00000261291	ENSCAFG00845003460	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261293	NA	NA	ENSMUSG00000085732	many_to_one	1	many_to_one:1
ENSG00000261338	ENSCAFG00845026647	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261363	NA	NA	ENSMUSG00000097438	many_to_one	1	many_to_one:1
ENSG00000261369	NA	NA	ENSMUSG00000109754	many_to_one	1	many_to_one:1
ENSG00000261386	NA	NA	ENSMUSG00000098120	many_to_one	1	many_to_one:1
ENSG00000261394	NA	NA	ENSMUSG00000085732	many_to_one	1	many_to_one:1
ENSG00000261407	NA	NA	ENSMUSG00000108387	one_to_one	1	one_to_one:1
ENSG00000261410	NA	NA	ENSMUSG00000110548;ENSMUSG00000110667	many_to_many	1	many_to_many:1
ENSG00000261439	NA	NA	ENSMUSG00000097520	many_to_one	1	many_to_one:1
ENSG00000261441	ENSCAFG00845004187	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261447	NA	NA	ENSMUSG00000118340	many_to_one	1	many_to_one:1
ENSG00000261449	NA	NA	ENSMUSG00000054822	one_to_one	1	one_to_one:1
ENSG00000261472	ENSCAFG00845021356;ENSCAFG00845021337;ENSCAFG00845021260;ENSCAFG00845021365;ENSCAFG00845021391	one_to_many	ENSMUSG00000110592	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000261504	ENSCAFG00845004244	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261514	NA	NA	ENSMUSG00000120019	one_to_one	1	one_to_one:1
ENSG00000261520	NA	NA	ENSMUSG00000097282;ENSMUSG00000117231	many_to_many	1	many_to_many:1
ENSG00000261535	NA	NA	ENSMUSG00000086220	many_to_one	1	many_to_one:1
ENSG00000261546	NA	NA	ENSMUSG00000110716	one_to_one	1	one_to_one:1
ENSG00000261553	ENSCAFG00845025083	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261604	NA	NA	ENSMUSG00000114934	one_to_one	1	one_to_one:1
ENSG00000261610	NA	NA	ENSMUSG00000116582	one_to_one	1	one_to_one:1
ENSG00000261613	NA	NA	ENSMUSG00000117523	many_to_one	1	many_to_one:1
ENSG00000261629	NA	NA	ENSMUSG00000097484;ENSMUSG00000097406	many_to_many	1	many_to_many:1
ENSG00000261630	NA	NA	ENSMUSG00000110138;ENSMUSG00000090778	many_to_many	1	many_to_many:1
ENSG00000261645	ENSCAFG00845024209	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261646	NA	NA	ENSMUSG00000097910	many_to_one	1	many_to_one:1
ENSG00000261651	NA	NA	ENSMUSG00000098211;ENSMUSG00000097424	many_to_many	1	many_to_many:1
ENSG00000261654	ENSCAFG00845001760	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261664	NA	NA	ENSMUSG00000085873	one_to_one	1	one_to_one:1
ENSG00000261668	ENSCAFG00845027088	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261691	NA	NA	ENSMUSG00000097523	many_to_one	1	many_to_one:1
ENSG00000261706	ENSCAFG00845021920	many_to_one	ENSMUSG00000112818	many_to_one	2	many_to_one:2
ENSG00000261713	ENSCAFG00845024765	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261730	NA	NA	ENSMUSG00000038408	one_to_one	1	one_to_one:1
ENSG00000261757	ENSCAFG00845018073	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261766	ENSCAFG00845003046	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261775	ENSCAFG00845029510	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261789	ENSCAFG00845000750	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261795	ENSCAFG00845010130	many_to_one	NA	NA	1	many_to_one:1
ENSG00000261797	ENSCAFG00845031023	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261799	ENSCAFG00845027256	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261817	NA	NA	ENSMUSG00000102558	one_to_one	1	one_to_one:1
ENSG00000261826	NA	NA	ENSMUSG00000120955	one_to_one	1	one_to_one:1
ENSG00000261829	ENSCAFG00845022124	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261840	NA	NA	ENSMUSG00000101225	one_to_one	1	one_to_one:1
ENSG00000261886	NA	NA	ENSMUSG00000085154	one_to_one	1	one_to_one:1
ENSG00000261938	ENSCAFG00845002068	one_to_one	NA	NA	1	one_to_one:1
ENSG00000261978	NA	NA	ENSMUSG00000087404	many_to_one	1	many_to_one:1
ENSG00000262001	NA	NA	ENSMUSG00000097282;ENSMUSG00000117231	many_to_many	1	many_to_many:1
ENSG00000262020	NA	NA	ENSMUSG00000087384	many_to_one	1	many_to_one:1
ENSG00000262038	NA	NA	ENSMUSG00000098439	one_to_one	1	one_to_one:1
ENSG00000262061	NA	NA	ENSMUSG00000087322	many_to_one	1	many_to_one:1
ENSG00000262098	ENSCAFG00845012132	many_to_one	NA	NA	1	many_to_one:1
ENSG00000262171	NA	NA	ENSMUSG00000085612	one_to_one	1	one_to_one:1
ENSG00000262172	NA	NA	ENSMUSG00000085548	one_to_one	1	one_to_one:1
ENSG00000262211	NA	NA	ENSMUSG00000120018	many_to_one	1	many_to_one:1
ENSG00000262223	NA	NA	ENSMUSG00000086750	many_to_one	1	many_to_one:1
ENSG00000262294	NA	NA	ENSMUSG00000087322	many_to_one	1	many_to_one:1
ENSG00000262313	NA	NA	ENSMUSG00000085081	many_to_one	1	many_to_one:1
ENSG00000262343	NA	NA	ENSMUSG00000086306	one_to_one	1	one_to_one:1
ENSG00000262372	NA	NA	ENSMUSG00000121072	many_to_one	1	many_to_one:1
ENSG00000262454	NA	NA	ENSMUSG00000109857	one_to_one	1	one_to_one:1
ENSG00000262558	NA	NA	ENSMUSG00000087322	many_to_one	1	many_to_one:1
