lncRNA.Mus_musculus	lncRNA.Canis_lupus_familiaris	orthology_type.Mus_musculus.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Mus_musculus.Homo_sapiens	nbTotalIndication	profilIndication
ENSMUSG00000099957	NA	NA	ENSG00000258910	one_to_one	1	one_to_one:1
ENSMUSG00000099958	NA	NA	ENSG00000254197;ENSG00000254019	one_to_many	1	one_to_many:1
ENSMUSG00000099964	NA	NA	ENSG00000237457;ENSG00000241505;ENSG00000225811	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000099966	NA	NA	ENSG00000268584	one_to_one	1	one_to_one:1
ENSMUSG00000099969	NA	NA	ENSG00000287929;ENSG00000286372	one_to_many	1	one_to_many:1
ENSMUSG00000099971	NA	NA	ENSG00000225791	one_to_one	1	one_to_one:1
ENSMUSG00000099994	NA	NA	ENSG00000272143;ENSG00000234445;ENSG00000276012	many_to_many	1	many_to_many:1
ENSMUSG00000100002	NA	NA	ENSG00000271122	one_to_one	1	one_to_one:1
ENSMUSG00000100017	NA	NA	ENSG00000223576;ENSG00000275964	one_to_many	1	one_to_many:1
ENSMUSG00000100022	NA	NA	ENSG00000288046;ENSG00000287497	many_to_many	1	many_to_many:1
ENSMUSG00000100029	NA	NA	ENSG00000289845	many_to_one	1	many_to_one:1
ENSMUSG00000100046	NA	NA	ENSG00000259580	many_to_one	1	many_to_one:1
ENSMUSG00000100053	NA	NA	ENSG00000253706	one_to_one	1	one_to_one:1
ENSMUSG00000100071	NA	NA	ENSG00000229896	one_to_one	1	one_to_one:1
ENSMUSG00000100075	NA	NA	ENSG00000287759	one_to_one	1	one_to_one:1
ENSMUSG00000100096	NA	NA	ENSG00000249082	one_to_one	1	one_to_one:1
ENSMUSG00000100100	NA	NA	ENSG00000225497;ENSG00000225652;ENSG00000236467;ENSG00000224500	many_to_many	1	many_to_many:1
ENSMUSG00000100113	NA	NA	ENSG00000257839;ENSG00000257453	one_to_many	1	one_to_many:1
ENSMUSG00000100119	NA	NA	ENSG00000288172	one_to_one	1	one_to_one:1
ENSMUSG00000100130	NA	NA	ENSG00000259589	one_to_one	1	one_to_one:1
ENSMUSG00000100134	NA	NA	ENSG00000249494	one_to_one	1	one_to_one:1
ENSMUSG00000100146	NA	NA	ENSG00000233919	many_to_one	1	many_to_one:1
ENSMUSG00000100162	NA	NA	ENSG00000157306	one_to_one	1	one_to_one:1
ENSMUSG00000100164	NA	NA	ENSG00000289250	one_to_one	1	one_to_one:1
ENSMUSG00000100166	NA	NA	ENSG00000256564	many_to_one	1	many_to_one:1
ENSMUSG00000100182	ENSCAFG00845001870;ENSCAFG00845001772;ENSCAFG00845001811;ENSCAFG00845001817;ENSCAFG00845001849;ENSCAFG00845001792;ENSCAFG00845001779;ENSCAFG00845001857	many_to_many	ENSG00000250682	many_to_one	2	many_to_many:1;many_to_one:1
ENSMUSG00000100192	NA	NA	ENSG00000258842	one_to_one	1	one_to_one:1
ENSMUSG00000100197	NA	NA	ENSG00000235192	one_to_one	1	one_to_one:1
ENSMUSG00000100211	NA	NA	ENSG00000258792	one_to_one	1	one_to_one:1
ENSMUSG00000100220	NA	NA	ENSG00000257660;ENSG00000257653	one_to_many	1	one_to_many:1
ENSMUSG00000100221	NA	NA	ENSG00000287452	one_to_one	1	one_to_one:1
ENSMUSG00000100253	NA	NA	ENSG00000186235	one_to_one	1	one_to_one:1
ENSMUSG00000100269	NA	NA	ENSG00000235319	many_to_one	1	many_to_one:1
ENSMUSG00000100274	ENSCAFG00845010226	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000100301	NA	NA	ENSG00000231672	many_to_one	1	many_to_one:1
ENSMUSG00000100315	NA	NA	ENSG00000286527	one_to_one	1	one_to_one:1
ENSMUSG00000100320	NA	NA	ENSG00000272255;ENSG00000250635	one_to_many	1	one_to_many:1
ENSMUSG00000100335	ENSCAFG00845013845	one_to_one	ENSG00000253344;ENSG00000254306;ENSG00000254290	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000100341	NA	NA	ENSG00000243620	one_to_one	1	one_to_one:1
ENSMUSG00000100354	ENSCAFG00845019690	one_to_one	ENSG00000286965	one_to_one	2	one_to_one:2
ENSMUSG00000100357	NA	NA	ENSG00000260976	one_to_one	1	one_to_one:1
ENSMUSG00000100367	NA	NA	ENSG00000228162	one_to_one	1	one_to_one:1
ENSMUSG00000100393	NA	NA	ENSG00000232480	one_to_one	1	one_to_one:1
ENSMUSG00000100396	NA	NA	ENSG00000228140	one_to_one	1	one_to_one:1
ENSMUSG00000100402	NA	NA	ENSG00000286805;ENSG00000286498	one_to_many	1	one_to_many:1
ENSMUSG00000100417	NA	NA	ENSG00000230967	one_to_one	1	one_to_one:1
ENSMUSG00000100420	NA	NA	ENSG00000234215	many_to_one	1	many_to_one:1
ENSMUSG00000100430	NA	NA	ENSG00000266614;ENSG00000264212	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000100437	NA	NA	ENSG00000224137	one_to_one	1	one_to_one:1
ENSMUSG00000100475	NA	NA	ENSG00000248127;ENSG00000250348	one_to_many	1	one_to_many:1
ENSMUSG00000100487	NA	NA	ENSG00000260624	one_to_one	1	one_to_one:1
ENSMUSG00000100496	ENSCAFG00845008214;ENSCAFG00845008226	many_to_many_strict	ENSG00000237220;ENSG00000224048	many_to_many_strict	2	many_to_many_strict:2
ENSMUSG00000100510	ENSCAFG00845017236	one_to_one	ENSG00000237125	one_to_one	2	one_to_one:2
ENSMUSG00000100546	NA	NA	ENSG00000227479;ENSG00000286183	one_to_many	1	one_to_many:1
ENSMUSG00000100548	NA	NA	ENSG00000258317	one_to_one	1	one_to_one:1
ENSMUSG00000100572	NA	NA	ENSG00000264000;ENSG00000265316	one_to_many	1	one_to_many:1
ENSMUSG00000100585	NA	NA	ENSG00000227659;ENSG00000288581;ENSG00000234303	one_to_many	1	one_to_many:1
ENSMUSG00000100593	NA	NA	ENSG00000288806;ENSG00000250174;ENSG00000273123	many_to_many	1	many_to_many:1
ENSMUSG00000100596	NA	NA	ENSG00000249335;ENSG00000249352	one_to_many	1	one_to_many:1
ENSMUSG00000100600	NA	NA	ENSG00000266248;ENSG00000264515	one_to_many	1	one_to_many:1
ENSMUSG00000100625	NA	NA	ENSG00000288755	one_to_one	1	one_to_one:1
ENSMUSG00000100627	NA	NA	ENSG00000225982;ENSG00000289573	one_to_many	1	one_to_many:1
ENSMUSG00000100629	NA	NA	ENSG00000287737;ENSG00000275888	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000100630	NA	NA	ENSG00000286472;ENSG00000230725	one_to_many	1	one_to_many:1
ENSMUSG00000100674	NA	NA	ENSG00000231173;ENSG00000223751	one_to_many	1	one_to_many:1
ENSMUSG00000100685	NA	NA	ENSG00000271387	one_to_one	1	one_to_one:1
ENSMUSG00000100706	NA	NA	ENSG00000177822;ENSG00000248816;ENSG00000248694	one_to_many	1	one_to_many:1
ENSMUSG00000100707	NA	NA	ENSG00000256879	one_to_one	1	one_to_one:1
ENSMUSG00000100711	ENSCAFG00845001870;ENSCAFG00845001772;ENSCAFG00845001811;ENSCAFG00845001817;ENSCAFG00845001849;ENSCAFG00845001792;ENSCAFG00845001779;ENSCAFG00845001857	many_to_many	ENSG00000250682	many_to_one	2	many_to_many:1;many_to_one:1
ENSMUSG00000100728	NA	NA	ENSG00000248859	many_to_one	1	many_to_one:1
ENSMUSG00000100738	NA	NA	ENSG00000231336;ENSG00000232696;ENSG00000228481	many_to_many	1	many_to_many:1
ENSMUSG00000100750	NA	NA	ENSG00000287524	many_to_one	1	many_to_one:1
ENSMUSG00000100775	NA	NA	ENSG00000233237	many_to_one	1	many_to_one:1
ENSMUSG00000100781	NA	NA	ENSG00000218416	many_to_one	1	many_to_one:1
ENSMUSG00000100786	NA	NA	ENSG00000290086	one_to_one	1	one_to_one:1
ENSMUSG00000100789	NA	NA	ENSG00000258584	one_to_one	1	one_to_one:1
ENSMUSG00000100796	NA	NA	ENSG00000236028	one_to_one	1	one_to_one:1
ENSMUSG00000100811	NA	NA	ENSG00000225216	one_to_one	1	one_to_one:1
ENSMUSG00000100815	NA	NA	ENSG00000236193	many_to_one	1	many_to_one:1
ENSMUSG00000100847	NA	NA	ENSG00000226087	one_to_one	1	one_to_one:1
ENSMUSG00000100850	NA	NA	ENSG00000232893;ENSG00000270540	one_to_many	1	one_to_many:1
ENSMUSG00000100860	NA	NA	ENSG00000277550	one_to_one	1	one_to_one:1
ENSMUSG00000100868	NA	NA	ENSG00000253302	one_to_one	1	one_to_one:1
ENSMUSG00000100876	NA	NA	ENSG00000257004	one_to_one	1	one_to_one:1
ENSMUSG00000100890	NA	NA	ENSG00000286333	many_to_one	1	many_to_one:1
ENSMUSG00000100908	NA	NA	ENSG00000226442	one_to_one	1	one_to_one:1
ENSMUSG00000100927	NA	NA	ENSG00000289555	one_to_one	1	one_to_one:1
ENSMUSG00000100932	NA	NA	ENSG00000261211;ENSG00000226281	many_to_many	1	many_to_many:1
ENSMUSG00000100943	ENSCAFG00845011168;ENSCAFG00845011159	one_to_many	ENSG00000228959	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000100954	NA	NA	ENSG00000273004	one_to_one	1	one_to_one:1
ENSMUSG00000100985	NA	NA	ENSG00000269303;ENSG00000271032	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000100998	NA	NA	ENSG00000227947	one_to_one	1	one_to_one:1
ENSMUSG00000101012	ENSCAFG00845014656	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000101013	NA	NA	ENSG00000214293	one_to_one	1	one_to_one:1
ENSMUSG00000101014	NA	NA	ENSG00000233138	one_to_one	1	one_to_one:1
ENSMUSG00000101028	ENSCAFG00845027767;ENSCAFG00845027697	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000101029	NA	NA	ENSG00000289845	many_to_one	1	many_to_one:1
ENSMUSG00000101037	NA	NA	ENSG00000268129	one_to_one	1	one_to_one:1
ENSMUSG00000101051	NA	NA	ENSG00000286753	one_to_one	1	one_to_one:1
ENSMUSG00000101062	NA	NA	ENSG00000269821	many_to_one	1	many_to_one:1
ENSMUSG00000101067	NA	NA	ENSG00000237070;ENSG00000229108	one_to_many	1	one_to_many:1
ENSMUSG00000101079	NA	NA	ENSG00000232913;ENSG00000268894;ENSG00000228553;ENSG00000273450	one_to_many	1	one_to_many:1
ENSMUSG00000101086	NA	NA	ENSG00000236208	one_to_one	1	one_to_one:1
ENSMUSG00000101126	NA	NA	ENSG00000287197	one_to_one	1	one_to_one:1
ENSMUSG00000101144	NA	NA	ENSG00000270362	one_to_one	1	one_to_one:1
ENSMUSG00000101166	NA	NA	ENSG00000268375	one_to_one	1	one_to_one:1
ENSMUSG00000101225	NA	NA	ENSG00000261840	one_to_one	1	one_to_one:1
ENSMUSG00000101242	ENSCAFG00845020648	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000101258	NA	NA	ENSG00000250751	one_to_one	1	one_to_one:1
ENSMUSG00000101295	NA	NA	ENSG00000236838;ENSG00000262810;ENSG00000225084	many_to_many	1	many_to_many:1
ENSMUSG00000101314	NA	NA	ENSG00000253479	one_to_one	1	one_to_one:1
ENSMUSG00000101320	NA	NA	ENSG00000226842;ENSG00000229327;ENSG00000233825	one_to_many	1	one_to_many:1
ENSMUSG00000101344	NA	NA	ENSG00000231672	many_to_one	1	many_to_one:1
ENSMUSG00000101360	NA	NA	ENSG00000269821	many_to_one	1	many_to_one:1
ENSMUSG00000101404	NA	NA	ENSG00000270996;ENSG00000287474	one_to_many	1	one_to_many:1
ENSMUSG00000101409	NA	NA	ENSG00000287041;ENSG00000231903;ENSG00000222035	many_to_many	1	many_to_many:1
ENSMUSG00000101445	NA	NA	ENSG00000272143;ENSG00000234445;ENSG00000276012	many_to_many	1	many_to_many:1
ENSMUSG00000101463	NA	NA	ENSG00000243197;ENSG00000241397;ENSG00000242385;ENSG00000240922	one_to_many	1	one_to_many:1
ENSMUSG00000101476	NA	NA	ENSG00000288966	one_to_one	1	one_to_one:1
ENSMUSG00000101481	NA	NA	ENSG00000257180;ENSG00000260835;ENSG00000289107;ENSG00000286635	one_to_many	1	one_to_many:1
ENSMUSG00000101553	NA	NA	ENSG00000287595	many_to_one	1	many_to_one:1
ENSMUSG00000101555	NA	NA	ENSG00000259238	one_to_one	1	one_to_one:1
ENSMUSG00000101559	NA	NA	ENSG00000275443;ENSG00000259763;ENSG00000278146	many_to_many	1	many_to_many:1
ENSMUSG00000101595	NA	NA	ENSG00000240012;ENSG00000244493	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000101599	NA	NA	ENSG00000227946	one_to_one	1	one_to_one:1
ENSMUSG00000101600	ENSCAFG00845007888;ENSCAFG00845007872	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000101603	NA	NA	ENSG00000223749	many_to_one	1	many_to_one:1
ENSMUSG00000101608	ENSCAFG00845021980;ENSCAFG00845021968	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000101609	NA	NA	ENSG00000269821	many_to_one	1	many_to_one:1
ENSMUSG00000101621	ENSCAFG00845013934	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000101630	NA	NA	ENSG00000277879;ENSG00000225936	one_to_many	1	one_to_many:1
ENSMUSG00000101636	NA	NA	ENSG00000233351	one_to_one	1	one_to_one:1
ENSMUSG00000101643	NA	NA	ENSG00000267574	one_to_one	1	one_to_one:1
ENSMUSG00000101662	ENSCAFG00845027402	one_to_one	ENSG00000235529	one_to_one	2	one_to_one:2
ENSMUSG00000101671	NA	NA	ENSG00000253629	many_to_one	1	many_to_one:1
ENSMUSG00000101674	ENSCAFG00845026192	one_to_one	ENSG00000231621;ENSG00000225979	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000101680	NA	NA	ENSG00000258444	many_to_one	1	many_to_one:1
ENSMUSG00000101683	NA	NA	ENSG00000206028	many_to_one	1	many_to_one:1
ENSMUSG00000101693	NA	NA	ENSG00000231691	one_to_one	1	one_to_one:1
ENSMUSG00000101700	ENSCAFG00845005912	one_to_one	ENSG00000226856	one_to_one	2	one_to_one:2
ENSMUSG00000101705	ENSCAFG00845030248;ENSCAFG00845030241	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000101746	NA	NA	ENSG00000289439	one_to_one	1	one_to_one:1
ENSMUSG00000101762	NA	NA	ENSG00000251652	one_to_one	1	one_to_one:1
ENSMUSG00000101768	NA	NA	ENSG00000273384	one_to_one	1	one_to_one:1
ENSMUSG00000101840	NA	NA	ENSG00000230432	one_to_one	1	one_to_one:1
ENSMUSG00000101849	NA	NA	ENSG00000272944	one_to_one	1	one_to_one:1
ENSMUSG00000101856	NA	NA	ENSG00000290416	one_to_one	1	one_to_one:1
ENSMUSG00000101859	NA	NA	ENSG00000278621	many_to_one	1	many_to_one:1
ENSMUSG00000101872	ENSCAFG00845009426	many_to_one	ENSG00000234943;ENSG00000228108	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000101880	NA	NA	ENSG00000237292	many_to_one	1	many_to_one:1
ENSMUSG00000101888	NA	NA	ENSG00000238097;ENSG00000286317;ENSG00000228271	one_to_many	1	one_to_many:1
ENSMUSG00000101895	NA	NA	ENSG00000240440;ENSG00000234902	one_to_many	1	one_to_many:1
ENSMUSG00000101905	NA	NA	ENSG00000273062	one_to_one	1	one_to_one:1
ENSMUSG00000101942	NA	NA	ENSG00000259793	one_to_one	1	one_to_one:1
ENSMUSG00000101970	NA	NA	ENSG00000272888	one_to_one	1	one_to_one:1
ENSMUSG00000101995	NA	NA	ENSG00000218416	many_to_one	1	many_to_one:1
ENSMUSG00000102009	NA	NA	ENSG00000222007	many_to_one	1	many_to_one:1
ENSMUSG00000102029	NA	NA	ENSG00000286333	many_to_one	1	many_to_one:1
ENSMUSG00000102057	NA	NA	ENSG00000225208	one_to_one	1	one_to_one:1
ENSMUSG00000102062	NA	NA	ENSG00000234206	many_to_one	1	many_to_one:1
ENSMUSG00000102063	NA	NA	ENSG00000244063	one_to_one	1	one_to_one:1
ENSMUSG00000102101	NA	NA	ENSG00000256628	one_to_one	1	one_to_one:1
ENSMUSG00000102112	NA	NA	ENSG00000228889	one_to_one	1	one_to_one:1
ENSMUSG00000102123	NA	NA	ENSG00000235770	one_to_one	1	one_to_one:1
ENSMUSG00000102124	NA	NA	ENSG00000255323	one_to_one	1	one_to_one:1
ENSMUSG00000102136	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000102154	NA	NA	ENSG00000287218	one_to_one	1	one_to_one:1
ENSMUSG00000102158	NA	NA	ENSG00000257551	many_to_one	1	many_to_one:1
ENSMUSG00000102163	NA	NA	ENSG00000225826	many_to_one	1	many_to_one:1
ENSMUSG00000102191	NA	NA	ENSG00000248429	one_to_one	1	one_to_one:1
ENSMUSG00000102196	NA	NA	ENSG00000212743	many_to_one	1	many_to_one:1
ENSMUSG00000102224	NA	NA	ENSG00000226913;ENSG00000235120	one_to_many	1	one_to_many:1
ENSMUSG00000102256	NA	NA	ENSG00000242795	one_to_one	1	one_to_one:1
ENSMUSG00000102329	NA	NA	ENSG00000213994	one_to_one	1	one_to_one:1
ENSMUSG00000102357	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000102432	NA	NA	ENSG00000286486;ENSG00000237759	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000102494	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000102517	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000102539	NA	NA	ENSG00000250698;ENSG00000286320	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000102548	NA	NA	ENSG00000203307;ENSG00000229588	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000102558	NA	NA	ENSG00000261817	one_to_one	1	one_to_one:1
ENSMUSG00000102590	NA	NA	ENSG00000241383	one_to_one	1	one_to_one:1
ENSMUSG00000102674	NA	NA	ENSG00000212743	many_to_one	1	many_to_one:1
ENSMUSG00000102715	NA	NA	ENSG00000248397;ENSG00000249091	one_to_many	1	one_to_many:1
ENSMUSG00000102716	NA	NA	ENSG00000273306	one_to_one	1	one_to_one:1
ENSMUSG00000102743	NA	NA	ENSG00000227925	one_to_one	1	one_to_one:1
ENSMUSG00000102761	NA	NA	ENSG00000235736	one_to_one	1	one_to_one:1
ENSMUSG00000102777	NA	NA	ENSG00000237980	one_to_one	1	one_to_one:1
ENSMUSG00000102778	NA	NA	ENSG00000249669;ENSG00000253865	one_to_many	1	one_to_many:1
ENSMUSG00000102816	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000102840	NA	NA	ENSG00000231057	one_to_one	1	one_to_one:1
ENSMUSG00000102845	NA	NA	ENSG00000289135	one_to_one	1	one_to_one:1
ENSMUSG00000102861	NA	NA	ENSG00000286988;ENSG00000272656	one_to_many	1	one_to_many:1
ENSMUSG00000102862	NA	NA	ENSG00000242539;ENSG00000272699	one_to_many	1	one_to_many:1
ENSMUSG00000102869	NA	NA	ENSG00000260032	one_to_one	1	one_to_one:1
ENSMUSG00000102897	NA	NA	ENSG00000225826	many_to_one	1	many_to_one:1
ENSMUSG00000102899	NA	NA	ENSG00000281691	one_to_one	1	one_to_one:1
ENSMUSG00000102909	NA	NA	ENSG00000236364	many_to_one	1	many_to_one:1
ENSMUSG00000102936	NA	NA	ENSG00000242107	one_to_one	1	one_to_one:1
ENSMUSG00000103041	NA	NA	ENSG00000241770	one_to_one	1	one_to_one:1
ENSMUSG00000103043	NA	NA	ENSG00000286486;ENSG00000237759	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000103108	NA	NA	ENSG00000290319	one_to_one	1	one_to_one:1
ENSMUSG00000103116	ENSCAFG00845014581	one_to_one	ENSG00000253238	one_to_one	2	one_to_one:2
ENSMUSG00000103139	NA	NA	ENSG00000236364	many_to_one	1	many_to_one:1
ENSMUSG00000103174	NA	NA	ENSG00000224535	one_to_one	1	one_to_one:1
ENSMUSG00000103386	NA	NA	ENSG00000279726	one_to_one	1	one_to_one:1
ENSMUSG00000103413	NA	NA	ENSG00000232413	many_to_one	1	many_to_one:1
ENSMUSG00000103428	ENSCAFG00845018201	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000103435	NA	NA	ENSG00000227230;ENSG00000232085	one_to_many	1	one_to_many:1
ENSMUSG00000103451	NA	NA	ENSG00000276997;ENSG00000226643	one_to_many	1	one_to_many:1
ENSMUSG00000103459	ENSCAFG00845009507	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000103473	NA	NA	ENSG00000244268	one_to_one	1	one_to_one:1
ENSMUSG00000103478	NA	NA	ENSG00000231529	many_to_one	1	many_to_one:1
ENSMUSG00000103502	NA	NA	ENSG00000243069	one_to_one	1	one_to_one:1
ENSMUSG00000103517	NA	NA	ENSG00000229983	one_to_one	1	one_to_one:1
ENSMUSG00000103583	NA	NA	ENSG00000232194	one_to_one	1	one_to_one:1
ENSMUSG00000103670	ENSCAFG00845002528	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000103690	ENSCAFG00845028269;ENSCAFG00845028245	one_to_many	ENSG00000228208	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000103785	NA	NA	ENSG00000228350	one_to_one	1	one_to_one:1
ENSMUSG00000103844	NA	NA	ENSG00000230260	one_to_one	1	one_to_one:1
ENSMUSG00000104077	NA	NA	ENSG00000289071	one_to_one	1	one_to_one:1
ENSMUSG00000104093	NA	NA	ENSG00000272990;ENSG00000240596;ENSG00000242370	many_to_many	1	many_to_many:1
ENSMUSG00000104102	NA	NA	ENSG00000287052	one_to_one	1	one_to_one:1
ENSMUSG00000104106	NA	NA	ENSG00000225527;ENSG00000235020	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000104108	NA	NA	ENSG00000249690	one_to_one	1	one_to_one:1
ENSMUSG00000104156	NA	NA	ENSG00000274292;ENSG00000272849	one_to_many	1	one_to_many:1
ENSMUSG00000104157	NA	NA	ENSG00000224525;ENSG00000272865	one_to_many	1	one_to_many:1
ENSMUSG00000104161	NA	NA	ENSG00000250698;ENSG00000286320	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000104168	NA	NA	ENSG00000270049	one_to_one	1	one_to_one:1
ENSMUSG00000104188	NA	NA	ENSG00000287832;ENSG00000234169	one_to_many	1	one_to_many:1
ENSMUSG00000104234	NA	NA	ENSG00000257022	one_to_one	1	one_to_one:1
ENSMUSG00000104256	NA	NA	ENSG00000269391;ENSG00000233570	one_to_many	1	one_to_many:1
ENSMUSG00000104266	NA	NA	ENSG00000259788	one_to_one	1	one_to_one:1
ENSMUSG00000104284	ENSCAFG00845016228;ENSCAFG00845016216	many_to_many	NA	NA	1	many_to_many:1
ENSMUSG00000104302	NA	NA	ENSG00000227373;ENSG00000229531	one_to_many	1	one_to_many:1
ENSMUSG00000104328	NA	NA	ENSG00000286471	one_to_one	1	one_to_one:1
ENSMUSG00000104336	NA	NA	ENSG00000241336	one_to_one	1	one_to_one:1
ENSMUSG00000104354	NA	NA	ENSG00000204832	one_to_one	1	one_to_one:1
ENSMUSG00000104414	NA	NA	ENSG00000282849	one_to_one	1	one_to_one:1
ENSMUSG00000104461	NA	NA	ENSG00000231529	many_to_one	1	many_to_one:1
ENSMUSG00000104529	ENSCAFG00845013133	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000104538	NA	NA	ENSG00000206028	many_to_one	1	many_to_one:1
ENSMUSG00000104554	NA	NA	ENSG00000260464;ENSG00000224093	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000104559	ENSCAFG00845029939	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000104574	NA	NA	ENSG00000260464;ENSG00000224093	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000104606	NA	NA	ENSG00000287493	one_to_one	1	one_to_one:1
ENSMUSG00000104677	NA	NA	ENSG00000287650	one_to_one	1	one_to_one:1
ENSMUSG00000104763	ENSCAFG00845016219	many_to_one	ENSG00000249815	many_to_one	2	many_to_one:2
ENSMUSG00000104768	NA	NA	ENSG00000238198	one_to_one	1	one_to_one:1
ENSMUSG00000104778	NA	NA	ENSG00000276487	one_to_one	1	one_to_one:1
ENSMUSG00000104784	NA	NA	ENSG00000249234;ENSG00000263327	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000104786	NA	NA	ENSG00000236676;ENSG00000234953	one_to_many	1	one_to_many:1
ENSMUSG00000104830	NA	NA	ENSG00000256546	one_to_one	1	one_to_one:1
ENSMUSG00000104835	ENSCAFG00845008321	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000104845	NA	NA	ENSG00000230641;ENSG00000232162	one_to_many	1	one_to_many:1
ENSMUSG00000104866	NA	NA	ENSG00000226869	many_to_one	1	many_to_one:1
ENSMUSG00000104874	ENSCAFG00845023309	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000104886	NA	NA	ENSG00000223770	many_to_one	1	many_to_one:1
ENSMUSG00000104894	NA	NA	ENSG00000287081	one_to_one	1	one_to_one:1
ENSMUSG00000104925	ENSCAFG00845023999	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000104937	NA	NA	ENSG00000289942	one_to_one	1	one_to_one:1
ENSMUSG00000104960	ENSCAFG00845029601	one_to_one	ENSG00000269893	one_to_one	2	one_to_one:2
ENSMUSG00000104987	NA	NA	ENSG00000234215	many_to_one	1	many_to_one:1
ENSMUSG00000105006	NA	NA	ENSG00000260278	one_to_one	1	one_to_one:1
ENSMUSG00000105076	NA	NA	ENSG00000226869	many_to_one	1	many_to_one:1
ENSMUSG00000105085	NA	NA	ENSG00000251586	one_to_one	1	one_to_one:1
ENSMUSG00000105139	NA	NA	ENSG00000260879	one_to_one	1	one_to_one:1
ENSMUSG00000105222	NA	NA	ENSG00000239381	many_to_one	1	many_to_one:1
ENSMUSG00000105229	ENSCAFG00845023309	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000105245	NA	NA	ENSG00000255148;ENSG00000254913	one_to_many	1	one_to_many:1
ENSMUSG00000105265	NA	NA	ENSG00000242808	one_to_one	1	one_to_one:1
ENSMUSG00000105271	NA	NA	ENSG00000256343	one_to_one	1	one_to_one:1
ENSMUSG00000105283	NA	NA	ENSG00000287632	one_to_one	1	one_to_one:1
ENSMUSG00000105286	NA	NA	ENSG00000243187	one_to_one	1	one_to_one:1
ENSMUSG00000105335	NA	NA	ENSG00000231476	one_to_one	1	one_to_one:1
ENSMUSG00000105339	ENSCAFG00845013466	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000105350	NA	NA	ENSG00000291199	one_to_one	1	one_to_one:1
ENSMUSG00000105385	NA	NA	ENSG00000234190;ENSG00000274415	one_to_many	1	one_to_many:1
ENSMUSG00000105439	NA	NA	ENSG00000179428	one_to_one	1	one_to_one:1
ENSMUSG00000105447	NA	NA	ENSG00000260526	one_to_one	1	one_to_one:1
ENSMUSG00000105503	NA	NA	ENSG00000249234;ENSG00000263327	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000105534	ENSCAFG00845013253	many_to_one	ENSG00000286742;ENSG00000237819	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000105535	NA	NA	ENSG00000285336	one_to_one	1	one_to_one:1
ENSMUSG00000105541	ENSCAFG00845025179	one_to_one	ENSG00000236617;ENSG00000250790	one_to_many	2	one_to_many:1;one_to_one:1
