PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	orthology_type.Homo_sapiens-Canis_lupus_familiaris
ENSG00000180098	lncgConv	ENSCAFG00845009934	lncgConv	ENSG00000197989	n.n.1	0	ENSCAFG00845009830	1.1.1	27	one_to_one
ENSG00000205279	lncgConv	ENSCAFG00845011255	lncgConv	ENSG00000248799	1.1.1	0	ENSCAFG00845011293	1.1.1	2151	one_to_one
ENSG00000128052	lncgConv	ENSCAFG00845012083	lncgConv	ENSG00000250646	1.1.1	0	ENSCAFG00845012013	1.1.1	38	one_to_one
ENSG00000175356	lncgConv	ENSCAFG00845013026	lncgConv	ENSG00000253973	n.1.n	0	ENSCAFG00845012799	1.1.1	846	one_to_one
ENSG00000163637	lncgConv	ENSCAFG00845013396	lncgConv	ENSG00000241111	1.1.1	0	ENSCAFG00845013442	1.1.1	583	one_to_one
ENSG00000127334	lncgConv	ENSCAFG00845013634	lncgConv	ENSG00000235872	1.1.1	0	ENSCAFG00845013660	1.1.1	1781	one_to_one
ENSG00000117602	lncgConv	ENSCAFG00845014238	lncgConv	ENSG00000264443	1.1.1	0	ENSCAFG00845014174	1.1.1	2488	one_to_one
ENSG00000150471	lncgConv	ENSCAFG00845014364	lncgConv	ENSG00000248692	n.n.1	0	ENSCAFG00845005520	1.1.1	498	one_to_one
ENSG00000124613	lncgConv	ENSCAFG00845015522	lncgConv	ENSG00000271755	1.1.1	102	ENSCAFG00845015541	1.1.1	891	one_to_one
ENSG00000139946	lncgConv	ENSCAFG00845016504	lncgConv	ENSG00000259483	1.1.1	1966	ENSCAFG00845016551	1.1.1	366	one_to_one
ENSG00000164070	lncgConv	ENSCAFG00845017338	lncgConv	ENSG00000261668	1.1.1	0	ENSCAFG00845027088	1.1.1	2988	one_to_one
ENSG00000186407	lncgConv	ENSCAFG00845017951	lncgConv	ENSG00000261222	n.1.1	2639	ENSCAFG00845017979	1.1.1	2421	one_to_one
ENSG00000185973	lncgConv	ENSCAFG00845018126	lncgConv	ENSG00000224533;ENSG00000225393	n.n.1;1.1.1	0;1965	ENSCAFG00845018105	1.1.1	1045	many_to_one
ENSG00000124786	lncgConv	ENSCAFG00845018313	lncgConv	ENSG00000285216	1.1.1	0	ENSCAFG00845018186	1.1.1	601	one_to_one
ENSG00000032219	lncgConv	ENSCAFG00845018674	lncgConv	ENSG00000258658	1.1.1	0	ENSCAFG00845018911	1.1.1	2263	one_to_one
ENSG00000196700	lncgConv	ENSCAFG00845018997	lncgConv	ENSG00000280213	1.1.1	0	ENSCAFG00845018871	1.1.1	3592	one_to_one
ENSG00000091732	lncgConv	ENSCAFG00845019379	lncgConv	ENSG00000244036	n.1.1	0	ENSCAFG00845019635	1.1.1	2129	one_to_one
ENSG00000213246	lncgConv	ENSCAFG00845020393	lncgConv	ENSG00000265148	n.n.n	0	ENSCAFG00845020376	1.1.1	1598	one_to_one
ENSG00000175894	lncgConv	ENSCAFG00845020761	lncgConv	ENSG00000228709	n.1.1	2374	ENSCAFG00845020737	1.1.1	2068	one_to_one
ENSG00000136478	lncgConv	ENSCAFG00845022666	lncgConv	ENSG00000266402	n.1.1	751	ENSCAFG00845022560	n.1.1	781	one_to_one
ENSG00000155657	lncgConv	ENSCAFG00845023220	lncgConv	ENSG00000237298	n.n.1	0	ENSCAFG00845022594	1.1.1	1674	one_to_one
ENSG00000029153	lncgConv	ENSCAFG00845024620	lncgConv	ENSG00000245311	1.1.1	0	ENSCAFG00845024548	1.1.1	2386	one_to_one
ENSG00000118939	lncgConv	ENSCAFG00845024890	lncgConv	ENSG00000261105	n.1.n	0	ENSCAFG00845025053	1.1.1	1564	one_to_one
ENSG00000005108	lncgConv	ENSCAFG00845025032	lncgConv	ENSG00000230333	n.n.n	0	ENSCAFG00845025005	1.1.1	734	one_to_one
ENSG00000152518	lncgConv	ENSCAFG00845025133	lncgConv	ENSG00000287387	1.1.1	0	ENSCAFG00845025110	1.1.1	179	one_to_one
ENSG00000131061	lncgConv	ENSCAFG00845025407	lncgConv	ENSG00000230753	n.1.1	0	ENSCAFG00845025537	1.1.1	437	one_to_one
ENSG00000170035	lncgConv	ENSCAFG00845026988	lncgConv	ENSG00000238171	1.1.1	0	ENSCAFG00845027032	1.1.1	1119	one_to_one
ENSG00000169836	lncgConv	ENSCAFG00845027311	lncgConv	ENSG00000251577	n.1.1	0	ENSCAFG00845027288	1.1.1	1542	one_to_one
ENSG00000121068	lncgConv	ENSCAFG00845027360	lncgConv	ENSG00000267280	n.n.n	0	ENSCAFG00845027339	1.1.1	1481	one_to_one
ENSG00000182463	lncgConv	ENSCAFG00845027975	lncgConv	ENSG00000259723	1.1.1	0	ENSCAFG00845028011	1.1.1	4454	one_to_one
ENSG00000157538	lncgConv	ENSCAFG00845028583	lncgConv	ENSG00000242553;ENSG00000230366	1.1.1;n.1.1	0;1684	ENSCAFG00845028522	1.1.1	366	many_to_one
ENSG00000185532	lncgConv	ENSCAFG00845028591	lncgConv	ENSG00000236671	n.n.n	0	ENSCAFG00845028471	1.1.1	1475	one_to_one
ENSG00000164099	lncgConv	ENSCAFG00845029625	lncgConv	ENSG00000269893	n.n.1	0	ENSCAFG00845029601	1.1.1	435	one_to_one
ENSG00000168427	lncgConv	ENSCAFG00845029704	lncgConv	ENSG00000279484	n.n.1	0	ENSCAFG00845029719	1.1.1	1405	one_to_one
ENSG00000151532	lncgConv	ENSCAFG00845029867	lncgConv	ENSG00000285676	n.n.1	0	ENSCAFG00845029891	1.1.1	2062	one_to_one
ENSG00000151067	lncgConv	ENSCAFG00845030375	lncgConv	ENSG00000256150	n.1.n	0	ENSCAFG00845030545	1.1.1	1368	one_to_one
ENSG00000060069	lncgDivg	ENSCAFG00845000045	lncgDivg	ENSG00000274828;ENSG00000266901;ENSG00000178412	1.1.1;1.1.1;1.1.1	439;0;58	ENSCAFG00845000055	1.1.1	631	many_to_one
ENSG00000107372	lncgDivg	ENSCAFG00845000056	lncgDivg	ENSG00000288865	1.1.1	188	ENSCAFG00845000049	1.1.1	3779	one_to_one
ENSG00000111912	lncgDivg	ENSCAFG00845000139	lncgDivg	ENSG00000232131	1.1.1	0	ENSCAFG00845000100	1.1.1	148	one_to_one
ENSG00000256463	lncgDivg	ENSCAFG00845000191	lncgDivg	ENSG00000263146	n.1.1	1935	ENSCAFG00845000262	1.1.1	1739	one_to_one
ENSG00000155592	lncgDivg	ENSCAFG00845000424	lncgDivg	ENSG00000274925;ENSG00000259955	1.1.1;1.1.1	107;0	ENSCAFG00845000388	1.1.1	3145	many_to_one
ENSG00000101493	lncgDivg	ENSCAFG00845000590	lncgDivg	ENSG00000265778;ENSG00000263982;ENSG00000275763	n.1.1;1.1.1;1.1.1	0;0;279	ENSCAFG00845000571;ENSCAFG00845000566	1.1.1;1.1.1	575;3911	many_to_many
ENSG00000205832	lncgDivg	ENSCAFG00845000705	lncgDivg	ENSG00000261789	1.1.1	0	ENSCAFG00845000750	1.1.1	21	one_to_one
ENSG00000110330	lncgDivg	ENSCAFG00845001046	lncgDivg	ENSG00000288833	1.1.1	1	ENSCAFG00845001084	1.1.1	2634	one_to_one
ENSG00000117707	lncgDivg	ENSCAFG00845001606	lncgDivg	ENSG00000272167;ENSG00000274895;ENSG00000230461	1.1.1;1.1.1;n.n.1	0;0;0	ENSCAFG00845001588	n.1.1	283	many_to_one
ENSG00000121931	lncgDivg	ENSCAFG00845001755	lncgDivg	ENSG00000273010	1.1.1	0	ENSCAFG00845001745	1.1.1	129	one_to_one
ENSG00000213918	lncgDivg	ENSCAFG00845002013	lncgDivg	ENSG00000263235	1.1.1	0	ENSCAFG00845002048	1.1.1	238	one_to_one
ENSG00000188827	lncgDivg	ENSCAFG00845002090	lncgDivg	ENSG00000261938	1.1.1	0	ENSCAFG00845002068	1.1.1	140	one_to_one
ENSG00000080503	lncgDivg	ENSCAFG00845002161	lncgDivg	ENSG00000236199	1.1.1	0	ENSCAFG00845002071	1.1.1	1811	one_to_one
ENSG00000002587	lncgDivg	ENSCAFG00845002386	lncgDivg	ENSG00000287778	n.n.1	0	ENSCAFG00845002377	1.1.1	3452	one_to_one
ENSG00000080608	lncgDivg	ENSCAFG00845002440	lncgDivg	ENSG00000289552	1.1.1	219	ENSCAFG00845002471	1.1.1	1612	one_to_one
ENSG00000178163	lncgDivg	ENSCAFG00845002667	lncgDivg	ENSG00000287154	1.1.1	0	ENSCAFG00845002656	1.1.1	3901	one_to_one
ENSG00000183032	lncgDivg	ENSCAFG00845002697	lncgDivg	ENSG00000258708;ENSG00000258601;ENSG00000258690	1.1.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845002831	1.1.1	2474	many_to_one
ENSG00000113361	lncgDivg	ENSCAFG00845002783	lncgDivg	ENSG00000254138;ENSG00000289601	1.1.1;n.1.1	0;0	ENSCAFG00845002828	1.1.1	1962	many_to_one
ENSG00000101751	lncgDivg	ENSCAFG00845002887	lncgDivg	ENSG00000277324	1.1.1	0	ENSCAFG00845002908	1.1.1	3266	one_to_one
ENSG00000150093	lncgDivg	ENSCAFG00845002947	lncgDivg	ENSG00000229656	n.n.1	0	ENSCAFG00845002869	1.1.1	449	one_to_one
ENSG00000178188	lncgDivg	ENSCAFG00845003120	lncgDivg	ENSG00000261766	1.1.1	0	ENSCAFG00845003046	1.1.1	241	one_to_one
ENSG00000215277	lncgDivg	ENSCAFG00845003276	lncgDivg	ENSG00000289968	1.1.1	0	ENSCAFG00845003269	1.1.1	3115	one_to_one
ENSG00000176788	lncgDivg	ENSCAFG00845003311	lncgDivg	ENSG00000215196;ENSG00000271892	n.n.1;1.1.1	0;0	ENSCAFG00845003316	1.1.1	1192	many_to_one
ENSG00000113594	lncgDivg	ENSCAFG00845003525	lncgDivg	ENSG00000244968	n.n.1	0	ENSCAFG00845003505	1.1.1	4496	one_to_one
ENSG00000145934	lncgDivg	ENSCAFG00845003624	lncgDivg	ENSG00000254365;ENSG00000253947;ENSG00000253713;ENSG00000253527;ENSG00000253925;ENSG00000254187;ENSG00000253660;ENSG00000253469;ENSG00000254297	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0;0;0;0;0	ENSCAFG00845004019	1.1.1	2032	many_to_one
ENSG00000183580	lncgDivg	ENSCAFG00845003787	lncgDivg	ENSG00000250250	n.1.1	0	ENSCAFG00845003795	1.1.1	402	one_to_one
ENSG00000165355	lncgDivg	ENSCAFG00845003843	lncgDivg	ENSG00000258526	n.1.1	133	ENSCAFG00845003855	1.1.1	416	one_to_one
ENSG00000185920	lncgDivg	ENSCAFG00845003905	lncgDivg	ENSG00000271314;ENSG00000271155;ENSG00000271659	1.1.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845003833	1.1.1	3509	many_to_one
ENSG00000205476	lncgDivg	ENSCAFG00845003940	lncgDivg	ENSG00000258749;ENSG00000247970	1.1.1;1.1.1	0;310	ENSCAFG00845003969	n.n.n	1052	many_to_one
ENSG00000106236	lncgDivg	ENSCAFG00845004136	lncgDivg	ENSG00000288889	1.1.1	135	ENSCAFG00845004150	n.1.1	1254	one_to_one
ENSG00000140521	lncgDivg	ENSCAFG00845004161	lncgDivg	ENSG00000261441	n.1.1	192	ENSCAFG00845004187	1.1.1	1331	one_to_one
ENSG00000112893	lncgDivg	ENSCAFG00845004163	lncgDivg	ENSG00000271849	1.1.1	1598	ENSCAFG00845000171	n.n.n	903	one_to_one
ENSG00000101489	lncgDivg	ENSCAFG00845004209	lncgDivg	ENSG00000267707;ENSG00000267202;ENSG00000285940	1.1.1;n.1.1;n.n.1	0;0;0	ENSCAFG00845004142	n.1.1	1550	many_to_one
ENSG00000182901	lncgDivg	ENSCAFG00845004226	lncgDivg	ENSG00000286496	n.n.1	0	ENSCAFG00845004340	1.1.1	435	one_to_one
ENSG00000102924	lncgDivg	ENSCAFG00845004446	lncgDivg	ENSG00000279249	n.n.n	1829	ENSCAFG00845004434	1.1.1	236	one_to_one
ENSG00000101558	lncgDivg	ENSCAFG00845004692	lncgDivg	ENSG00000272799	1.1.1	1167	ENSCAFG00845004685	1.1.1	1210	one_to_one
ENSG00000172379	lncgDivg	ENSCAFG00845004996	lncgDivg	ENSG00000287813;ENSG00000259175;ENSG00000258010;ENSG00000270919;ENSG00000259495	1.1.1;1.1.1;n.n.1;1.1.1;n.1.1	0;0;0;0;136	ENSCAFG00845004944	n.1.1	1526	many_to_one
ENSG00000135541	lncgDivg	ENSCAFG00845005265	lncgDivg	ENSG00000231028;ENSG00000287094;ENSG00000234084	n.n.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845005394	n.1.1	235	many_to_one
ENSG00000108984	lncgDivg	ENSCAFG00845005385	lncgDivg	ENSG00000267653	1.1.1	0	ENSCAFG00845005375	1.1.1	1717	one_to_one
ENSG00000092421	lncgDivg	ENSCAFG00845005513	lncgDivg	ENSG00000249167;ENSG00000248445	n.n.1;n.n.1	0;0	ENSCAFG00845005650	n.1.1	2264	many_to_one
ENSG00000165119	lncgDivg	ENSCAFG00845005598	lncgDivg	ENSG00000235298	1.1.1	0	ENSCAFG00845005548	1.1.1	131	one_to_one
ENSG00000074590	lncgDivg	ENSCAFG00845005700	lncgDivg	ENSG00000257438	1.1.1	0	ENSCAFG00845005687	1.1.1	786	one_to_one
ENSG00000183508	lncgDivg	ENSCAFG00845005783	lncgDivg	ENSG00000236866	n.1.1	278	ENSCAFG00845029579	n.1.1	258	one_to_one
ENSG00000177108	lncgDivg	ENSCAFG00845006239	lncgDivg	ENSG00000269883	1.1.1	0	ENSCAFG00845006280	n.1.1	126	one_to_one
ENSG00000091039	lncgDivg	ENSCAFG00845006249	lncgDivg	ENSG00000257526	n.1.1	2485	ENSCAFG00845006552	1.1.1	288	one_to_one
ENSG00000062650	lncgDivg	ENSCAFG00845006393	lncgDivg	ENSG00000227896	1.1.1	153	ENSCAFG00845006535	1.1.1	2546	one_to_one
ENSG00000048052	lncgDivg	ENSCAFG00845006703	lncgDivg	ENSG00000225000;ENSG00000226522	1.1.1;1.1.1	0;0	ENSCAFG00845006565	1.1.1	1241	many_to_one
ENSG00000196781	lncgDivg	ENSCAFG00845007046	lncgDivg	ENSG00000233926	n.1.1	166	ENSCAFG00845006899;ENSCAFG00845006972	n.n.n;1.1.1	1456;78	one_to_many
ENSG00000197050	lncgDivg	ENSCAFG00845007061	lncgDivg	ENSG00000267345	n.n.1	0	ENSCAFG00845007096	1.1.1	2531	one_to_one
ENSG00000067715	lncgDivg	ENSCAFG00845007651	lncgDivg	ENSG00000257191	1.1.1	0	ENSCAFG00845007600	1.1.1	1238	one_to_one
ENSG00000168288	lncgDivg	ENSCAFG00845007815	lncgDivg	ENSG00000231969	n.n.1	0	ENSCAFG00845007905	1.1.1	138	one_to_one
ENSG00000014123	lncgDivg	ENSCAFG00845008549	lncgDivg	ENSG00000233797	n.n.1	0	ENSCAFG00845008529	1.1.1	112	one_to_one
ENSG00000149571	lncgDivg	ENSCAFG00845009016	lncgDivg	ENSG00000255317;ENSG00000257271;ENSG00000254607;ENSG00000254960;ENSG00000218109	1.1.1;1.1.1;n.1.1;n.1.1;1.1.1	0;0;0;0;0	ENSCAFG00845008952	n.1.1	2698	many_to_one
ENSG00000176165	lncgDivg	ENSCAFG00845009198	lncgDivg	ENSG00000257126	n.n.1	0	ENSCAFG00845009182	1.1.1	1865	one_to_one
ENSG00000133112	lncgDivg	ENSCAFG00845009258	lncgDivg	ENSG00000273149	1.1.1	0	ENSCAFG00845009220	1.1.1	2500	one_to_one
ENSG00000115306	lncgDivg	ENSCAFG00845009556	lncgDivg	ENSG00000234943;ENSG00000228108	1.1.1;1.1.1	0;0	ENSCAFG00845009426	1.1.1	981	many_to_one
ENSG00000105875	lncgDivg	ENSCAFG00845009632	lncgDivg	ENSG00000231794	n.n.1	0	ENSCAFG00845009605	1.1.1	1903	one_to_one
ENSG00000124772	lncgDivg	ENSCAFG00845009729	lncgDivg	ENSG00000285888	1.1.1	0	ENSCAFG00845009935	1.1.1	104	one_to_one
ENSG00000102804	lncgDivg	ENSCAFG00845009733	lncgDivg	ENSG00000278156	n.n.1	0	ENSCAFG00845009674	1.1.1	16	one_to_one
ENSG00000135972	lncgDivg	ENSCAFG00845009846	lncgDivg	ENSG00000224509	n.n.1	0	ENSCAFG00845009917	n.1.1	538	one_to_one
ENSG00000060558	lncgDivg	ENSCAFG00845010390	lncgDivg	ENSG00000267551	1.1.1	0	ENSCAFG00845010438	1.1.1	699	one_to_one
ENSG00000146242	lncgDivg	ENSCAFG00845010452	lncgDivg	ENSG00000286875	1.1.1	0	ENSCAFG00845010409	1.1.1	589	one_to_one
ENSG00000112715	lncgDivg	ENSCAFG00845010533	lncgDivg	ENSG00000272114	1.1.1	0	ENSCAFG00845010449	n.1.1	1474	one_to_one
ENSG00000112851	lncgDivg	ENSCAFG00845010758	lncgDivg	ENSG00000269961	1.1.1	0	ENSCAFG00845010536	1.1.1	2824	one_to_one
ENSG00000160551	lncgDivg	ENSCAFG00845011111	lncgDivg	ENSG00000264808	n.n.1	0	ENSCAFG00845011060	1.1.1	84	one_to_one
ENSG00000093000	lncgDivg	ENSCAFG00845011398	lncgDivg	ENSG00000226328	n.1.1	11302	ENSCAFG00845011464	1.1.1	316	one_to_one
ENSG00000137494	lncgDivg	ENSCAFG00845011790	lncgDivg	ENSG00000254551	1.1.1	0	ENSCAFG00845011946	1.1.1	527	one_to_one
ENSG00000087903	lncgDivg	ENSCAFG00845011818	lncgDivg	ENSG00000267262;ENSG00000267299	n.1.1;1.1.1	0;0	ENSCAFG00845011782	1.1.1	1	many_to_one
ENSG00000132466	lncgDivg	ENSCAFG00845012434	lncgDivg	ENSG00000250220	1.1.1	411	ENSCAFG00845005652	1.1.1	1435	one_to_one
ENSG00000122203	lncgDivg	ENSCAFG00845012621	lncgDivg	ENSG00000250909;ENSG00000251414	1.1.1;1.1.1	0;0	ENSCAFG00845012545	1.1.1	77	many_to_one
ENSG00000141314	lncgDivg	ENSCAFG00845012661	lncgDivg	ENSG00000287506;ENSG00000263674	1.1.1;1.1.1	428;0	ENSCAFG00845012774	n.1.1	772	many_to_one
ENSG00000160953	lncgDivg	ENSCAFG00845012692	lncgDivg	ENSG00000267755	n.1.1	0	ENSCAFG00845012813	1.1.1	1662	one_to_one
ENSG00000157212	lncgDivg	ENSCAFG00845012859	lncgDivg	ENSG00000273344;ENSG00000273183;ENSG00000272760	1.1.1;1.1.1;1.1.1	297;0;0	ENSCAFG00845012942;ENSCAFG00845012921	1.1.1;n.1.1	2470;1142	many_to_many
ENSG00000185513	lncgDivg	ENSCAFG00845012881	lncgDivg	ENSG00000226143	1.1.1	0	ENSCAFG00845012801	1.1.1	304	one_to_one
ENSG00000053328	lncgDivg	ENSCAFG00845013039	lncgDivg	ENSG00000287268	1.1.1	0	ENSCAFG00845013054	1.1.1	1829	one_to_one
ENSG00000173068	lncgDivg	ENSCAFG00845013048	lncgDivg	ENSG00000230694;ENSG00000231756;ENSG00000234779	1.1.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845013280	1.1.1	1169	many_to_one
ENSG00000170485	lncgDivg	ENSCAFG00845013162	lncgDivg	ENSG00000230140	n.n.1	0	ENSCAFG00845015981	1.1.1	3379	one_to_one
ENSG00000105810	lncgDivg	ENSCAFG00845013226	lncgDivg	ENSG00000286742;ENSG00000237819	n.1.1;n.n.1	0;0	ENSCAFG00845013253	1.1.1	1218	many_to_one
ENSG00000173406	lncgDivg	ENSCAFG00845013616	lncgDivg	ENSG00000235038;ENSG00000226759;ENSG00000227935	1.1.1;n.1.1;1.1.1	0;0;0	ENSCAFG00845013543	1.1.1	4532	many_to_one
ENSG00000130675	lncgDivg	ENSCAFG00845013721	lncgDivg	ENSG00000235029;ENSG00000243479	1.1.1;1.1.1	0;142	ENSCAFG00845013752	n.n.n	2137	many_to_one
ENSG00000174780	lncgDivg	ENSCAFG00845013778	lncgDivg	ENSG00000289393	1.1.1	39	ENSCAFG00845013757	1.1.1	39	one_to_one
ENSG00000137145	lncgDivg	ENSCAFG00845014314	lncgDivg	ENSG00000272842;ENSG00000232978	1.1.1;1.1.1	0;0	ENSCAFG00845014275	1.1.1	293	many_to_one
ENSG00000188822	lncgDivg	ENSCAFG00845014681	lncgDivg	ENSG00000232557	1.1.1	0	ENSCAFG00845014652	n.1.1	320	one_to_one
ENSG00000124155	lncgDivg	ENSCAFG00845014772	lncgDivg	ENSG00000277022	1.1.1	0	ENSCAFG00845014620	1.1.1	528	one_to_one
ENSG00000070423	lncgDivg	ENSCAFG00845014800	lncgDivg	ENSG00000267666	1.1.1	249	ENSCAFG00845014778	1.1.1	187	one_to_one
ENSG00000158106	lncgDivg	ENSCAFG00845015006	lncgDivg	ENSG00000254389	1.1.1	328	ENSCAFG00845014930	1.1.1	2699	one_to_one
ENSG00000138758	lncgDivg	ENSCAFG00845015064	lncgDivg	ENSG00000289586	n.1.1	112	ENSCAFG00845014895	1.1.1	157	one_to_one
ENSG00000181722	lncgDivg	ENSCAFG00845015177	lncgDivg	ENSG00000242767;ENSG00000241560;ENSG00000288896;ENSG00000242880;ENSG00000242290;ENSG00000239946;ENSG00000241295	1.1.1;n.n.1;1.1.1;n.1.1;n.n.1;1.1.1;1.1.1	0;0;483;313;0;0;0	ENSCAFG00845015227	n.1.1	30068	many_to_one
ENSG00000117394	lncgDivg	ENSCAFG00845015278	lncgDivg	ENSG00000227533	n.1.1	156	ENSCAFG00845015237	1.1.1	266	one_to_one
ENSG00000125945	lncgDivg	ENSCAFG00845015390	lncgDivg	ENSG00000249087	n.n.1	0	ENSCAFG00845015374	1.1.1	168	one_to_one
ENSG00000140044	lncgDivg	ENSCAFG00845015414	lncgDivg	ENSG00000259319	n.n.1	0	ENSCAFG00845015385	1.1.1	3786	one_to_one
ENSG00000197530	lncgDivg	ENSCAFG00845015419	lncgDivg	ENSG00000272106	1.1.1	0	ENSCAFG00845015381	1.1.1	153	one_to_one
ENSG00000175745	lncgDivg	ENSCAFG00845015564	lncgDivg	ENSG00000237187	n.n.1	0	ENSCAFG00845015649	n.1.1	3719	one_to_one
ENSG00000142192	lncgDivg	ENSCAFG00845015660	lncgDivg	ENSG00000224541;ENSG00000233783;ENSG00000273492	1.1.1;n.1.1;n.1.1	0;0;0	ENSCAFG00845017653	n.1.1	3	many_to_one
ENSG00000185737	lncgDivg	ENSCAFG00845015872	lncgDivg	ENSG00000229458;ENSG00000287358;ENSG00000225738;ENSG00000285739	1.1.1;1.1.1;n.n.1;1.1.1	0;61;0;0	ENSCAFG00845015727	1.1.1	1046	many_to_one
ENSG00000125846	lncgDivg	ENSCAFG00845016121	lncgDivg	ENSG00000237259	1.1.1	0	ENSCAFG00845016201	1.1.1	256	one_to_one
ENSG00000119004	lncgDivg	ENSCAFG00845016438	lncgDivg	ENSG00000289294	1.1.1	0	ENSCAFG00845016355	1.1.1	1834	one_to_one
ENSG00000198646	lncgDivg	ENSCAFG00845016505	lncgDivg	ENSG00000286803	1.1.1	0	ENSCAFG00845016783	1.1.1	2457	one_to_one
ENSG00000163644	lncgDivg	ENSCAFG00845016529	lncgDivg	ENSG00000246375	n.n.1	0	ENSCAFG00845016710	n.1.1	215	one_to_one
ENSG00000160190	lncgDivg	ENSCAFG00845016674	lncgDivg	ENSG00000235772	1.1.1	0	ENSCAFG00845016611	1.1.1	52	one_to_one
ENSG00000171858	lncgDivg	ENSCAFG00845016932	lncgDivg	ENSG00000273619	1.1.1	103	ENSCAFG00845016906	1.1.1	1934	one_to_one
ENSG00000165588	lncgDivg	ENSCAFG00845017045	lncgDivg	ENSG00000248550	n.1.1	0	ENSCAFG00845017086	1.1.1	1132	one_to_one
ENSG00000151353	lncgDivg	ENSCAFG00845017140	lncgDivg	ENSG00000233296	n.n.1	0	ENSCAFG00845017200	1.1.1	3886	one_to_one
ENSG00000124766	lncgDivg	ENSCAFG00845017149	lncgDivg	ENSG00000283480	1.1.1	0	ENSCAFG00845017130	1.1.1	2339	one_to_one
ENSG00000002746	lncgDivg	ENSCAFG00845017152	lncgDivg	ENSG00000232006;ENSG00000228680;ENSG00000231638	n.n.n;n.1.1;1.1.1	0;0;0	ENSCAFG00845017845	1.1.1	960	many_to_one
ENSG00000164107	lncgDivg	ENSCAFG00845017182	lncgDivg	ENSG00000237125	n.n.1	0	ENSCAFG00845017236	n.1.1	1188	one_to_one
ENSG00000161544	lncgDivg	ENSCAFG00845017204	lncgDivg	ENSG00000267543	1.1.1	0	ENSCAFG00845017150	1.1.1	125	one_to_one
ENSG00000130700	lncgDivg	ENSCAFG00845017212	lncgDivg	ENSG00000272050	1.1.1	1875	ENSCAFG00845017267	1.1.1	2445	one_to_one
ENSG00000138495	lncgDivg	ENSCAFG00845017310	lncgDivg	ENSG00000286584	n.n.1	0	ENSCAFG00845017339	1.1.1	155	one_to_one
ENSG00000264364	lncgDivg	ENSCAFG00845017414	lncgDivg	ENSG00000266290	1.1.1	215	ENSCAFG00845017328	n.1.1	1630	one_to_one
ENSG00000255690	lncgDivg	ENSCAFG00845017572	lncgDivg	ENSG00000228421	1.1.1	0	ENSCAFG00845017601	n.n.n	2911	one_to_one
ENSG00000010810	lncgDivg	ENSCAFG00845017640	lncgDivg	ENSG00000289256	n.1.1	136	ENSCAFG00845018124	1.1.1	1495	one_to_one
ENSG00000152784	lncgDivg	ENSCAFG00845017674	lncgDivg	ENSG00000248719	n.n.1	0	ENSCAFG00845017649	1.1.1	3925	one_to_one
ENSG00000133816	lncgDivg	ENSCAFG00845017757	lncgDivg	ENSG00000254680	1.1.1	0	ENSCAFG00845017480	1.1.1	3431	one_to_one
ENSG00000137266	lncgDivg	ENSCAFG00845017898	lncgDivg	ENSG00000272320	1.1.1	0	ENSCAFG00845018048	1.1.1	875	one_to_one
ENSG00000164180	lncgDivg	ENSCAFG00845018131	lncgDivg	ENSG00000247828	n.n.1	0	ENSCAFG00845018054	1.1.1	1552	one_to_one
ENSG00000137872	lncgDivg	ENSCAFG00845018164	lncgDivg	ENSG00000259360;ENSG00000259221;ENSG00000259588	1.1.1;n.1.1;1.1.1	0;0;0	ENSCAFG00845018049	1.1.1	2251	many_to_one
ENSG00000163430	lncgDivg	ENSCAFG00845018268	lncgDivg	ENSG00000286735	1.1.1	0	ENSCAFG00845018648	1.1.1	4603	one_to_one
ENSG00000112739	lncgDivg	ENSCAFG00845018389	lncgDivg	ENSG00000288904;ENSG00000230648	1.1.1;1.1.1	2495;52	ENSCAFG00845018340	1.1.1	3326	many_to_one
ENSG00000151743	lncgDivg	ENSCAFG00845018483	lncgDivg	ENSG00000276900	1.1.1	0	ENSCAFG00845018451	1.1.1	50	one_to_one
ENSG00000179528	lncgDivg	ENSCAFG00845018879	lncgDivg	ENSG00000272183	1.1.1	0	ENSCAFG00845018844	1.1.1	1307	one_to_one
ENSG00000112769	lncgDivg	ENSCAFG00845018962	lncgDivg	ENSG00000237234	n.n.1	0	ENSCAFG00845020629	1.1.1	2943	one_to_one
ENSG00000139734	lncgDivg	ENSCAFG00845019341	lncgDivg	ENSG00000227528;ENSG00000223815	n.n.1;1.1.1	0;0	ENSCAFG00845019981	1.1.1	21	many_to_one
ENSG00000183775	lncgDivg	ENSCAFG00845019378	lncgDivg	ENSG00000285605	1.1.1	0	ENSCAFG00845019366;ENSCAFG00845019325	1.1.1;n.1.1	922;1983	one_to_many
