lncRNAid_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSG00000248307	0	NA	NA	0	NA	NA	NA	1
ENSG00000248311	0	NA	NA	0	NA	NA	NA	1
ENSG00000248323	0	NA	NA	0	NA	NA	NA	1
ENSG00000248339	0	NA	NA	0	NA	NA	NA	1
ENSG00000248346	0	NA	NA	0	NA	NA	NA	1
ENSG00000248356	0	NA	NA	0	NA	NA	NA	1
ENSG00000248360	0	NA	NA	0	NA	NA	NA	1
ENSG00000248362	0	NA	NA	0	NA	NA	NA	1
ENSG00000248367	0	NA	NA	0	NA	NA	NA	1
ENSG00000248371	0	NA	NA	0	NA	NA	NA	1
ENSG00000248378	0	NA	NA	0	NA	NA	NA	1
ENSG00000248393	0	NA	NA	0	NA	NA	NA	1
ENSG00000248397	0	NA	NA	0	NA	NA	NA	1
ENSG00000248399	0	NA	NA	0	NA	NA	NA	1
ENSG00000248416	0	NA	NA	0	NA	NA	NA	1
ENSG00000248417	0	NA	NA	0	NA	NA	NA	1
ENSG00000248425	0	NA	NA	0	NA	NA	NA	1
ENSG00000248429	0	NA	NA	0	NA	NA	NA	1
ENSG00000248431	0	NA	NA	0	NA	NA	NA	1
ENSG00000248458	0	NA	NA	0	NA	NA	NA	1
ENSG00000248464	0	NA	NA	0	NA	NA	NA	1
ENSG00000248468	0	NA	NA	0	NA	NA	NA	1
ENSG00000248474	0	NA	NA	0	NA	NA	NA	1
ENSG00000248475	0	NA	NA	0	NA	NA	NA	1
ENSG00000248476	0	NA	NA	0	NA	NA	NA	1
ENSG00000248484	0	NA	NA	0	NA	NA	NA	1
ENSG00000248489	0	NA	NA	0	NA	NA	NA	1
ENSG00000248494	0	NA	NA	0	NA	NA	NA	1
ENSG00000248508	0	NA	NA	0	NA	NA	NA	1
ENSG00000248510	0	NA	NA	0	NA	NA	NA	1
ENSG00000248515	0	NA	NA	0	NA	NA	NA	1
ENSG00000248516	0	NA	NA	0	NA	NA	NA	1
ENSG00000248518	0	NA	NA	0	NA	NA	NA	1
ENSG00000248529	0	NA	NA	0	NA	NA	NA	1
ENSG00000248538	0	NA	NA	0	NA	NA	NA	1
ENSG00000248544	0	NA	NA	0	NA	NA	NA	1
ENSG00000248545	0	NA	NA	0	NA	NA	NA	1
ENSG00000248559	0	NA	NA	0	NA	NA	NA	1
ENSG00000248624	0	NA	NA	0	NA	NA	NA	1
ENSG00000248634	0	NA	NA	0	NA	NA	NA	1
ENSG00000248636	0	NA	NA	0	NA	NA	NA	1
ENSG00000248647	0	NA	NA	0	NA	NA	NA	1
ENSG00000248656	0	NA	NA	0	NA	NA	NA	1
ENSG00000248663	0	NA	NA	0	NA	NA	NA	1
ENSG00000248664	0	NA	NA	0	NA	NA	NA	1
ENSG00000248668	0	NA	NA	0	NA	NA	NA	1
ENSG00000248673	0	NA	NA	0	NA	NA	NA	1
ENSG00000248676	0	NA	NA	0	NA	NA	NA	1
ENSG00000248682	0	NA	NA	0	NA	NA	NA	1
ENSG00000248685	0	NA	NA	0	NA	NA	NA	1
ENSG00000248693	0	NA	NA	0	NA	NA	NA	1
ENSG00000248708	0	NA	NA	0	NA	NA	NA	1
ENSG00000248709	0	NA	NA	0	NA	NA	NA	1
ENSG00000248714	0	NA	NA	0	NA	NA	NA	1
ENSG00000248724	0	NA	NA	0	NA	NA	NA	1
ENSG00000248733	0	NA	NA	0	NA	NA	NA	1
ENSG00000248749	0	NA	NA	0	NA	NA	NA	1
ENSG00000248757	0	NA	NA	0	NA	NA	NA	1
ENSG00000248758	0	NA	NA	0	NA	NA	NA	1
ENSG00000248764	0	NA	NA	0	NA	NA	NA	1
ENSG00000248773	0	NA	NA	0	NA	NA	NA	1
ENSG00000248774	0	NA	NA	0	NA	NA	NA	1
ENSG00000248779	0	NA	NA	0	NA	NA	NA	1
ENSG00000248789	0	NA	NA	0	NA	NA	NA	1
ENSG00000248790	0	NA	NA	0	NA	NA	NA	1
ENSG00000248801	0	NA	NA	0	NA	NA	NA	1
ENSG00000248802	0	NA	NA	0	NA	NA	NA	1
ENSG00000248809	0	NA	NA	0	NA	NA	NA	1
ENSG00000248813	0	NA	NA	0	NA	NA	NA	1
ENSG00000248839	0	NA	NA	0	NA	NA	NA	1
ENSG00000248844	0	NA	NA	0	NA	NA	NA	1
ENSG00000248859	0	NA	NA	0	NA	NA	NA	1
ENSG00000248866	0	NA	NA	0	NA	NA	NA	1
ENSG00000248870	0	NA	NA	0	NA	NA	NA	1
ENSG00000248872	0	NA	NA	0	NA	NA	NA	1
ENSG00000248874	0	NA	NA	0	NA	NA	NA	1
ENSG00000248881	0	NA	NA	0	NA	NA	NA	1
ENSG00000248890	0	NA	NA	0	NA	NA	NA	1
ENSG00000248896	0	NA	NA	0	NA	NA	NA	1
ENSG00000248898	0	NA	NA	0	NA	NA	NA	1
ENSG00000248901	0	NA	NA	0	NA	NA	NA	1
ENSG00000248912	0	NA	NA	0	NA	NA	NA	1
ENSG00000248932	0	NA	NA	0	NA	NA	NA	1
ENSG00000248936	0	NA	NA	0	NA	NA	NA	1
ENSG00000248942	0	NA	NA	0	NA	NA	NA	1
ENSG00000248954	0	NA	NA	0	NA	NA	NA	1
ENSG00000248962	0	NA	NA	0	NA	NA	NA	1
ENSG00000248965	0	NA	NA	0	NA	NA	NA	1
ENSG00000248969	0	NA	NA	0	NA	NA	NA	1
ENSG00000248973	0	NA	NA	0	NA	NA	NA	1
ENSG00000248975	0	NA	NA	0	NA	NA	NA	1
ENSG00000248996	0	NA	NA	0	NA	NA	NA	1
ENSG00000249007	0	NA	NA	0	NA	NA	NA	1
ENSG00000249036	0	NA	NA	0	NA	NA	NA	1
ENSG00000249041	0	NA	NA	0	NA	NA	NA	1
ENSG00000249042	0	NA	NA	0	NA	NA	NA	1
ENSG00000249085	0	NA	NA	0	NA	NA	NA	1
ENSG00000249086	0	NA	NA	0	NA	NA	NA	1
ENSG00000249091	0	NA	NA	0	NA	NA	NA	1
ENSG00000249094	0	NA	NA	0	NA	NA	NA	1
ENSG00000249100	0	NA	NA	0	NA	NA	NA	1
ENSG00000249114	0	NA	NA	0	NA	NA	NA	1
ENSG00000249122	0	NA	NA	0	NA	NA	NA	1
ENSG00000249128	0	NA	NA	0	NA	NA	NA	1
ENSG00000249150	0	NA	NA	0	NA	NA	NA	1
ENSG00000249163	0	NA	NA	0	NA	NA	NA	1
ENSG00000249171	0	NA	NA	0	NA	NA	NA	1
ENSG00000249174	0	NA	NA	0	NA	NA	NA	1
ENSG00000249175	0	NA	NA	0	NA	NA	NA	1
ENSG00000249196	0	NA	NA	0	NA	NA	NA	1
ENSG00000249201	0	NA	NA	0	NA	NA	NA	1
ENSG00000249203	0	NA	NA	0	NA	NA	NA	1
ENSG00000249216	0	NA	NA	0	NA	NA	NA	1
ENSG00000249225	0	NA	NA	0	NA	NA	NA	1
ENSG00000249231	0	NA	NA	0	NA	NA	NA	1
ENSG00000249236	0	NA	NA	0	NA	NA	NA	1
ENSG00000249249	0	NA	NA	0	NA	NA	NA	1
ENSG00000249258	0	NA	NA	0	NA	NA	NA	1
ENSG00000249275	0	NA	NA	0	NA	NA	NA	1
ENSG00000249293	0	NA	NA	0	NA	NA	NA	1
ENSG00000249295	0	NA	NA	0	NA	NA	NA	1
ENSG00000249297	0	NA	NA	0	NA	NA	NA	1
ENSG00000249306	0	NA	NA	0	NA	NA	NA	1
ENSG00000249309	0	NA	NA	0	NA	NA	NA	1
ENSG00000249332	0	NA	NA	0	NA	NA	NA	1
ENSG00000249341	0	NA	NA	0	NA	NA	NA	1
ENSG00000249343	0	NA	NA	0	NA	NA	NA	1
ENSG00000249346	0	NA	NA	0	NA	NA	NA	1
ENSG00000249348	0	NA	NA	0	NA	NA	NA	1
ENSG00000249362	0	NA	NA	0	NA	NA	NA	1
ENSG00000249379	0	NA	NA	0	NA	NA	NA	1
ENSG00000249381	0	NA	NA	0	NA	NA	NA	1
ENSG00000249407	0	NA	NA	0	NA	NA	NA	1
ENSG00000249412	0	NA	NA	0	NA	NA	NA	1
ENSG00000249419	0	NA	NA	0	NA	NA	NA	1
ENSG00000249425	0	NA	NA	0	NA	NA	NA	1
ENSG00000249426	0	NA	NA	0	NA	NA	NA	1
ENSG00000249429	0	NA	NA	0	NA	NA	NA	1
ENSG00000249441	0	NA	NA	0	NA	NA	NA	1
ENSG00000249456	0	NA	NA	0	NA	NA	NA	1
ENSG00000249464	0	NA	NA	0	NA	NA	NA	1
ENSG00000249476	0	NA	NA	0	NA	NA	NA	1
ENSG00000249479	0	NA	NA	0	NA	NA	NA	1
ENSG00000249483	0	NA	NA	0	NA	NA	NA	1
ENSG00000249497	0	NA	NA	0	NA	NA	NA	1
ENSG00000249500	0	NA	NA	0	NA	NA	NA	1
ENSG00000249502	0	NA	NA	0	NA	NA	NA	1
ENSG00000249509	0	NA	NA	0	NA	NA	NA	1
ENSG00000249515	0	NA	NA	0	NA	NA	NA	1
ENSG00000249519	0	NA	NA	0	NA	NA	NA	1
ENSG00000249521	0	NA	NA	0	NA	NA	NA	1
ENSG00000249532	0	NA	NA	0	NA	NA	NA	1
ENSG00000249534	0	NA	NA	0	NA	NA	NA	1
ENSG00000249545	0	NA	NA	0	NA	NA	NA	1
ENSG00000249550	0	NA	NA	0	NA	NA	NA	1
ENSG00000249551	0	NA	NA	0	NA	NA	NA	1
ENSG00000249553	0	NA	NA	0	NA	NA	NA	1
ENSG00000249568	0	NA	NA	0	NA	NA	NA	1
ENSG00000249592	0	NA	NA	0	NA	NA	NA	1
ENSG00000249593	0	NA	NA	0	NA	NA	NA	1
ENSG00000249601	0	NA	NA	0	NA	NA	NA	1
ENSG00000249602	0	NA	NA	0	NA	NA	NA	1
ENSG00000249605	0	NA	NA	0	NA	NA	NA	1
ENSG00000249609	0	NA	NA	0	NA	NA	NA	1
ENSG00000249613	0	NA	NA	0	NA	NA	NA	1
ENSG00000249614	0	NA	NA	0	NA	NA	NA	1
ENSG00000249628	0	NA	NA	0	NA	NA	NA	1
ENSG00000249635	0	NA	NA	0	NA	NA	NA	1
ENSG00000249637	0	NA	NA	0	NA	NA	NA	1
ENSG00000249639	0	NA	NA	0	NA	NA	NA	1
ENSG00000249641	0	NA	NA	0	NA	NA	NA	1
ENSG00000249642	0	NA	NA	0	NA	NA	NA	1
ENSG00000249650	0	NA	NA	0	NA	NA	NA	1
ENSG00000249655	0	NA	NA	0	NA	NA	NA	1
ENSG00000249664	0	NA	NA	0	NA	NA	NA	1
ENSG00000249667	0	NA	NA	0	NA	NA	NA	1
ENSG00000249673	0	NA	NA	0	NA	NA	NA	1
ENSG00000249675	0	NA	NA	0	NA	NA	NA	1
ENSG00000249679	0	NA	NA	0	NA	NA	NA	1
ENSG00000249688	0	NA	NA	0	NA	NA	NA	1
ENSG00000249690	0	NA	NA	0	NA	NA	NA	1
ENSG00000249695	0	NA	NA	0	NA	NA	NA	1
ENSG00000249700	0	NA	NA	0	NA	NA	NA	1
ENSG00000249706	0	NA	NA	0	NA	NA	NA	1
ENSG00000249713	0	NA	NA	0	NA	NA	NA	1
ENSG00000249722	0	NA	NA	0	NA	NA	NA	1
ENSG00000249725	0	NA	NA	0	NA	NA	NA	1
ENSG00000249727	0	NA	NA	0	NA	NA	NA	1
ENSG00000249742	0	NA	NA	0	NA	NA	NA	1
ENSG00000249746	0	NA	NA	0	NA	NA	NA	1
ENSG00000249747	0	NA	NA	0	NA	NA	NA	1
ENSG00000249771	0	NA	NA	0	NA	NA	NA	1
ENSG00000249772	0	NA	NA	0	NA	NA	NA	1
ENSG00000249786	0	NA	NA	0	NA	NA	NA	1
ENSG00000249787	0	NA	NA	0	NA	NA	NA	1
ENSG00000249791	0	NA	NA	0	NA	NA	NA	1
ENSG00000249797	0	NA	NA	0	NA	NA	NA	1
ENSG00000249803	0	NA	NA	0	NA	NA	NA	1
ENSG00000249816	0	NA	NA	0	NA	NA	NA	1
ENSG00000249825	0	NA	NA	0	NA	NA	NA	1
ENSG00000249857	0	NA	NA	0	NA	NA	NA	1
ENSG00000249870	0	NA	NA	0	NA	NA	NA	1
ENSG00000249875	0	NA	NA	0	NA	NA	NA	1
ENSG00000249881	0	NA	NA	0	NA	NA	NA	1
ENSG00000249882	0	NA	NA	0	NA	NA	NA	1
ENSG00000249898	0	NA	NA	0	NA	NA	NA	1
ENSG00000249899	0	NA	NA	0	NA	NA	NA	1
ENSG00000249901	0	NA	NA	0	NA	NA	NA	1
ENSG00000249906	0	NA	NA	0	NA	NA	NA	1
ENSG00000249923	0	NA	NA	0	NA	NA	NA	1
ENSG00000249937	0	NA	NA	0	NA	NA	NA	1
ENSG00000249941	0	NA	NA	0	NA	NA	NA	1
ENSG00000249955	0	NA	NA	0	NA	NA	NA	1
ENSG00000249959	0	NA	NA	0	NA	NA	NA	1
ENSG00000249971	0	NA	NA	0	NA	NA	NA	1
ENSG00000249988	0	NA	NA	0	NA	NA	NA	1
ENSG00000249994	0	NA	NA	0	NA	NA	NA	1
ENSG00000249998	0	NA	NA	0	NA	NA	NA	1
ENSG00000250007	0	NA	NA	0	NA	NA	NA	1
ENSG00000250025	0	NA	NA	0	NA	NA	NA	1
ENSG00000250027	0	NA	NA	0	NA	NA	NA	1
ENSG00000250033	0	NA	NA	0	NA	NA	NA	1
ENSG00000250034	0	NA	NA	0	NA	NA	NA	1
ENSG00000250041	0	NA	NA	0	NA	NA	NA	1
ENSG00000250042	0	NA	NA	0	NA	NA	NA	1
ENSG00000250056	0	NA	NA	0	NA	NA	NA	1
ENSG00000250062	0	NA	NA	0	NA	NA	NA	1
ENSG00000250069	0	NA	NA	0	NA	NA	NA	1
ENSG00000250072	0	NA	NA	0	NA	NA	NA	1
ENSG00000250073	0	NA	NA	0	NA	NA	NA	1
ENSG00000250081	0	NA	NA	0	NA	NA	NA	1
ENSG00000250105	0	NA	NA	0	NA	NA	NA	1
ENSG00000250126	0	NA	NA	0	NA	NA	NA	1
ENSG00000250127	0	NA	NA	0	NA	NA	NA	1
ENSG00000250133	0	NA	NA	0	NA	NA	NA	1
ENSG00000250155	0	NA	NA	0	NA	NA	NA	1
ENSG00000250158	0	NA	NA	0	NA	NA	NA	1
ENSG00000250159	0	NA	NA	0	NA	NA	NA	1
ENSG00000250164	0	NA	NA	0	NA	NA	NA	1
ENSG00000250167	0	NA	NA	0	NA	NA	NA	1
ENSG00000250170	0	NA	NA	0	NA	NA	NA	1
ENSG00000250174	0	NA	NA	0	NA	NA	NA	1
ENSG00000250180	0	NA	NA	0	NA	NA	NA	1
ENSG00000250186	0	NA	NA	0	NA	NA	NA	1
ENSG00000250195	0	NA	NA	0	NA	NA	NA	1
ENSG00000250208	0	NA	NA	0	NA	NA	NA	1
ENSG00000250223	0	NA	NA	0	NA	NA	NA	1
ENSG00000250230	0	NA	NA	0	NA	NA	NA	1
ENSG00000250256	0	NA	NA	0	NA	NA	NA	1
ENSG00000250258	0	NA	NA	0	NA	NA	NA	1
ENSG00000250259	0	NA	NA	0	NA	NA	NA	1
ENSG00000250260	0	NA	NA	0	NA	NA	NA	1
ENSG00000250266	0	NA	NA	0	NA	NA	NA	1
ENSG00000250267	0	NA	NA	0	NA	NA	NA	1
ENSG00000250284	0	NA	NA	0	NA	NA	NA	1
ENSG00000250295	0	NA	NA	0	NA	NA	NA	1
ENSG00000250302	0	NA	NA	0	NA	NA	NA	1
ENSG00000250309	0	NA	NA	0	NA	NA	NA	1
ENSG00000250310	0	NA	NA	0	NA	NA	NA	1
ENSG00000250320	0	NA	NA	0	NA	NA	NA	1
ENSG00000250331	0	NA	NA	0	NA	NA	NA	1
ENSG00000250348	0	NA	NA	0	NA	NA	NA	1
ENSG00000250362	0	NA	NA	0	NA	NA	NA	1
ENSG00000250365	0	NA	NA	0	NA	NA	NA	1
ENSG00000250378	0	NA	NA	0	NA	NA	NA	1
ENSG00000250379	0	NA	NA	0	NA	NA	NA	1
ENSG00000250383	0	NA	NA	0	NA	NA	NA	1
ENSG00000250385	0	NA	NA	0	NA	NA	NA	1
ENSG00000250390	0	NA	NA	0	NA	NA	NA	1
ENSG00000250407	0	NA	NA	0	NA	NA	NA	1
ENSG00000250415	0	NA	NA	0	NA	NA	NA	1
ENSG00000250418	0	NA	NA	0	NA	NA	NA	1
ENSG00000250427	0	NA	NA	0	NA	NA	NA	1
ENSG00000250446	0	NA	NA	0	NA	NA	NA	1
ENSG00000250451	0	NA	NA	0	NA	NA	NA	1
ENSG00000250456	0	NA	NA	0	NA	NA	NA	1
ENSG00000250467	0	NA	NA	0	NA	NA	NA	1
ENSG00000250472	0	NA	NA	0	NA	NA	NA	1
ENSG00000250481	0	NA	NA	0	NA	NA	NA	1
ENSG00000250488	0	NA	NA	0	NA	NA	NA	1
ENSG00000250497	0	NA	NA	0	NA	NA	NA	1
ENSG00000250501	0	NA	NA	0	NA	NA	NA	1
ENSG00000250508	0	NA	NA	0	NA	NA	NA	1
ENSG00000250511	0	NA	NA	0	NA	NA	NA	1
ENSG00000250514	0	NA	NA	0	NA	NA	NA	1
ENSG00000250529	0	NA	NA	0	NA	NA	NA	1
ENSG00000250541	0	NA	NA	0	NA	NA	NA	1
ENSG00000250546	0	NA	NA	0	NA	NA	NA	1
ENSG00000250548	0	NA	NA	0	NA	NA	NA	1
ENSG00000250551	0	NA	NA	0	NA	NA	NA	1
ENSG00000250567	0	NA	NA	0	NA	NA	NA	1
ENSG00000250577	0	NA	NA	0	NA	NA	NA	1
ENSG00000250579	0	NA	NA	0	NA	NA	NA	1
ENSG00000250582	0	NA	NA	0	NA	NA	NA	1
ENSG00000250583	0	NA	NA	0	NA	NA	NA	1
ENSG00000250584	0	NA	NA	0	NA	NA	NA	1
ENSG00000250590	0	NA	NA	0	NA	NA	NA	1
ENSG00000250597	0	NA	NA	0	NA	NA	NA	1
ENSG00000250600	0	NA	NA	0	NA	NA	NA	1
ENSG00000250602	0	NA	NA	0	NA	NA	NA	1
ENSG00000250603	0	NA	NA	0	NA	NA	NA	1
ENSG00000250604	0	NA	NA	0	NA	NA	NA	1
ENSG00000250616	0	NA	NA	0	NA	NA	NA	1
ENSG00000250619	0	NA	NA	0	NA	NA	NA	1
ENSG00000250620	0	NA	NA	0	NA	NA	NA	1
ENSG00000250623	0	NA	NA	0	NA	NA	NA	1
ENSG00000250634	0	NA	NA	0	NA	NA	NA	1
ENSG00000250658	0	NA	NA	0	NA	NA	NA	1
ENSG00000250685	0	NA	NA	0	NA	NA	NA	1
ENSG00000250694	0	NA	NA	0	NA	NA	NA	1
ENSG00000250698	0	NA	NA	0	NA	NA	NA	1
ENSG00000250699	0	NA	NA	0	NA	NA	NA	1
ENSG00000250723	0	NA	NA	0	NA	NA	NA	1
ENSG00000250734	0	NA	NA	0	NA	NA	NA	1
ENSG00000250740	0	NA	NA	0	NA	NA	NA	1
ENSG00000250748	0	NA	NA	0	NA	NA	NA	1
ENSG00000250751	0	NA	NA	0	NA	NA	NA	1
ENSG00000250754	0	NA	NA	0	NA	NA	NA	1
ENSG00000250764	0	NA	NA	0	NA	NA	NA	1
ENSG00000250777	0	NA	NA	0	NA	NA	NA	1
ENSG00000250781	0	NA	NA	0	NA	NA	NA	1
ENSG00000250791	0	NA	NA	0	NA	NA	NA	1
ENSG00000250801	0	NA	NA	0	NA	NA	NA	1
ENSG00000250819	0	NA	NA	0	NA	NA	NA	1
ENSG00000250820	0	NA	NA	0	NA	NA	NA	1
ENSG00000250829	0	NA	NA	0	NA	NA	NA	1
ENSG00000250842	0	NA	NA	0	NA	NA	NA	1
ENSG00000250850	0	NA	NA	0	NA	NA	NA	1
ENSG00000250855	0	NA	NA	0	NA	NA	NA	1
ENSG00000250866	0	NA	NA	0	NA	NA	NA	1
ENSG00000250877	0	NA	NA	0	NA	NA	NA	1
ENSG00000250882	0	NA	NA	0	NA	NA	NA	1
ENSG00000250885	0	NA	NA	0	NA	NA	NA	1
ENSG00000250888	0	NA	NA	0	NA	NA	NA	1
ENSG00000250891	0	NA	NA	0	NA	NA	NA	1
ENSG00000250902	0	NA	NA	0	NA	NA	NA	1
ENSG00000250906	0	NA	NA	0	NA	NA	NA	1
ENSG00000250917	0	NA	NA	0	NA	NA	NA	1
ENSG00000250921	0	NA	NA	0	NA	NA	NA	1
ENSG00000250929	0	NA	NA	0	NA	NA	NA	1
ENSG00000250930	0	NA	NA	0	NA	NA	NA	1
ENSG00000250947	0	NA	NA	0	NA	NA	NA	1
ENSG00000250948	0	NA	NA	0	NA	NA	NA	1
ENSG00000250949	0	NA	NA	0	NA	NA	NA	1
ENSG00000250954	0	NA	NA	0	NA	NA	NA	1
ENSG00000250955	0	NA	NA	0	NA	NA	NA	1
ENSG00000250961	0	NA	NA	0	NA	NA	NA	1
ENSG00000250968	0	NA	NA	0	NA	NA	NA	1
ENSG00000250971	0	NA	NA	0	NA	NA	NA	1
ENSG00000250977	0	NA	NA	0	NA	NA	NA	1
ENSG00000250990	0	NA	NA	0	NA	NA	NA	1
ENSG00000250994	0	NA	NA	0	NA	NA	NA	1
ENSG00000251003	0	NA	NA	0	NA	NA	NA	1
ENSG00000251009	0	NA	NA	0	NA	NA	NA	1
ENSG00000251010	0	NA	NA	0	NA	NA	NA	1
ENSG00000251011	0	NA	NA	0	NA	NA	NA	1
ENSG00000251018	0	NA	NA	0	NA	NA	NA	1
ENSG00000251022	0	NA	NA	0	NA	NA	NA	1
ENSG00000251026	0	NA	NA	0	NA	NA	NA	1
ENSG00000251027	0	NA	NA	0	NA	NA	NA	1
ENSG00000251031	0	NA	NA	0	NA	NA	NA	1
ENSG00000251034	0	NA	NA	0	NA	NA	NA	1
ENSG00000251040	0	NA	NA	0	NA	NA	NA	1
ENSG00000251045	0	NA	NA	0	NA	NA	NA	1
ENSG00000251048	0	NA	NA	0	NA	NA	NA	1
ENSG00000251054	0	NA	NA	0	NA	NA	NA	1
ENSG00000251059	0	NA	NA	0	NA	NA	NA	1
ENSG00000251061	0	NA	NA	0	NA	NA	NA	1
ENSG00000251072	0	NA	NA	0	NA	NA	NA	1
ENSG00000251076	0	NA	NA	0	NA	NA	NA	1
ENSG00000251081	0	NA	NA	0	NA	NA	NA	1
ENSG00000251088	0	NA	NA	0	NA	NA	NA	1
ENSG00000251093	0	NA	NA	0	NA	NA	NA	1
ENSG00000251125	0	NA	NA	0	NA	NA	NA	1
ENSG00000251128	0	NA	NA	0	NA	NA	NA	1
ENSG00000251129	0	NA	NA	0	NA	NA	NA	1
ENSG00000251132	0	NA	NA	0	NA	NA	NA	1
ENSG00000251141	0	NA	NA	0	NA	NA	NA	1
ENSG00000251143	0	NA	NA	0	NA	NA	NA	1
ENSG00000251148	0	NA	NA	0	NA	NA	NA	1
ENSG00000251151	0	NA	NA	0	NA	NA	NA	1
ENSG00000251161	0	NA	NA	0	NA	NA	NA	1
ENSG00000251169	0	NA	NA	0	NA	NA	NA	1
ENSG00000251170	0	NA	NA	0	NA	NA	NA	1
ENSG00000251171	0	NA	NA	0	NA	NA	NA	1
ENSG00000251173	0	NA	NA	0	NA	NA	NA	1
ENSG00000251175	0	NA	NA	0	NA	NA	NA	1
ENSG00000251176	0	NA	NA	0	NA	NA	NA	1
ENSG00000251182	0	NA	NA	0	NA	NA	NA	1
ENSG00000251186	0	NA	NA	0	NA	NA	NA	1
ENSG00000251187	0	NA	NA	0	NA	NA	NA	1
ENSG00000251200	0	NA	NA	0	NA	NA	NA	1
ENSG00000251205	0	NA	NA	0	NA	NA	NA	1
ENSG00000251219	0	NA	NA	0	NA	NA	NA	1
ENSG00000251221	0	NA	NA	0	NA	NA	NA	1
ENSG00000251224	0	NA	NA	0	NA	NA	NA	1
ENSG00000251244	0	NA	NA	0	NA	NA	NA	1
ENSG00000251260	0	NA	NA	0	NA	NA	NA	1
ENSG00000251264	0	NA	NA	0	NA	NA	NA	1
ENSG00000251270	0	NA	NA	0	NA	NA	NA	1
ENSG00000251276	0	NA	NA	0	NA	NA	NA	1
ENSG00000251283	0	NA	NA	0	NA	NA	NA	1
ENSG00000251291	0	NA	NA	0	NA	NA	NA	1
ENSG00000251294	0	NA	NA	0	NA	NA	NA	1
ENSG00000251298	0	NA	NA	0	NA	NA	NA	1
ENSG00000251301	0	NA	NA	0	NA	NA	NA	1
ENSG00000251307	0	NA	NA	0	NA	NA	NA	1
ENSG00000251309	0	NA	NA	0	NA	NA	NA	1
ENSG00000251311	0	NA	NA	0	NA	NA	NA	1
ENSG00000251314	0	NA	NA	0	NA	NA	NA	1
ENSG00000251320	0	NA	NA	0	NA	NA	NA	1
ENSG00000251323	0	NA	NA	0	NA	NA	NA	1
ENSG00000251329	0	NA	NA	0	NA	NA	NA	1
ENSG00000251330	0	NA	NA	0	NA	NA	NA	1
ENSG00000251359	0	NA	NA	0	NA	NA	NA	1
ENSG00000251363	0	NA	NA	0	NA	NA	NA	1
ENSG00000251364	0	NA	NA	0	NA	NA	NA	1
ENSG00000251371	0	NA	NA	0	NA	NA	NA	1
ENSG00000251372	0	NA	NA	0	NA	NA	NA	1
ENSG00000251379	0	NA	NA	0	NA	NA	NA	1
ENSG00000251381	0	NA	NA	0	NA	NA	NA	1
ENSG00000251393	0	NA	NA	0	NA	NA	NA	1
ENSG00000251396	0	NA	NA	0	NA	NA	NA	1
ENSG00000251405	0	NA	NA	0	NA	NA	NA	1
ENSG00000251409	0	NA	NA	0	NA	NA	NA	1
ENSG00000251412	0	NA	NA	0	NA	NA	NA	1
ENSG00000251413	0	NA	NA	0	NA	NA	NA	1
ENSG00000251423	0	NA	NA	0	NA	NA	NA	1
ENSG00000251426	0	NA	NA	0	NA	NA	NA	1
ENSG00000251432	0	NA	NA	0	NA	NA	NA	1
ENSG00000251434	0	NA	NA	0	NA	NA	NA	1
ENSG00000251438	0	NA	NA	0	NA	NA	NA	1
ENSG00000251442	0	NA	NA	0	NA	NA	NA	1
ENSG00000251445	0	NA	NA	0	NA	NA	NA	1
ENSG00000251446	0	NA	NA	0	NA	NA	NA	1
ENSG00000251450	0	NA	NA	0	NA	NA	NA	1
ENSG00000251460	0	NA	NA	0	NA	NA	NA	1
ENSG00000251487	0	NA	NA	0	NA	NA	NA	1
ENSG00000251490	0	NA	NA	0	NA	NA	NA	1
ENSG00000251506	0	NA	NA	0	NA	NA	NA	1
ENSG00000251511	0	NA	NA	0	NA	NA	NA	1
ENSG00000251513	0	NA	NA	0	NA	NA	NA	1
ENSG00000251517	0	NA	NA	0	NA	NA	NA	1
ENSG00000251523	0	NA	NA	0	NA	NA	NA	1
ENSG00000251526	0	NA	NA	0	NA	NA	NA	1
ENSG00000251536	0	NA	NA	0	NA	NA	NA	1
ENSG00000251542	0	NA	NA	0	NA	NA	NA	1
ENSG00000251556	0	NA	NA	0	NA	NA	NA	1
ENSG00000251567	0	NA	NA	0	NA	NA	NA	1
ENSG00000251574	0	NA	NA	0	NA	NA	NA	1
ENSG00000251575	0	NA	NA	0	NA	NA	NA	1
ENSG00000251576	0	NA	NA	0	NA	NA	NA	1
ENSG00000251586	0	NA	NA	0	NA	NA	NA	1
ENSG00000251600	0	NA	NA	0	NA	NA	NA	1
ENSG00000251613	0	NA	NA	0	NA	NA	NA	1
ENSG00000251616	0	NA	NA	0	NA	NA	NA	1
ENSG00000251620	0	NA	NA	0	NA	NA	NA	1
ENSG00000251632	0	NA	NA	0	NA	NA	NA	1
ENSG00000251635	0	NA	NA	0	NA	NA	NA	1
ENSG00000251636	0	NA	NA	0	NA	NA	NA	1
