lncRNAid_Homo_sapiens	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSG00000254654	1	many_to_many_sameNumber	ENSMUSG00000087559;ENSMUSG00000121187	1	one_to_one	lincDivg	ENSMUSG00000121187	0
ENSG00000287984	1	many_to_many_sameNumber	ENSMUSG00000087559;ENSMUSG00000121187	1	one_to_one	lincSS.up	ENSMUSG00000087559	0
ENSG00000255395	1	one_to_many	ENSMUSG00000085095;ENSMUSG00000109559	1	one_to_many	lncgDivg	ENSMUSG00000085095;ENSMUSG00000109559	1
ENSG00000255136	1	one_to_one	ENSMUSG00000097974	0	NA	NA	NA	0
ENSG00000245532	1	many_to_many_DifferentNumber	ENSMUSG00000092274;ENSMUSG00000120816;ENSMUSG00000092341	0	NA	NA	NA	0
ENSG00000290057	1	many_to_many_DifferentNumber	ENSMUSG00000092274;ENSMUSG00000120816;ENSMUSG00000092341	0	NA	NA	NA	0
ENSG00000286756	1	many_to_many_DifferentNumber	ENSMUSG00000092274;ENSMUSG00000120816;ENSMUSG00000092341	1	many_to_one	lincSS.up	ENSMUSG00000092341	0
ENSG00000251562	1	many_to_many_DifferentNumber	ENSMUSG00000092274;ENSMUSG00000120816;ENSMUSG00000092341	1	many_to_one	lincSS.up	ENSMUSG00000092341	0
ENSG00000291174	1	many_to_many_DifferentNumber	ENSMUSG00000092274;ENSMUSG00000120816;ENSMUSG00000092341	0	NA	NA	NA	0
ENSG00000279243	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000289740	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000289259	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000289883	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000290061	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000270117	1	many_to_many_DifferentNumber	ENSMUSG00000120562;ENSMUSG00000043488	0	NA	NA	NA	0
ENSG00000255191	1	one_to_one	ENSMUSG00000109442	0	NA	NA	NA	0
ENSG00000260348	1	many_to_many_sameNumber	ENSMUSG00000108851;ENSMUSG00000109009	1	many_to_one	lincDivg	ENSMUSG00000109009	0
ENSG00000260679	1	many_to_many_sameNumber	ENSMUSG00000108851;ENSMUSG00000109009	1	many_to_one	lincDivg	ENSMUSG00000109009	0
ENSG00000254721	1	many_to_one	ENSMUSG00000073778	0	NA	NA	NA	0
ENSG00000289074	1	many_to_one	ENSMUSG00000073778	0	NA	NA	NA	0
ENSG00000254508	1	many_to_one	ENSMUSG00000046085	1	many_to_one	lncgDivg	ENSMUSG00000046085	1
ENSG00000255272	1	many_to_one	ENSMUSG00000046085	1	many_to_one	lncgDivg	ENSMUSG00000046085	1
ENSG00000255169	1	many_to_one	ENSMUSG00000046085	0	NA	NA	NA	1
ENSG00000254619	1	many_to_one	ENSMUSG00000046085	0	NA	NA	NA	1
ENSG00000255406	1	many_to_many_sameNumber	ENSMUSG00000110836;ENSMUSG00000111387	1	one_to_one	lincSS.up	ENSMUSG00000110836	0
ENSG00000204241	1	many_to_many_sameNumber	ENSMUSG00000110836;ENSMUSG00000111387	0	NA	NA	NA	0
ENSG00000254648	1	one_to_one	ENSMUSG00000111390	0	NA	NA	NA	0
ENSG00000287556	1	many_to_one	ENSMUSG00000078308	0	NA	NA	NA	1
ENSG00000287028	1	many_to_one	ENSMUSG00000078308	0	NA	NA	NA	1
ENSG00000196167	1	one_to_one	ENSMUSG00000044694	1	one_to_one	lncgDivg	ENSMUSG00000044694	1
ENSG00000263873	1	many_to_many_DifferentNumber	ENSMUSG00000111758;ENSMUSG00000111637;ENSMUSG00000111229	1	one_to_one	lncgDivg	ENSMUSG00000111229	1
ENSG00000289553	1	many_to_many_DifferentNumber	ENSMUSG00000111758;ENSMUSG00000111637;ENSMUSG00000111229	0	NA	NA	NA	1
ENSG00000247137	1	many_to_one	ENSMUSG00000098066	1	one_to_one	lncgConv	ENSMUSG00000098066	0
ENSG00000269939	1	many_to_one	ENSMUSG00000098066	0	NA	NA	NA	0
ENSG00000255521	1	many_to_one	ENSMUSG00000121264	1	many_to_one	lncgDivg	ENSMUSG00000121264	0
ENSG00000289526	1	many_to_one	ENSMUSG00000121264	0	NA	NA	NA	0
ENSG00000254510	1	one_to_many	ENSMUSG00000120130;ENSMUSG00000120690	0	NA	NA	NA	1
ENSG00000255320	1	one_to_one	ENSMUSG00000117710	0	NA	NA	NA	1
ENSG00000255084	1	one_to_many	ENSMUSG00000085751;ENSMUSG00000085792;ENSMUSG00000053049;ENSMUSG00000085443;ENSMUSG00000108635;ENSMUSG00000085560	0	NA	NA	NA	0
ENSG00000238184	1	many_to_one	ENSMUSG00000059277	1	many_to_one	lncgDivg	ENSMUSG00000059277	1
ENSG00000290098	1	many_to_one	ENSMUSG00000059277	1	many_to_one	lncgDivg	ENSMUSG00000059277	0
ENSG00000255173	1	one_to_one	ENSMUSG00000120982	1	one_to_one	lncgDivg	ENSMUSG00000120982	0
ENSG00000289230	1	one_to_one	ENSMUSG00000111570	0	NA	NA	NA	1
ENSG00000255031	1	one_to_one	ENSMUSG00000117912	0	NA	NA	NA	1
ENSG00000255236	1	one_to_one	ENSMUSG00000082848	1	one_to_one	lncgDivg	ENSMUSG00000117912	1
ENSG00000175773	1	one_to_many	ENSMUSG00000111673;ENSMUSG00000120331	1	one_to_one	lncgDivg	ENSMUSG00000120331	1
ENSG00000288012	1	one_to_one	ENSMUSG00000086914	1	one_to_one	lncgDivg	ENSMUSG00000086914	0
ENSG00000283341	1	many_to_one	ENSMUSG00000075020	1	one_to_one	lncgSS.up	ENSMUSG00000075020	1
ENSG00000254577	1	many_to_one	ENSMUSG00000075020	0	NA	NA	NA	1
ENSG00000283217	1	many_to_one	ENSMUSG00000075020	0	NA	NA	NA	1
ENSG00000235661	1	many_to_one	ENSMUSG00000075020	0	NA	NA	NA	1
ENSG00000290026	1	many_to_one	ENSMUSG00000089766	0	NA	NA	NA	1
ENSG00000289339	1	many_to_one	ENSMUSG00000089766	0	NA	NA	NA	1
ENSG00000286369	1	one_to_one	ENSMUSG00000118249	1	one_to_one	lncgDivg	ENSMUSG00000118249	1
ENSG00000280832	1	one_to_one	ENSMUSG00000070315	0	NA	NA	NA	1
ENSG00000278376	1	one_to_many	ENSMUSG00000110721;ENSMUSG00000111656;ENSMUSG00000120036;ENSMUSG00000120724	1	one_to_one	lncgDivg	ENSMUSG00000120036	0
ENSG00000288061	1	one_to_many	ENSMUSG00000086014;ENSMUSG00000111189;ENSMUSG00000087135;ENSMUSG00000120980	0	NA	NA	NA	1
ENSG00000285533	1	one_to_one	ENSMUSG00000120141	1	one_to_one	lncgDivg	ENSMUSG00000120141	1
ENSG00000254791	1	many_to_one	ENSMUSG00000101755	0	NA	NA	NA	1
ENSG00000255411	1	many_to_one	ENSMUSG00000101755	0	NA	NA	NA	1
ENSG00000254927	1	many_to_many_DifferentNumber	ENSMUSG00000084984;ENSMUSG00000073862	1	many_to_one	lincDivg	ENSMUSG00000073862	1
ENSG00000254930	1	many_to_many_DifferentNumber	ENSMUSG00000084984;ENSMUSG00000073862	1	many_to_one	lincDivg	ENSMUSG00000073862	1
ENSG00000254438	1	many_to_many_DifferentNumber	ENSMUSG00000084984;ENSMUSG00000073862	1	many_to_one	lincDivg	ENSMUSG00000073862	1
ENSG00000254907	1	one_to_one	ENSMUSG00000045464	1	one_to_one	lncgConv	ENSMUSG00000045464	1
ENSG00000184566	1	one_to_one	ENSMUSG00000086687	0	NA	NA	NA	1
ENSG00000286626	1	one_to_many	ENSMUSG00000120246;ENSMUSG00000084756	0	NA	NA	NA	1
ENSG00000255197	1	one_to_one	ENSMUSG00000120441	1	one_to_one	lncgDivg	ENSMUSG00000120441	1
ENSG00000255717	1	one_to_one	ENSMUSG00000108414	1	one_to_one	lncgDivg	ENSMUSG00000108414	1
ENSG00000254699	1	one_to_many	ENSMUSG00000120734;ENSMUSG00000097585;ENSMUSG00000121051	1	one_to_one	lincDivg	ENSMUSG00000121051	1
ENSG00000255471	1	one_to_one	ENSMUSG00000109311	1	one_to_one	lncgDivg	ENSMUSG00000030623	1
ENSG00000226694	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000287653	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000237500	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000227912	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000235281	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000234182	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000205696	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	1	one_to_one	lncgDivg	ENSMUSG00000114126	0
ENSG00000289597	1	many_to_many_DifferentNumber	ENSMUSG00000114017;ENSMUSG00000113241;ENSMUSG00000114126	0	NA	NA	NA	0
ENSG00000233052	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000234556	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000234962	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000234170	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000231326	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000286858	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000287043	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	1
ENSG00000282390	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000287560	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000273001	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000289427	1	many_to_one	ENSMUSG00000113225	0	NA	NA	NA	0
ENSG00000286610	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000229672	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000228353	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000237399	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000236968	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000227338	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000287428	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000289994	1	many_to_many_DifferentNumber	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	1
ENSG00000236892	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000288566	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000226762	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000288657	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000289882	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000233321	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	0	NA	NA	NA	1
ENSG00000225269	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000236990	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000230573	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	1	many_to_one	lincDivg	ENSMUSG00000120440	0
ENSG00000286687	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000224382	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000287175	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	1	many_to_one	lincDivg	ENSMUSG00000120440	0
ENSG00000287246	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000227101	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000288755	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	1	one_to_one	lncgDivg	ENSMUSG00000100625	0
ENSG00000226005	1	many_to_many_DifferentNumber	ENSMUSG00000113866;ENSMUSG00000100625;ENSMUSG00000120440;ENSMUSG00000114053	0	NA	NA	NA	0
ENSG00000230096	1	many_to_many_DifferentNumber	ENSMUSG00000113717;ENSMUSG00000053499;ENSMUSG00000114098	0	NA	NA	NA	0
ENSG00000231298	1	many_to_many_DifferentNumber	ENSMUSG00000113717;ENSMUSG00000053499;ENSMUSG00000114098	0	NA	NA	NA	0
ENSG00000287023	1	many_to_many_DifferentNumber	ENSMUSG00000113717;ENSMUSG00000053499;ENSMUSG00000114098	0	NA	NA	NA	0
ENSG00000233117	1	many_to_many_DifferentNumber	ENSMUSG00000113717;ENSMUSG00000053499;ENSMUSG00000114098	0	NA	NA	NA	0
ENSG00000226990	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000224788	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000230014	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000234752	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000226861	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000223808	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000287309	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000232638	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000289363	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000289328	1	many_to_many_DifferentNumber	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSG00000232170	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000234306	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000287120	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000286439	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000228636	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000197308	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	1	one_to_many	lncgDivg	ENSMUSG00000086618;ENSMUSG00000025783	0
ENSG00000225383	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	1	many_to_one	lncgDivg	ENSMUSG00000087079	0
ENSG00000270111	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000289897	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSG00000212743	1	many_to_many_DifferentNumber	ENSMUSG00000102196;ENSMUSG00000102674;ENSMUSG00000120676	1	one_to_many	lincConv	ENSMUSG00000102196;ENSMUSG00000102674;ENSMUSG00000120676	0
ENSG00000215244	1	many_to_many_DifferentNumber	ENSMUSG00000102196;ENSMUSG00000102674;ENSMUSG00000120676	0	NA	NA	NA	0
ENSG00000213994	1	many_to_many_sameNumber	ENSMUSG00000086491;ENSMUSG00000086006	1	one_to_one	lncgDivg	ENSMUSG00000102329	1
ENSG00000289934	1	many_to_many_sameNumber	ENSMUSG00000086491;ENSMUSG00000086006	1	one_to_many	lincSS.dw	ENSMUSG00000086006;ENSMUSG00000086491	0
ENSG00000230121	1	one_to_one	ENSMUSG00000086748	0	NA	NA	NA	1
ENSG00000233642	1	one_to_one	ENSMUSG00000085680	1	one_to_one	lncgDivg	ENSMUSG00000085680	1
ENSG00000286958	1	one_to_one	ENSMUSG00000086358	0	NA	NA	NA	1
ENSG00000203565	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	0
ENSG00000273012	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	0
ENSG00000287278	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	0
ENSG00000238258	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	1
ENSG00000223470	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	0
ENSG00000288987	1	many_to_one	ENSMUSG00000120963	0	NA	NA	NA	0
ENSG00000238246	1	many_to_one	ENSMUSG00000085193	0	NA	NA	NA	1
ENSG00000287613	1	many_to_one	ENSMUSG00000085193	0	NA	NA	NA	1
ENSG00000226808	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	0
ENSG00000233395	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	0
ENSG00000227029	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	0
ENSG00000277288	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	0
ENSG00000226245	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	1
ENSG00000230565	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	0	NA	NA	NA	0
ENSG00000228426	1	many_to_many_DifferentNumber	ENSMUSG00000107434;ENSMUSG00000099869;ENSMUSG00000107785	1	one_to_one	lincDivg	ENSMUSG00000099869	0
ENSG00000234973	1	many_to_many_DifferentNumber	ENSMUSG00000108020;ENSMUSG00000104222;ENSMUSG00000054488	0	NA	NA	NA	0
ENSG00000236769	1	many_to_many_DifferentNumber	ENSMUSG00000108020;ENSMUSG00000104222;ENSMUSG00000054488	0	NA	NA	NA	0
ENSG00000237590	1	many_to_many_DifferentNumber	ENSMUSG00000108020;ENSMUSG00000104222;ENSMUSG00000054488	0	NA	NA	NA	0
ENSG00000229116	1	many_to_many_DifferentNumber	ENSMUSG00000108020;ENSMUSG00000104222;ENSMUSG00000054488	0	NA	NA	NA	0
ENSG00000287901	1	many_to_many_DifferentNumber	ENSMUSG00000108020;ENSMUSG00000104222;ENSMUSG00000054488	0	NA	NA	NA	0
ENSG00000237128	1	many_to_one	ENSMUSG00000117505	0	NA	NA	NA	1
ENSG00000254635	1	many_to_one	ENSMUSG00000117505	1	one_to_one	lncgDivg	ENSMUSG00000117505	1
ENSG00000230500	1	one_to_one	ENSMUSG00000117356	1	one_to_one	lncgDivg	ENSMUSG00000117356	0
ENSG00000234504	1	many_to_one	ENSMUSG00000108038	0	NA	NA	NA	1
ENSG00000234580	1	many_to_one	ENSMUSG00000108038	0	NA	NA	NA	1
ENSG00000224812	1	many_to_one	ENSMUSG00000108038	0	NA	NA	NA	1
ENSG00000286715	1	many_to_one	ENSMUSG00000114496	1	many_to_one	lncgSS.dw	ENSMUSG00000114496	0
ENSG00000228280	1	many_to_one	ENSMUSG00000114496	1	many_to_one	lncgSS.dw	ENSMUSG00000114496	0
ENSG00000268659	1	many_to_one	ENSMUSG00000114496	1	many_to_one	lncgSS.dw	ENSMUSG00000114496	0
ENSG00000230575	1	many_to_many_DifferentNumber	ENSMUSG00000114205;ENSMUSG00000114412;ENSMUSG00000068680	1	many_to_many_strict	lncgDivg	ENSMUSG00000114412;ENSMUSG00000114205	0
ENSG00000269256	1	many_to_many_DifferentNumber	ENSMUSG00000114205;ENSMUSG00000114412;ENSMUSG00000068680	1	one_to_one	lncgConv	ENSMUSG00000068680	0
ENSG00000226140	1	one_to_one	ENSMUSG00000104045	0	NA	NA	NA	1
ENSG00000288918	1	one_to_one	ENSMUSG00000114334	0	NA	NA	NA	1
ENSG00000285739	1	many_to_one	ENSMUSG00000114219	1	many_to_many	lncgDivg	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	1
ENSG00000233258	1	many_to_one	ENSMUSG00000114219	0	NA	NA	NA	0
ENSG00000229458	1	many_to_one	ENSMUSG00000114219	1	many_to_many	lncgDivg	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	1
ENSG00000225738	1	many_to_one	ENSMUSG00000114219	1	many_to_many	lncgDivg	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	1
ENSG00000233945	1	many_to_one	ENSMUSG00000114219	0	NA	NA	NA	1
ENSG00000286876	1	many_to_one	ENSMUSG00000114219	0	NA	NA	NA	1
ENSG00000271933	1	many_to_one	ENSMUSG00000114219	0	NA	NA	NA	1
ENSG00000282915	1	one_to_one	ENSMUSG00000071280	0	NA	NA	NA	1
ENSG00000287358	1	one_to_many	ENSMUSG00000093556;ENSMUSG00000093528;ENSMUSG00000093383;ENSMUSG00000101261	1	many_to_many	lncgDivg	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	1
ENSG00000270002	1	one_to_one	ENSMUSG00000115109	0	NA	NA	NA	1
ENSG00000287475	1	many_to_many_sameNumber	ENSMUSG00000097310;ENSMUSG00000120637	0	NA	NA	NA	1
ENSG00000286359	1	many_to_many_sameNumber	ENSMUSG00000097310;ENSMUSG00000120637	1	one_to_many	lincSS.dw	ENSMUSG00000120637;ENSMUSG00000097310	1
ENSG00000238291	1	many_to_many_DifferentNumber	ENSMUSG00000117865;ENSMUSG00000117973	0	NA	NA	NA	1
ENSG00000224750	1	many_to_many_DifferentNumber	ENSMUSG00000117865;ENSMUSG00000117973	0	NA	NA	NA	1
ENSG00000280560	1	many_to_many_DifferentNumber	ENSMUSG00000117865;ENSMUSG00000117973	1	many_to_one	lincSS.dw	ENSMUSG00000117865	1
ENSG00000232229	1	many_to_many_DifferentNumber	ENSMUSG00000117865;ENSMUSG00000117973	1	many_to_one	lincSS.dw	ENSMUSG00000117865	1
ENSG00000236373	1	many_to_many_DifferentNumber	ENSMUSG00000118212;ENSMUSG00000094707	0	NA	NA	NA	1
ENSG00000287150	1	many_to_many_DifferentNumber	ENSMUSG00000118212;ENSMUSG00000094707	0	NA	NA	NA	1
ENSG00000226159	1	many_to_many_DifferentNumber	ENSMUSG00000118212;ENSMUSG00000094707	0	NA	NA	NA	1
ENSG00000283053	1	many_to_many_DifferentNumber	ENSMUSG00000118212;ENSMUSG00000094707	0	NA	NA	NA	1
ENSG00000287016	1	one_to_many	ENSMUSG00000112108;ENSMUSG00000112416	0	NA	NA	NA	1
ENSG00000289158	1	one_to_many	ENSMUSG00000112126;ENSMUSG00000112414	0	NA	NA	NA	1
ENSG00000272748	1	many_to_one	ENSMUSG00000114875	0	NA	NA	NA	0
ENSG00000232342	1	many_to_one	ENSMUSG00000114875	0	NA	NA	NA	0
ENSG00000272914	1	many_to_many_DifferentNumber	ENSMUSG00000063087;ENSMUSG00000117520;ENSMUSG00000117617;ENSMUSG00000097926	0	NA	NA	NA	1
ENSG00000237036	1	many_to_many_DifferentNumber	ENSMUSG00000063087;ENSMUSG00000117520;ENSMUSG00000117617;ENSMUSG00000097926	1	one_to_one	lncgDivg	ENSMUSG00000063087	0
ENSG00000227253	1	one_to_many	ENSMUSG00000091165;ENSMUSG00000117519	0	NA	NA	NA	1
ENSG00000236556	1	many_to_many_DifferentNumber	ENSMUSG00000089835;ENSMUSG00000112884	0	NA	NA	NA	1
ENSG00000235140	1	many_to_many_DifferentNumber	ENSMUSG00000089835;ENSMUSG00000112884	0	NA	NA	NA	1
ENSG00000287969	1	many_to_many_DifferentNumber	ENSMUSG00000089835;ENSMUSG00000112884	0	NA	NA	NA	1
ENSG00000287732	1	many_to_many_sameNumber	ENSMUSG00000117996;ENSMUSG00000118111	0	NA	NA	NA	0
ENSG00000229775	1	many_to_many_sameNumber	ENSMUSG00000117996;ENSMUSG00000118111	0	NA	NA	NA	0
ENSG00000227851	1	many_to_one	ENSMUSG00000118207	0	NA	NA	NA	1
ENSG00000287231	1	many_to_one	ENSMUSG00000118207	0	NA	NA	NA	1
