lncRNAid_Canis_lupus_familiaris	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens
ENSCAFG00845017542	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	0	NA	NA	NA	1
ENSCAFG00845017571	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	0	NA	NA	NA	1
ENSCAFG00845017580	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	0	NA	NA	NA	1
ENSCAFG00845017699	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	0	NA	NA	NA	1
ENSCAFG00845017707	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	0	NA	NA	NA	1
ENSCAFG00845017740	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	1	many_to_many	lincSS.dw	ENSG00000248174;ENSG00000250957;ENSG00000251213;ENSG00000289179	1
ENSCAFG00845017753	1	many_to_many_DifferentNumber	ENSG00000250957;ENSG00000251213;ENSG00000250043;ENSG00000251216;ENSG00000289179;ENSG00000289210;ENSG00000248174	1	many_to_many	lincSS.dw	ENSG00000248174;ENSG00000250957;ENSG00000251213;ENSG00000289179	1
ENSCAFG00845019352	1	one_to_one	ENSG00000269954	0	NA	NA	NA	1
ENSCAFG00845019338	1	one_to_many	ENSG00000170983;ENSG00000286985	1	one_to_one	lincSS.up	ENSG00000286985	1
ENSCAFG00845020131	1	one_to_one	ENSG00000225963	0	NA	NA	NA	0
ENSCAFG00845021620	1	one_to_one	ENSG00000275485	0	NA	NA	NA	1
ENSCAFG00845022124	1	many_to_one	ENSG00000261829	1	one_to_one	lncgSS.dw	ENSG00000261829	1
ENSCAFG00845022133	1	many_to_one	ENSG00000261829	0	NA	NA	NA	1
ENSCAFG00845022152	1	many_to_one	ENSG00000290005	1	one_to_one	lncgDivg	ENSG00000246339	1
ENSCAFG00845022175	1	many_to_one	ENSG00000290005	0	NA	NA	NA	1
ENSCAFG00845023936	1	many_to_one	ENSG00000226352	0	NA	NA	NA	1
ENSCAFG00845023949	1	many_to_one	ENSG00000226352	0	NA	NA	NA	1
ENSCAFG00845024155	1	one_to_many	ENSG00000288542;ENSG00000215483	1	one_to_one	lincSS.dw	ENSG00000215483	0
ENSCAFG00845024136	1	many_to_one	ENSG00000230710	0	NA	NA	NA	0
ENSCAFG00845024142	1	many_to_one	ENSG00000230710	0	NA	NA	NA	0
ENSCAFG00845024164	1	many_to_one	ENSG00000230710	0	NA	NA	NA	0
ENSCAFG00845026028	1	one_to_many	ENSG00000288040;ENSG00000231682	0	NA	NA	NA	1
ENSCAFG00845028348	1	one_to_many	ENSG00000248319;ENSG00000287660	1	one_to_one	lincSS.dw	ENSG00000248319	1
ENSCAFG00845028849	1	one_to_many	ENSG00000234949;ENSG00000227107	1	one_to_one	lncgDivg	ENSG00000234949	0
ENSCAFG00845029719	1	many_to_one	ENSG00000279484	1	one_to_one	lncgConv	ENSG00000279484	1
ENSCAFG00845029729	1	many_to_one	ENSG00000279484	0	NA	NA	NA	1
ENSCAFG00845029882	1	one_to_one	ENSG00000225057	0	NA	NA	NA	1
ENSCAFG00845030232	1	many_to_many_DifferentNumber	ENSG00000234279;ENSG00000286748	0	NA	NA	NA	0
ENSCAFG00845030241	1	many_to_many_DifferentNumber	ENSG00000234279;ENSG00000286748	0	NA	NA	NA	0
ENSCAFG00845030248	1	many_to_many_DifferentNumber	ENSG00000234279;ENSG00000286748	0	NA	NA	NA	0
ENSCAFG00845030256	1	many_to_many_DifferentNumber	ENSG00000234279;ENSG00000286748	0	NA	NA	NA	0
ENSCAFG00845030229	1	many_to_many_DifferentNumber	ENSG00000226992;ENSG00000286160;ENSG00000225493;ENSG00000229915	0	NA	NA	NA	0
ENSCAFG00845030252	1	many_to_many_DifferentNumber	ENSG00000226992;ENSG00000286160;ENSG00000225493;ENSG00000229915	1	one_to_one	lincConv	ENSG00000225493	0
ENSCAFG00845013079	1	one_to_many	ENSG00000278709;ENSG00000275852	0	NA	NA	NA	1
ENSCAFG00845013105	1	one_to_many	ENSG00000203971;ENSG00000225708	0	NA	NA	NA	1
ENSCAFG00845013642	1	one_to_many	ENSG00000254419;ENSG00000270279	0	NA	NA	NA	0
ENSCAFG00845014962	1	one_to_one	ENSG00000277287	0	NA	NA	NA	0
ENSCAFG00845017179	1	one_to_one	ENSG00000233017	0	NA	NA	NA	0
ENSCAFG00845017267	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	one_to_one	lncgDivg	ENSG00000272050	0
ENSCAFG00845017277	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	many_to_one	lincDivg	ENSG00000289548	0
ENSCAFG00845017322	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	many_to_one	lincDivg	ENSG00000289548	0
ENSCAFG00845017394	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	many_to_many	lincSS.up	ENSG00000289634;ENSG00000174407;ENSG00000229882;ENSG00000264490	0
ENSCAFG00845017436	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	many_to_many	lincSS.up	ENSG00000289634;ENSG00000174407;ENSG00000229882;ENSG00000264490	0
ENSCAFG00845017477	1	many_to_many_sameNumber	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	many_to_many	lincSS.up	ENSG00000289634;ENSG00000174407;ENSG00000229882;ENSG00000264490	0
ENSCAFG00845017290	1	many_to_many_sameNumber	ENSG00000232121;ENSG00000260542;ENSG00000273812;ENSG00000167046;ENSG00000174403	1	many_to_many_strict	lincSS.up	ENSG00000260542;ENSG00000174403	0
ENSCAFG00845017300	1	many_to_many_sameNumber	ENSG00000232121;ENSG00000260542;ENSG00000273812;ENSG00000167046;ENSG00000174403	1	many_to_many_strict	lincSS.up	ENSG00000260542;ENSG00000174403	0
ENSCAFG00845017408	1	many_to_many_sameNumber	ENSG00000232121;ENSG00000260542;ENSG00000273812;ENSG00000167046;ENSG00000174403	1	many_to_many	lincDivg	ENSG00000232121;ENSG00000273812	0
ENSCAFG00845017427	1	many_to_many_sameNumber	ENSG00000232121;ENSG00000260542;ENSG00000273812;ENSG00000167046;ENSG00000174403	1	many_to_many	lincDivg	ENSG00000232121;ENSG00000273812	0
ENSCAFG00845017452	1	many_to_many_sameNumber	ENSG00000232121;ENSG00000260542;ENSG00000273812;ENSG00000167046;ENSG00000174403	1	many_to_many	lincDivg	ENSG00000232121;ENSG00000273812	0
ENSCAFG00845017730	1	one_to_many	ENSG00000223669;ENSG00000228705	1	one_to_one	lincConv	ENSG00000228705	1
ENSCAFG00845021023	1	one_to_one	ENSG00000277692	0	NA	NA	NA	1
ENSCAFG00845022966	1	one_to_one	ENSG00000289872	0	NA	NA	NA	1
ENSCAFG00845024891	1	many_to_many_DifferentNumber	ENSG00000286740;ENSG00000232738;ENSG00000286470;ENSG00000243961	0	NA	NA	NA	1
ENSCAFG00845024909	1	many_to_many_DifferentNumber	ENSG00000286740;ENSG00000232738;ENSG00000286470;ENSG00000243961	0	NA	NA	NA	1
ENSCAFG00845026607	1	one_to_one	ENSG00000234693	0	NA	NA	NA	1
ENSCAFG00845026978	1	one_to_many	ENSG00000224711;ENSG00000232271	0	NA	NA	NA	0
ENSCAFG00845027463	1	one_to_one	ENSG00000225280	1	one_to_one	lncgDivg	ENSG00000225280	1
ENSCAFG00845027755	1	one_to_one	ENSG00000227964	0	NA	NA	NA	1
ENSCAFG00845027957	1	one_to_many	ENSG00000234948;ENSG00000232294;ENSG00000287511	0	NA	NA	NA	0
ENSCAFG00845027941	1	one_to_many	ENSG00000286250;ENSG00000232286;ENSG00000225785;ENSG00000232465	0	NA	NA	NA	0
ENSCAFG00845028085	1	one_to_many	ENSG00000226995;ENSG00000205181;ENSG00000225640	0	NA	NA	NA	0
ENSCAFG00845028074	1	many_to_many_DifferentNumber	ENSG00000276688;ENSG00000230563;ENSG00000266908;ENSG00000235820	0	NA	NA	NA	0
ENSCAFG00845028099	1	many_to_many_DifferentNumber	ENSG00000276688;ENSG00000230563;ENSG00000266908;ENSG00000235820	1	one_to_many	lincConv	ENSG00000235820;ENSG00000230563	0
ENSCAFG00845028262	1	many_to_many_sameNumber	ENSG00000235415;ENSG00000287886	0	NA	NA	NA	0
ENSCAFG00845028276	1	many_to_many_sameNumber	ENSG00000235415;ENSG00000287886	0	NA	NA	NA	0
ENSCAFG00845029338	1	one_to_many	ENSG00000235996;ENSG00000179447;ENSG00000232675;ENSG00000268628	0	NA	NA	NA	1
ENSCAFG00845029930	1	one_to_many	ENSG00000230324;ENSG00000287983;ENSG00000286083	0	NA	NA	NA	1
ENSCAFG00845013844	1	one_to_many	ENSG00000256973;ENSG00000257023	0	NA	NA	NA	1
ENSCAFG00845015985	1	many_to_many_DifferentNumber	ENSG00000256499;ENSG00000256879;ENSG00000287075	0	NA	NA	NA	1
ENSCAFG00845015996	1	many_to_many_DifferentNumber	ENSG00000256499;ENSG00000256879;ENSG00000287075	0	NA	NA	NA	0
ENSCAFG00845019847	1	many_to_one	ENSG00000255565	0	NA	NA	NA	1
ENSCAFG00845019860	1	many_to_one	ENSG00000255565	0	NA	NA	NA	1
ENSCAFG00845022917	1	one_to_one	ENSG00000257042	0	NA	NA	NA	1
ENSCAFG00845023152	1	one_to_many	ENSG00000286869;ENSG00000180861	1	one_to_one	lincConv	ENSG00000286869	0
ENSCAFG00845023236	1	many_to_one	ENSG00000283138	0	NA	NA	NA	0
ENSCAFG00845023254	1	many_to_one	ENSG00000283138	0	NA	NA	NA	0
ENSCAFG00845024324	1	one_to_many	ENSG00000250899;ENSG00000289980	1	one_to_one	lncgSS.dw	ENSG00000250899	0
ENSCAFG00845024548	1	one_to_one	ENSG00000245311	1	one_to_one	lncgConv	ENSG00000245311	1
ENSCAFG00845024560	1	one_to_one	ENSG00000288971	1	one_to_one	lncgSS.dw	ENSG00000288971	1
ENSCAFG00845026787	1	one_to_many	ENSG00000257925;ENSG00000247774	0	NA	NA	NA	0
ENSCAFG00845026881	1	many_to_one	ENSG00000274723	0	NA	NA	NA	1
ENSCAFG00845026901	1	many_to_one	ENSG00000274723	0	NA	NA	NA	1
ENSCAFG00845027256	1	one_to_many	ENSG00000255746;ENSG00000261799	1	one_to_one	lncgSS.dw	ENSG00000261799	1
ENSCAFG00845030349	1	many_to_one	ENSG00000284513	0	NA	NA	NA	1
ENSCAFG00845030360	1	many_to_one	ENSG00000284513	0	NA	NA	NA	1
ENSCAFG00845030378	1	many_to_many_DifferentNumber	ENSG00000286866;ENSG00000287835	0	NA	NA	NA	1
ENSCAFG00845030393	1	many_to_many_DifferentNumber	ENSG00000286866;ENSG00000287835	0	NA	NA	NA	1
ENSCAFG00845030397	1	many_to_many_DifferentNumber	ENSG00000286866;ENSG00000287835	0	NA	NA	NA	1
ENSCAFG00845030409	1	many_to_many_DifferentNumber	ENSG00000286866;ENSG00000287835	0	NA	NA	NA	1
ENSCAFG00845030418	1	many_to_many_DifferentNumber	ENSG00000286866;ENSG00000287835	0	NA	NA	NA	1
ENSCAFG00845030384	1	many_to_many_DifferentNumber	ENSG00000256654;ENSG00000255608	0	NA	NA	NA	1
ENSCAFG00845030388	1	many_to_many_DifferentNumber	ENSG00000256654;ENSG00000255608	0	NA	NA	NA	1
ENSCAFG00845030403	1	many_to_many_DifferentNumber	ENSG00000256654;ENSG00000255608	0	NA	NA	NA	1
ENSCAFG00845030436	1	one_to_one	ENSG00000256988	0	NA	NA	NA	1
ENSCAFG00845030528	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030536	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030544	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030553	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030557	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030560	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030568	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030569	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845030581	1	many_to_one	ENSG00000274682	0	NA	NA	NA	1
ENSCAFG00845015144	1	many_to_one	ENSG00000289417	0	NA	NA	NA	0
ENSCAFG00845015152	1	many_to_one	ENSG00000289417	0	NA	NA	NA	0
ENSCAFG00845015158	1	many_to_one	ENSG00000289417	0	NA	NA	NA	0
ENSCAFG00845015134	1	one_to_one	ENSG00000228213	0	NA	NA	NA	0
ENSCAFG00845015549	1	one_to_one	ENSG00000229102	0	NA	NA	NA	1
ENSCAFG00845016159	1	many_to_many_sameNumber	ENSG00000242539;ENSG00000272699	0	NA	NA	NA	1
ENSCAFG00845016198	1	many_to_many_sameNumber	ENSG00000242539;ENSG00000272699	0	NA	NA	NA	1
ENSCAFG00845018092	1	many_to_one	ENSG00000239205	1	one_to_one	lincSS.dw	ENSG00000239205	1
ENSCAFG00845018104	1	many_to_one	ENSG00000239205	0	NA	NA	NA	1
ENSCAFG00845018201	1	one_to_one	ENSG00000244128	0	NA	NA	NA	1
ENSCAFG00845018715	1	one_to_one	ENSG00000241669	0	NA	NA	NA	0
ENSCAFG00845021437	1	one_to_one	ENSG00000239219	0	NA	NA	NA	1
ENSCAFG00845021575	1	many_to_one	ENSG00000240373	0	NA	NA	NA	0
ENSCAFG00845021593	1	many_to_one	ENSG00000240373	0	NA	NA	NA	0
ENSCAFG00845021883	1	one_to_one	ENSG00000231724	0	NA	NA	NA	1
ENSCAFG00845021899	1	one_to_many	ENSG00000232233;ENSG00000289971	1	one_to_one	lincDivg	ENSG00000289971	1
ENSCAFG00845023287	1	one_to_one	ENSG00000288794	1	one_to_one	lncgSS.dw	ENSG00000288794	1
ENSCAFG00845023293	1	one_to_many	ENSG00000224563;ENSG00000234076	0	NA	NA	NA	1
ENSCAFG00845023791	1	many_to_one	ENSG00000248677	0	NA	NA	NA	0
ENSCAFG00845023802	1	many_to_one	ENSG00000248677	0	NA	NA	NA	1
ENSCAFG00845024835	1	one_to_many	ENSG00000248137;ENSG00000250716;ENSG00000248118	1	one_to_one	lncgDivg	ENSG00000259603	0
ENSCAFG00845014581	1	many_to_many_DifferentNumber	ENSG00000253238;ENSG00000254205	1	one_to_one	lincDivg	ENSG00000253238	0
ENSCAFG00845014605	1	many_to_many_DifferentNumber	ENSG00000253238;ENSG00000254205	0	NA	NA	NA	0
ENSCAFG00845014615	1	many_to_many_DifferentNumber	ENSG00000253238;ENSG00000254205	0	NA	NA	NA	0
ENSCAFG00845014566	1	many_to_one	ENSG00000251867	0	NA	NA	NA	0
ENSCAFG00845014576	1	many_to_one	ENSG00000251867	0	NA	NA	NA	0
ENSCAFG00845014584	1	many_to_one	ENSG00000251867	0	NA	NA	NA	0
ENSCAFG00845014595	1	many_to_one	ENSG00000251867	0	NA	NA	NA	0
ENSCAFG00845014794	1	many_to_many_DifferentNumber	ENSG00000254177;ENSG00000254060;ENSG00000289242;ENSG00000253214	1	many_to_many	lincDivg	ENSG00000289242;ENSG00000253214	1
ENSCAFG00845014799	1	many_to_many_DifferentNumber	ENSG00000254177;ENSG00000254060;ENSG00000289242;ENSG00000253214	1	many_to_many	lincDivg	ENSG00000289242;ENSG00000253214	1
ENSCAFG00845014805	1	many_to_many_DifferentNumber	ENSG00000254177;ENSG00000254060;ENSG00000289242;ENSG00000253214	1	many_to_many	lincDivg	ENSG00000289242;ENSG00000253214	1
ENSCAFG00845014811	1	many_to_many_DifferentNumber	ENSG00000254177;ENSG00000254060;ENSG00000289242;ENSG00000253214	1	many_to_many	lincDivg	ENSG00000289242;ENSG00000253214	1
ENSCAFG00845014816	1	many_to_many_DifferentNumber	ENSG00000254177;ENSG00000254060;ENSG00000289242;ENSG00000253214	1	many_to_many	lincDivg	ENSG00000289242;ENSG00000253214	1
ENSCAFG00845015239	1	one_to_one	ENSG00000261437	0	NA	NA	NA	1
ENSCAFG00845018793	1	one_to_one	ENSG00000253138	0	NA	NA	NA	1
ENSCAFG00845021889	1	one_to_many	ENSG00000254020;ENSG00000253682;ENSG00000253634;ENSG00000288005;ENSG00000248858;ENSG00000253749	0	NA	NA	NA	0
ENSCAFG00845027503	1	one_to_many	ENSG00000215117;ENSG00000253871;ENSG00000253301;ENSG00000253614;ENSG00000253821;ENSG00000205293;ENSG00000254139;ENSG00000287301	0	NA	NA	NA	1
ENSCAFG00845027546	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	0	NA	NA	NA	1
ENSCAFG00845027556	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027561	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027568	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027574	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027579	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027589	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027596	1	many_to_many_DifferentNumber	ENSG00000253322;ENSG00000253376	1	many_to_one	lincDivg	ENSG00000253376	1
ENSCAFG00845027617	1	many_to_many_DifferentNumber	ENSG00000253523;ENSG00000253116;ENSG00000288041;ENSG00000253281	0	NA	NA	NA	0
ENSCAFG00845027620	1	many_to_many_DifferentNumber	ENSG00000253523;ENSG00000253116;ENSG00000288041;ENSG00000253281	0	NA	NA	NA	0
ENSCAFG00845028568	1	one_to_many	ENSG00000287788;ENSG00000286701;ENSG00000288761	1	one_to_one	lncgSS.up	ENSG00000286701	1
ENSCAFG00845028711	1	one_to_one	ENSG00000253474	0	NA	NA	NA	1
ENSCAFG00845028668	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028671	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028673	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028682	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028684	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	0
ENSCAFG00845028687	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028692	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028704	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028717	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	0
ENSCAFG00845028726	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028732	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028744	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028754	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028767	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	1
ENSCAFG00845028774	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	0	NA	NA	NA	0
ENSCAFG00845028782	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028784	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028793	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028799	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028807	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028818	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028825	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028831	1	many_to_many_DifferentNumber	ENSG00000253206;ENSG00000253380;ENSG00000253484;ENSG00000271148;ENSG00000289095	1	many_to_one	lincDivg	ENSG00000253484	1
ENSCAFG00845028686	1	one_to_one	ENSG00000255289	1	one_to_one	lincSS.up	ENSG00000255289	1
ENSCAFG00845029431	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029440	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029451	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029456	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029462	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029477	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029483	1	many_to_many_DifferentNumber	ENSG00000254314;ENSG00000253551;ENSG00000253924	0	NA	NA	NA	0
ENSCAFG00845029487	1	one_to_one	ENSG00000253416	1	one_to_one	lincSS.dw	ENSG00000253416	0
ENSCAFG00845029504	1	one_to_one	ENSG00000254266	0	NA	NA	NA	0
ENSCAFG00845029547	1	one_to_one	ENSG00000260398	1	one_to_one	lncgSS.dw	ENSG00000260398	0
ENSCAFG00845029682	1	one_to_many	ENSG00000253834;ENSG00000285971;ENSG00000251127	1	one_to_many	lncgDivg	ENSG00000285971;ENSG00000287105;ENSG00000254050	0
ENSCAFG00845029781	1	one_to_many	ENSG00000254050;ENSG00000287105	0	NA	NA	NA	0
ENSCAFG00845029810	1	many_to_one	ENSG00000253121	1	many_to_one	lncgDivg	ENSG00000253121	0
ENSCAFG00845029816	1	many_to_one	ENSG00000253121	1	many_to_one	lncgDivg	ENSG00000253121	0
ENSCAFG00845029829	1	many_to_one	ENSG00000253121	0	NA	NA	NA	0
ENSCAFG00845016732	1	one_to_one	ENSG00000235823	0	NA	NA	NA	0
ENSCAFG00845023836	1	one_to_one	ENSG00000235010	0	NA	NA	NA	0
ENSCAFG00845026732	1	one_to_one	ENSG00000274685	0	NA	NA	NA	1
ENSCAFG00845026793	1	one_to_one	ENSG00000229418	0	NA	NA	NA	1
ENSCAFG00845027310	1	one_to_one	ENSG00000285712	0	NA	NA	NA	0
ENSCAFG00845027448	1	one_to_one	ENSG00000287326	0	NA	NA	NA	1
ENSCAFG00845027810	1	one_to_one	ENSG00000235470	1	one_to_many	lncgDivg	ENSG00000235470;ENSG00000287419	1
ENSCAFG00845028275	1	one_to_many	ENSG00000227374;ENSG00000283141	0	NA	NA	NA	1
ENSCAFG00845029145	1	one_to_one	ENSG00000289580	1	one_to_one	lncgDivg	ENSG00000289580	1
ENSCAFG00845029885	1	one_to_many	ENSG00000260917;ENSG00000225292	1	one_to_one	lncgSS.dw	ENSG00000260917	1
ENSCAFG00845029891	1	one_to_many	ENSG00000285676;ENSG00000233340	1	one_to_one	lncgConv	ENSG00000285676	1
ENSCAFG00845030389	1	one_to_one	ENSG00000234393	0	NA	NA	NA	1
ENSCAFG00845030961	1	one_to_one	ENSG00000285582	0	NA	NA	NA	1
ENSCAFG00845016419	1	many_to_one	ENSG00000274874	0	NA	NA	NA	1
ENSCAFG00845016429	1	many_to_one	ENSG00000274874	0	NA	NA	NA	1
ENSCAFG00845016479	1	many_to_one	ENSG00000274874	0	NA	NA	NA	1
ENSCAFG00845016502	1	many_to_one	ENSG00000274874	0	NA	NA	NA	1
ENSCAFG00845020310	1	one_to_one	ENSG00000258323	1	one_to_one	lncgDivg	ENSG00000258323	0
ENSCAFG00845022462	1	one_to_one	ENSG00000178803	0	NA	NA	NA	0
ENSCAFG00845023946	1	one_to_one	ENSG00000212694	1	one_to_one	lncgSS.up	ENSG00000212694	1
ENSCAFG00845023963	1	one_to_many	ENSG00000272849;ENSG00000274292	0	NA	NA	NA	1
ENSCAFG00845024262	1	one_to_one	ENSG00000257935	1	one_to_one	lncgDivg	ENSG00000257935	1
ENSCAFG00845025143	1	many_to_many_sameNumber	ENSG00000236617;ENSG00000250790	0	NA	NA	NA	0
ENSCAFG00845025179	1	many_to_many_sameNumber	ENSG00000236617;ENSG00000250790	1	one_to_many	lncgDivg	ENSG00000236617;ENSG00000250790	1
