lncRNAid_Mus_musculus	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSMUSG00000085398	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085399	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085403	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085405	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085407	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085408	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085412	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085413	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085414	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085419	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085420	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085427	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085428	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085429	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085430	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085433	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085434	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085436	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085437	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085438	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085439	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085440	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085445	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085450	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085451	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085453	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085456	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085465	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085467	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085469	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085472	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085485	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085492	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085495	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085498	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085502	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085509	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085511	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085514	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085516	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085517	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085519	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085524	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085538	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085540	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085541	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085542	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085543	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085546	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085548	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085553	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085555	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085558	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085563	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085564	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085566	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085578	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085585	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085589	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085592	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085594	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085599	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085600	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085606	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085609	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085612	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085614	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085615	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085620	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085623	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085624	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085628	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085629	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085631	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085634	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085643	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085645	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085649	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085653	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085654	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085655	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085656	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085658	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085660	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085669	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085672	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085673	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085675	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085676	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085677	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085678	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085687	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085688	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085689	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085690	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085691	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085695	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085696	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085701	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085702	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085710	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085712	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085713	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085714	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085715	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085717	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085719	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085720	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085721	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085725	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085728	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085731	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085732	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085734	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085735	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085739	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085741	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085742	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085743	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085745	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085747	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085748	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085750	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085760	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085762	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085763	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085765	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085766	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085767	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085768	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085774	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085776	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085779	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085781	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085796	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085797	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085802	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085803	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085806	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085810	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085816	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085817	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085819	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085824	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085826	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085828	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085831	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085833	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085834	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085837	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085838	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085839	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085843	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085844	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085846	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085853	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085856	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085858	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085863	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085865	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085869	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085870	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085872	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085873	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085875	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085881	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085884	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085885	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085886	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085889	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085890	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085894	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085896	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085900	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085902	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085912	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085913	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085920	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085921	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085923	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085928	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085929	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085932	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085941	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085944	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085950	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085951	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085952	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085955	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085956	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085958	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085961	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085962	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085967	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085969	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085972	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085975	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085976	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085984	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085992	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085995	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000085996	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086000	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086007	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086010	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086012	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086013	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086014	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086015	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086016	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086018	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086021	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086029	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086035	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086036	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086042	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086043	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086047	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086052	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086053	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086054	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086055	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086058	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086061	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086067	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086069	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086070	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086071	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086077	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086078	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086080	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086083	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086090	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086095	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086096	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086098	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086103	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086107	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086108	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086112	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086119	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086121	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086122	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086126	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086134	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086135	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086139	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086140	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086144	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086145	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086150	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086152	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086154	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086155	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086159	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086160	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086165	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086166	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086168	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086173	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086175	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086181	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086184	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086185	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086187	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086189	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086190	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086199	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086205	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086206	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086209	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086211	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086219	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086220	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086224	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086231	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086234	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086237	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086239	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086241	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086243	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086245	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086247	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086248	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086254	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086255	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086256	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086266	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086267	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086269	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086273	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086275	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086284	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086287	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086288	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086291	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086293	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086296	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086297	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086298	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086306	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086308	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086311	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086312	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086313	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086320	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086321	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086328	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086329	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086333	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086336	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086337	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086340	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086341	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086342	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086346	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086347	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086350	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086356	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086358	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086368	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086381	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086384	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086385	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086386	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086389	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086390	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086392	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086395	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086396	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086401	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086404	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086407	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086421	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086424	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086426	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086427	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086429	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086430	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086433	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086434	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086441	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086442	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086443	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086444	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086445	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086446	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086448	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086449	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086450	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086451	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086453	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086454	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086459	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086462	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086464	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086468	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086472	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086479	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086480	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086482	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086485	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086486	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086490	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086493	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086495	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086496	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086498	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086499	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086500	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086503	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086504	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086507	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086509	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086517	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086522	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086523	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086526	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086527	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086529	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086533	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086539	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086542	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086544	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086546	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086547	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086548	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086550	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086552	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086556	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086558	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086559	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086569	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086575	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086578	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086584	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086585	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086586	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086588	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086589	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086591	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086592	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086593	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086595	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086600	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086601	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086603	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086604	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086606	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086607	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086608	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086612	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086614	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086620	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086625	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086629	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086630	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000086631	0	NA	NA	0	NA	NA	NA	1
