lncRNAid_Canis_lupus_familiaris	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSCAFG00845015643	1	one_to_one	ENSMUSG00000116573	0	NA	NA	NA	0
ENSCAFG00845022125	1	one_to_one	ENSMUSG00000120214	0	NA	NA	NA	1
ENSCAFG00845024047	1	many_to_one	ENSMUSG00000120744	0	NA	NA	NA	1
ENSCAFG00845024063	1	many_to_one	ENSMUSG00000120744	1	one_to_one	lncgSS.dw	ENSMUSG00000120744	1
ENSCAFG00845025389	1	one_to_one	ENSMUSG00000099429	0	NA	NA	NA	1
ENSCAFG00845028287	1	one_to_one	ENSMUSG00000120962	0	NA	NA	NA	0
ENSCAFG00845030781	1	many_to_many_sameNumber	ENSMUSG00000116570;ENSMUSG00000116951;ENSMUSG00000116581	1	many_to_many	lincSS.dw	ENSMUSG00000116951;ENSMUSG00000116581	1
ENSCAFG00845030804	1	many_to_many_sameNumber	ENSMUSG00000116570;ENSMUSG00000116951;ENSMUSG00000116581	1	many_to_many	lincSS.dw	ENSMUSG00000116951;ENSMUSG00000116581	1
ENSCAFG00845030811	1	many_to_many_sameNumber	ENSMUSG00000116570;ENSMUSG00000116951;ENSMUSG00000116581	1	many_to_many	lincSS.dw	ENSMUSG00000116951;ENSMUSG00000116581	1
ENSCAFG00845030802	1	many_to_many_sameNumber	ENSMUSG00000116546;ENSMUSG00000116737	1	many_to_one	lincConv	ENSMUSG00000116737	1
ENSCAFG00845030807	1	many_to_many_sameNumber	ENSMUSG00000116546;ENSMUSG00000116737	1	many_to_one	lincConv	ENSMUSG00000116737	1
ENSCAFG00845017029	1	one_to_one	ENSMUSG00000087061	0	NA	NA	NA	1
ENSCAFG00845019596	1	many_to_many_DifferentNumber	ENSMUSG00000087504;ENSMUSG00000100303;ENSMUSG00000121212	0	NA	NA	NA	1
ENSCAFG00845019608	1	many_to_many_DifferentNumber	ENSMUSG00000087504;ENSMUSG00000100303;ENSMUSG00000121212	0	NA	NA	NA	1
ENSCAFG00845019631	1	many_to_many_DifferentNumber	ENSMUSG00000087504;ENSMUSG00000100303;ENSMUSG00000121212	1	many_to_one	lincSS.up	ENSMUSG00000121212	1
ENSCAFG00845019779	1	many_to_many_DifferentNumber	ENSMUSG00000087504;ENSMUSG00000100303;ENSMUSG00000121212	1	many_to_one	lincSS.up	ENSMUSG00000121212	1
ENSCAFG00845019586	1	many_to_many_sameNumber	ENSMUSG00000087333;ENSMUSG00000086044;ENSMUSG00000086576;ENSMUSG00000120684	0	NA	NA	NA	1
ENSCAFG00845019618	1	many_to_many_sameNumber	ENSMUSG00000087333;ENSMUSG00000086044;ENSMUSG00000086576;ENSMUSG00000120684	0	NA	NA	NA	1
ENSCAFG00845019650	1	many_to_many_sameNumber	ENSMUSG00000087333;ENSMUSG00000086044;ENSMUSG00000086576;ENSMUSG00000120684	0	NA	NA	NA	1
ENSCAFG00845019794	1	many_to_many_sameNumber	ENSMUSG00000087333;ENSMUSG00000086044;ENSMUSG00000086576;ENSMUSG00000120684	0	NA	NA	NA	1
ENSCAFG00845027092	1	one_to_many	ENSMUSG00000121035;ENSMUSG00000121134	0	NA	NA	NA	0
ENSCAFG00845027032	1	many_to_one	ENSMUSG00000120236	0	NA	NA	NA	0
ENSCAFG00845027042	1	many_to_one	ENSMUSG00000120236	1	many_to_one	lincConv	ENSMUSG00000120236	0
ENSCAFG00845027055	1	many_to_one	ENSMUSG00000120236	1	many_to_one	lincConv	ENSMUSG00000120236	0
ENSCAFG00845027064	1	many_to_one	ENSMUSG00000120236	1	many_to_one	lincConv	ENSMUSG00000120236	0
ENSCAFG00845027444	1	one_to_one	ENSMUSG00000087455	0	NA	NA	NA	0
ENSCAFG00845028545	1	many_to_many_sameNumber	ENSMUSG00000087570;ENSMUSG00000064263	1	many_to_one	lincSS.up	ENSMUSG00000064263	0
ENSCAFG00845028553	1	many_to_many_sameNumber	ENSMUSG00000087570;ENSMUSG00000064263	1	many_to_one	lincSS.up	ENSMUSG00000064263	0
ENSCAFG00845028758	1	many_to_many_DifferentNumber	ENSMUSG00000086641;ENSMUSG00000084794	0	NA	NA	NA	0
ENSCAFG00845028768	1	many_to_many_DifferentNumber	ENSMUSG00000086641;ENSMUSG00000084794	0	NA	NA	NA	0
ENSCAFG00845028776	1	many_to_many_DifferentNumber	ENSMUSG00000086641;ENSMUSG00000084794	0	NA	NA	NA	0
ENSCAFG00845028898	1	one_to_many	ENSMUSG00000086196;ENSMUSG00000087283	0	NA	NA	NA	1
ENSCAFG00845030193	1	one_to_many	ENSMUSG00000087681;ENSMUSG00000087422	1	one_to_one	lincSS.up	ENSMUSG00000087681	0
ENSCAFG00845017058	1	one_to_one	ENSMUSG00000121280	0	NA	NA	NA	1
ENSCAFG00845019690	1	one_to_many	ENSMUSG00000087514;ENSMUSG00000100354	1	one_to_one	lincSS.dw	ENSMUSG00000100354	0
ENSCAFG00845020033	1	one_to_many	ENSMUSG00000100815;ENSMUSG00000099954	0	NA	NA	NA	0
ENSCAFG00845020314	1	one_to_many	ENSMUSG00000100811;ENSMUSG00000100426	0	NA	NA	NA	0
ENSCAFG00845021946	1	many_to_one	ENSMUSG00000101895	0	NA	NA	NA	1
ENSCAFG00845021969	1	many_to_one	ENSMUSG00000101895	0	NA	NA	NA	1
ENSCAFG00845025062	1	one_to_many	ENSMUSG00000101112;ENSMUSG00000101812;ENSMUSG00000100429	0	NA	NA	NA	0
ENSCAFG00845027949	1	one_to_many	ENSMUSG00000099945;ENSMUSG00000087022	0	NA	NA	NA	0
ENSCAFG00845027922	1	many_to_many_DifferentNumber	ENSMUSG00000101429;ENSMUSG00000120334;ENSMUSG00000097519	1	many_to_one	lncgSS.up	ENSMUSG00000120334	0
ENSCAFG00845027930	1	many_to_many_DifferentNumber	ENSMUSG00000101429;ENSMUSG00000120334;ENSMUSG00000097519	1	many_to_one	lncgSS.up	ENSMUSG00000120334	0
ENSCAFG00845030631	1	one_to_many	ENSMUSG00000100827;ENSMUSG00000100553	0	NA	NA	NA	0
ENSCAFG00845016765	1	one_to_one	ENSMUSG00000114370	0	NA	NA	NA	0
ENSCAFG00845017101	1	many_to_one	ENSMUSG00000086363	1	many_to_one	lincDivg	ENSMUSG00000086363	0
ENSCAFG00845017123	1	many_to_one	ENSMUSG00000086363	1	many_to_one	lincDivg	ENSMUSG00000086363	0
ENSCAFG00845017130	1	many_to_one	ENSMUSG00000086363	0	NA	NA	NA	0
ENSCAFG00845018004	1	many_to_many_sameNumber	ENSMUSG00000114638;ENSMUSG00000114866	0	NA	NA	NA	1
ENSCAFG00845018018	1	many_to_many_sameNumber	ENSMUSG00000114638;ENSMUSG00000114866	0	NA	NA	NA	1
ENSCAFG00845017983	1	one_to_one	ENSMUSG00000114331	0	NA	NA	NA	1
ENSCAFG00845018135	1	one_to_many	ENSMUSG00000113998;ENSMUSG00000113185	0	NA	NA	NA	1
ENSCAFG00845019052	1	one_to_one	ENSMUSG00000114270	0	NA	NA	NA	1
ENSCAFG00845019046	1	one_to_one	ENSMUSG00000114647	0	NA	NA	NA	1
ENSCAFG00845020833	1	one_to_many	ENSMUSG00000097373;ENSMUSG00000114914;ENSMUSG00000114552;ENSMUSG00000114585	0	NA	NA	NA	1
ENSCAFG00845021056	1	one_to_many	ENSMUSG00000085759;ENSMUSG00000099672;ENSMUSG00000100071;ENSMUSG00000113856	0	NA	NA	NA	0
ENSCAFG00845022121	1	one_to_one	ENSMUSG00000120366	0	NA	NA	NA	0
ENSCAFG00845023137	1	one_to_many	ENSMUSG00000114121;ENSMUSG00000110016	0	NA	NA	NA	1
ENSCAFG00845024895	1	one_to_one	ENSMUSG00000114752	0	NA	NA	NA	1
ENSCAFG00845027683	1	many_to_one	ENSMUSG00000104245	0	NA	NA	NA	1
ENSCAFG00845027688	1	many_to_one	ENSMUSG00000104245	0	NA	NA	NA	1
ENSCAFG00845027692	1	many_to_one	ENSMUSG00000104245	0	NA	NA	NA	1
ENSCAFG00845028234	1	many_to_one	ENSMUSG00000103690	0	NA	NA	NA	1
ENSCAFG00845028245	1	many_to_one	ENSMUSG00000103690	1	many_to_one	lincSS.dw	ENSMUSG00000103690	1
ENSCAFG00845028269	1	many_to_one	ENSMUSG00000103690	1	many_to_one	lincSS.dw	ENSMUSG00000103690	1
ENSCAFG00845028299	1	one_to_many	ENSMUSG00000103449;ENSMUSG00000119954	0	NA	NA	NA	1
ENSCAFG00845005912	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000101700	1
ENSCAFG00845005712	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000097082	0
ENSCAFG00845027451	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000097082	0
ENSCAFG00845005320	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000114787	1
ENSCAFG00845005325	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000114787	1
ENSCAFG00845005315	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000114787	1
ENSCAFG00845030508	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000117890	1
ENSCAFG00845022979	0	NA	NA	1	one_to_many	lincConv	ENSMUSG00000098206;ENSMUSG00000098243	1
ENSCAFG00845029051	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000106334	1
ENSCAFG00845021980	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000101608	0
ENSCAFG00845021968	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000101608	0
ENSCAFG00845020052	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000111146	0
ENSCAFG00845023947	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000120706	0
ENSCAFG00845016439	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000093535	0
ENSCAFG00845001708	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000110467	0
ENSCAFG00845028611	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000084802	1
ENSCAFG00845022177	0	NA	NA	1	one_to_many	lincConv	ENSMUSG00000087647;ENSMUSG00000085740	1
ENSCAFG00845028902	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000120726	1
ENSCAFG00845001172	0	NA	NA	1	one_to_one	lincConv	ENSMUSG00000118352	0
ENSCAFG00845004462	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000085892	0
ENSCAFG00845004493	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000085892	0
ENSCAFG00845004486	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000085892	0
ENSCAFG00845004470	0	NA	NA	1	many_to_one	lincConv	ENSMUSG00000085892	0
ENSCAFG00845021997	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000120517	0
ENSCAFG00845008214	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000100496;ENSMUSG00000086349	1
ENSCAFG00845008226	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000100496;ENSMUSG00000086349	1
ENSCAFG00845005851	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000113580;ENSMUSG00000113548	0
ENSCAFG00845005842	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000113580;ENSMUSG00000113548	0
ENSCAFG00845023181	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000116725	0
ENSCAFG00845019932	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845019893	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845019904	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845019942	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845019915	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845019958	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000116769	0
ENSCAFG00845004812	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000117868	0
ENSCAFG00845002310	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000118020	1
ENSCAFG00845015499	0	NA	NA	1	one_to_many	lincDivg	ENSMUSG00000086804;ENSMUSG00000086732	0
ENSCAFG00845001870	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001772	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001811	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001817	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001849	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001792	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001779	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845001857	0	NA	NA	1	many_to_many	lincDivg	ENSMUSG00000100711;ENSMUSG00000100182	1
ENSCAFG00845007953	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000115545	1
ENSCAFG00845022967	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000106845	1
ENSCAFG00845022973	0	NA	NA	1	many_to_one	lincDivg	ENSMUSG00000106845	1
ENSCAFG00845029920	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000086370	1
ENSCAFG00845001405	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000110634	0
ENSCAFG00845010420	0	NA	NA	1	one_to_many	lincDivg	ENSMUSG00000111225;ENSMUSG00000111014	0
ENSCAFG00845030254	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000121167	1
ENSCAFG00845006787	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000111666	1
ENSCAFG00845004412	0	NA	NA	1	one_to_many	lincDivg	ENSMUSG00000115015;ENSMUSG00000115690	1
ENSCAFG00845006577	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000108875	0
ENSCAFG00845010736	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000112629	0
ENSCAFG00845004802	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000097980	0
ENSCAFG00845016219	0	NA	NA	1	one_to_many	lincDivg	ENSMUSG00000104763;ENSMUSG00000106437	1
ENSCAFG00845030897	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000119973	1
ENSCAFG00845022291	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000085025	0
ENSCAFG00845002719	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000108311;ENSMUSG00000120135;ENSMUSG00000108724	0
ENSCAFG00845002714	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000108311;ENSMUSG00000120135;ENSMUSG00000108724	0
ENSCAFG00845002709	0	NA	NA	1	many_to_many_strict	lincDivg	ENSMUSG00000108311;ENSMUSG00000120135;ENSMUSG00000108724	0
ENSCAFG00845013845	0	NA	NA	1	one_to_one	lincDivg	ENSMUSG00000100335	1
ENSCAFG00845004791	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000117570	0
ENSCAFG00845004796	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000117570	0
ENSCAFG00845024131	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000107737	1
ENSCAFG00845010646	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000086707	0
ENSCAFG00845010660	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000086707	0
ENSCAFG00845005327	0	NA	NA	1	one_to_many	lincSS.dw	ENSMUSG00000114200;ENSMUSG00000114623	1
ENSCAFG00845012649	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000097039	0
ENSCAFG00845012589	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000097039	0
ENSCAFG00845019637	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000115970	1
ENSCAFG00845030880	0	NA	NA	1	many_to_many_strict	lincSS.dw	ENSMUSG00000118178;ENSMUSG00000117655	1
ENSCAFG00845030878	0	NA	NA	1	many_to_many_strict	lincSS.dw	ENSMUSG00000118178;ENSMUSG00000117655	1
ENSCAFG00845020062	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000111192	0
ENSCAFG00845003575	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000120678	0
ENSCAFG00845003570	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000120678	0
ENSCAFG00845020598	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000108421	1
ENSCAFG00845006077	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000112246	0
ENSCAFG00845009050	0	NA	NA	1	many_to_many_strict	lincSS.dw	ENSMUSG00000109419;ENSMUSG00000053979	0
ENSCAFG00845009060	0	NA	NA	1	many_to_many_strict	lincSS.dw	ENSMUSG00000109419;ENSMUSG00000053979	0
ENSCAFG00845005022	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000037535	0
ENSCAFG00845012139	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000117044	1
ENSCAFG00845027767	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000101028	0
ENSCAFG00845027697	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000101028	0
ENSCAFG00845021449	0	NA	NA	1	one_to_many	lincSS.dw	ENSMUSG00000112481;ENSMUSG00000112501	0
ENSCAFG00845021384	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000114695	0
ENSCAFG00845011168	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000100943	1
ENSCAFG00845011159	0	NA	NA	1	many_to_one	lincSS.dw	ENSMUSG00000100943	1
ENSCAFG00845017486	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000120245	0
ENSCAFG00845003665	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000120447	1
ENSCAFG00845013133	0	NA	NA	1	one_to_one	lincSS.dw	ENSMUSG00000104529	1
ENSCAFG00845030688	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000107013	1
ENSCAFG00845005579	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000097676	1
ENSCAFG00845022844	0	NA	NA	1	one_to_many	lincSS.up	ENSMUSG00000085046;ENSMUSG00000085618	1
ENSCAFG00845004813	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000109248	1
ENSCAFG00845023880	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000111366	0
ENSCAFG00845023906	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000111366	0
ENSCAFG00845013863	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000112470	1
ENSCAFG00845003835	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000113453	0
ENSCAFG00845025224	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000120611	0
ENSCAFG00845014572	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000116380	0
ENSCAFG00845024046	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000092341	0
ENSCAFG00845024060	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000092341	0
ENSCAFG00845018024	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000120928	0
ENSCAFG00845006763	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000109733	0
ENSCAFG00845010698	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000121037	1
ENSCAFG00845018902	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000111803	1
ENSCAFG00845008967	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000110925	1
ENSCAFG00845016970	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000097018	1
ENSCAFG00845020760	0	NA	NA	1	one_to_many	lincSS.up	ENSMUSG00000112400;ENSMUSG00000112599	0
ENSCAFG00845016501	0	NA	NA	1	one_to_many	lincSS.up	ENSMUSG00000110665;ENSMUSG00000110604	1
ENSCAFG00845017643	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000097302	1
ENSCAFG00845017654	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000097302	1
ENSCAFG00845007888	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000101600	0
ENSCAFG00845007872	0	NA	NA	1	many_to_one	lincSS.up	ENSMUSG00000101600	0
ENSCAFG00845029454	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000120363	0
ENSCAFG00845000562	0	NA	NA	1	one_to_one	lincSS.up	ENSMUSG00000097738	0
ENSCAFG00845027339	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000069785	1
ENSCAFG00845018871	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000010492	1
ENSCAFG00845003724	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000087590	0
ENSCAFG00845024033	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000097665	1
ENSCAFG00845008731	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000085319	1
ENSCAFG00845001910	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000086128	1
ENSCAFG00845022254	0	NA	NA	1	one_to_one	lncgConv	ENSMUSG00000085135	0
ENSCAFG00845016555	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000091238	1
ENSCAFG00845027810	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000118127;ENSMUSG00000117659	1
ENSCAFG00845020481	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000120886	1
ENSCAFG00845006899	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSMUSG00000084910;ENSMUSG00000086027	0
ENSCAFG00845006972	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSMUSG00000084910;ENSMUSG00000086027	0
ENSCAFG00845029298	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000075335	1
ENSCAFG00845029373	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000120470	0
ENSCAFG00845025179	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000105541	1
ENSCAFG00845004914	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000109420;ENSMUSG00000121222	1
ENSCAFG00845004944	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000109341	0
ENSCAFG00845013855	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000112684	1
ENSCAFG00845028878	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085326	0
ENSCAFG00845009182	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000112763	0
ENSCAFG00845017845	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000113654	0
ENSCAFG00845028220	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000114917	1
ENSCAFG00845018340	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000113170	1
ENSCAFG00845003833	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000113459	0
ENSCAFG00845017086	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000098682	1
ENSCAFG00845011361	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000120401	0
ENSCAFG00845011782	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000121209	1
ENSCAFG00845004142	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000114511;ENSMUSG00000114306;ENSMUSG00000120137	0
ENSCAFG00845012049	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085575	1
ENSCAFG00845022927	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000097413	0
ENSCAFG00845002071	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000093628	1
ENSCAFG00845020648	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000101242	1
ENSCAFG00845007905	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085862	1
ENSCAFG00845018049	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000086954;ENSMUSG00000085496	0
ENSCAFG00845001682	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000087411	1
ENSCAFG00845027822	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000092492;ENSMUSG00000110373	0
ENSCAFG00845021146	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085416	1
ENSCAFG00845009640	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000090194	1
ENSCAFG00845020623	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000108148	1
ENSCAFG00845005014	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085236	0
ENSCAFG00845020891	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000084984	0
ENSCAFG00845008952	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000053889	1
ENSCAFG00845001229	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000110755	1
ENSCAFG00845020663	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000111629	0
ENSCAFG00845025097	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000053821	0
ENSCAFG00845006662	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000120285	0
ENSCAFG00845008404	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000114357	1
ENSCAFG00845010438	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000112350	0
ENSCAFG00845013464	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000085418;ENSMUSG00000112555;ENSMUSG00000084764;ENSMUSG00000085454	1
ENSCAFG00845010409	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000056031	0
ENSCAFG00845017649	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000045238	0
ENSCAFG00845030524	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000115858	1
ENSCAFG00845018059	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000117994	1
ENSCAFG00845007159	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000085192	1
ENSCAFG00845030436	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000097596	0
ENSCAFG00845016096	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000038491	1
ENSCAFG00845013253	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000106588;ENSMUSG00000105534	0
ENSCAFG00845003795	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000115433	1
ENSCAFG00845023476	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000097040	0
ENSCAFG00845004019	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000086375;ENSMUSG00000087245	0
ENSCAFG00845029939	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000104559	1
ENSCAFG00845000144	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000089866	1
ENSCAFG00845026192	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000101674	1
ENSCAFG00845027482	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000089707	0
ENSCAFG00845029682	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000086017	1
ENSCAFG00845003649	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000110166	0
