lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000106000	1	many_to_many_DifferentNumber	ENSG00000248802;ENSG00000248187;ENSG00000273077	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106005	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000228086	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000106013	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106015	1	one_to_one	ENSG00000257025	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106019	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000231310	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000106020	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106023	1	many_to_many_DifferentNumber	ENSG00000285782;ENSG00000236268;ENSG00000234953;ENSG00000236676;ENSG00000233290;ENSG00000233008	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106032	1	one_to_many	ENSG00000249602;ENSG00000268288	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106036	1	many_to_one	ENSG00000288736	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000106052	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106053	1	one_to_one	ENSG00000235446	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106054	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106056	1	many_to_one	ENSG00000229043	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000106057	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106061	1	many_to_one	ENSG00000232536	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106063	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000106064	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106069	1	many_to_many_DifferentNumber	ENSG00000245384;ENSG00000250670;ENSG00000248373	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845027473	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106070	1	many_to_one	ENSG00000287217	1	one_to_one	lincDivg	ENSG00000287217	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000106082	1	one_to_one	ENSG00000286092	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106086	1	many_to_one	ENSG00000232021	1	one_to_one	lncgDivg	ENSG00000232021	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106093	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106095	1	many_to_one	ENSG00000232021	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106099	1	many_to_many_DifferentNumber	ENSG00000237435;ENSG00000271252;ENSG00000233907;ENSG00000287919;ENSG00000228971	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845014363	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000106109	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106112	0	NA	NA	1	one_to_many	lincSS.dw	ENSG00000251002;ENSG00000259054	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000106120	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106121	1	many_to_one	ENSG00000285698	1	one_to_one	lncgSS.dw	ENSG00000285698	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106125	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106127	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106136	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106137	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106139	1	many_to_many_DifferentNumber	ENSG00000248242;ENSG00000251259	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845027521;ENSCAFG00845027534;ENSCAFG00845027542	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106140	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106144	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106157	1	many_to_many_DifferentNumber	ENSG00000225598;ENSG00000224326;ENSG00000282898;ENSG00000285409;ENSG00000288822	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106162	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106164	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106168	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106184	1	many_to_one	ENSG00000235202	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000106194	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106197	1	many_to_many_sameNumber	ENSG00000226172;ENSG00000239216	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845006137	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000106202	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106210	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106212	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106218	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106223	1	many_to_many_DifferentNumber	ENSG00000248802;ENSG00000248187;ENSG00000273077	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106227	1	many_to_one	ENSG00000271427	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000106229	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106230	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106232	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106235	1	many_to_many_DifferentNumber	ENSG00000256494;ENSG00000249873;ENSG00000256971;ENSG00000256643;ENSG00000287311;ENSG00000256551;ENSG00000287365;ENSG00000276487;ENSG00000286386;ENSG00000255944;ENSG00000249345;ENSG00000256292;ENSG00000256022;ENSG00000287339;ENSG00000256362;ENSG00000286662;ENSG00000288523;ENSG00000256732;ENSG00000256128;ENSG00000256001;ENSG00000249267	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106237	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106245	1	many_to_one	ENSG00000249815	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106249	1	many_to_one	ENSG00000232021	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106251	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106255	1	one_to_many	ENSG00000249171;ENSG00000250546;ENSG00000248749	1	one_to_one	lincConv	ENSG00000249171	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106261	1	one_to_one	ENSG00000256152	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106263	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106266	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106269	0	NA	NA	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845028639;ENSCAFG00845028654	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106270	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106275	1	many_to_many_DifferentNumber	ENSG00000249196;ENSG00000256699;ENSG00000286394;ENSG00000286246;ENSG00000256298;ENSG00000256906;ENSG00000276122	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106280	1	one_to_many	ENSG00000286147;ENSG00000249613	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106285	1	many_to_many_DifferentNumber	ENSG00000285782;ENSG00000236268;ENSG00000234953;ENSG00000236676;ENSG00000233290;ENSG00000233008	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106287	1	many_to_one	ENSG00000215866	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106293	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106296	0	NA	NA	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845028029	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106300	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106306	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845025469	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106311	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106317	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106319	1	many_to_one	ENSG00000251442	1	one_to_one	lincSS.dw	ENSG00000251442	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106321	0	NA	NA	1	one_to_one	lincDivg	ENSG00000203645	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000106333	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106334	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845029051	1	3	0	1	2
ENSMUSG00000106341	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000106352	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106357	1	many_to_one	ENSG00000251442	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106365	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106367	1	many_to_one	ENSG00000286758	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019287;ENSCAFG00845019310	1	one_to_many	lincSS.dw	ENSCAFG00845019287;ENSCAFG00845019310	0	3	2	1	0
ENSMUSG00000106371	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000106378	1	many_to_many_DifferentNumber	ENSG00000256494;ENSG00000249873;ENSG00000256971;ENSG00000256643;ENSG00000287311;ENSG00000256551;ENSG00000287365;ENSG00000276487;ENSG00000286386;ENSG00000255944;ENSG00000249345;ENSG00000256292;ENSG00000256022;ENSG00000287339;ENSG00000256362;ENSG00000286662;ENSG00000288523;ENSG00000256732;ENSG00000256128;ENSG00000256001;ENSG00000249267	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106395	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000234215	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000106396	1	one_to_one	ENSG00000289483	1	one_to_one	lncgDivg	ENSG00000289483	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106398	1	many_to_one	ENSG00000286150	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106407	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106415	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106422	1	many_to_many_DifferentNumber	ENSG00000249184;ENSG00000251455;ENSG00000251249;ENSG00000286720;ENSG00000248991;ENSG00000245954	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106424	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106426	1	one_to_many	ENSG00000228420;ENSG00000261055	0	NA	NA	NA	0	1	one_to_many	ENSCAFG00845002398;ENSCAFG00845002404	1	one_to_one	lincDivg	ENSCAFG00845002404	1	4	2	1	1
ENSMUSG00000106432	0	NA	NA	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106437	1	many_to_one	ENSG00000249815	1	many_to_one	lincDivg	ENSG00000249815	1	0	NA	NA	1	many_to_one	lincDivg	ENSCAFG00845016219	1	5	1	2	2
ENSMUSG00000106443	0	NA	NA	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106466	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106472	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106483	1	many_to_many_DifferentNumber	ENSG00000287406;ENSG00000287015	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106492	1	many_to_many_DifferentNumber	ENSG00000251260;ENSG00000180769;ENSG00000286189	1	many_to_many	lncgDivg	ENSG00000286189;ENSG00000251260;ENSG00000180769	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106501	1	many_to_many_DifferentNumber	ENSG00000248360;ENSG00000251412;ENSG00000247624;ENSG00000250497;ENSG00000288951	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106503	1	one_to_one	ENSG00000288781	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000106505	1	many_to_many_DifferentNumber	ENSG00000253170;ENSG00000287841;ENSG00000248510	1	one_to_one	lincConv	ENSG00000253170	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106507	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106515	1	many_to_many_DifferentNumber	ENSG00000285462;ENSG00000235011;ENSG00000260322;ENSG00000285179;ENSG00000234184	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106519	1	many_to_many_DifferentNumber	ENSG00000242012;ENSG00000242512;ENSG00000286453;ENSG00000240478;ENSG00000238837	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106522	1	one_to_one	ENSG00000256064	1	one_to_one	lncgSS.up	ENSG00000256064	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106524	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000106525	1	many_to_many_DifferentNumber	ENSG00000241231;ENSG00000239381;ENSG00000289435	1	many_to_one	lincDivg	ENSG00000239381	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000106526	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106538	1	one_to_one	ENSG00000248545	1	one_to_one	lincSS.up	ENSG00000248545	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106543	0	NA	NA	1	one_to_one	lncgSS.up	ENSG00000237738	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000106547	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106550	1	many_to_many_DifferentNumber	ENSG00000237505;ENSG00000227290	1	many_to_one	lncgDivg	ENSG00000237505	0	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000106554	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106555	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106577	1	one_to_one	ENSG00000223685	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106583	1	many_to_many_DifferentNumber	ENSG00000260091;ENSG00000250950;ENSG00000291203	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106588	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSG00000286742;ENSG00000237819	0	0	NA	NA	1	many_to_one	lncgDivg	ENSCAFG00845013253	0	2	0	2	0
ENSMUSG00000106594	1	one_to_many	ENSG00000287372;ENSG00000229201	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106598	1	many_to_many_DifferentNumber	ENSG00000249413;ENSG00000272304;ENSG00000248479;ENSG00000251527;ENSG00000250846	1	one_to_one	lincDivg	ENSG00000248479	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000106602	1	one_to_many	ENSG00000248238;ENSG00000249441;ENSG00000251048	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106617	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106632	1	one_to_many	ENSG00000271992;ENSG00000229051	1	one_to_one	lincConv	ENSG00000229051	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000106634	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106636	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106639	0	NA	NA	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845005807;ENSCAFG00845005816	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106644	1	many_to_many_DifferentNumber	ENSG00000214043;ENSG00000255595;ENSG00000189238;ENSG00000275212;ENSG00000284848;ENSG00000256193;ENSG00000286016;ENSG00000256659;ENSG00000255998;ENSG00000256286;ENSG00000256597;ENSG00000287112;ENSG00000286791;ENSG00000278266;ENSG00000287622;ENSG00000286922;ENSG00000255945;ENSG00000286209	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106647	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106656	1	many_to_one	ENSG00000287081	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106659	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000279110;ENSG00000279548;ENSG00000279085;ENSG00000203280;ENSG00000279006	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000106663	1	many_to_many_sameNumber	ENSG00000214650;ENSG00000289940	1	many_to_one	lncgDivg	ENSG00000214650	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106674	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106679	1	many_to_many_DifferentNumber	ENSG00000283083;ENSG00000249334	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106688	0	NA	NA	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845012817	1	one_to_one	lincSS.up	ENSCAFG00845012817	0	2	1	1	0
ENSMUSG00000106692	1	many_to_one	ENSG00000277151	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845014857	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000106698	1	one_to_one	ENSG00000245928	1	one_to_one	lncgDivg	ENSG00000245928	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106708	1	many_to_many_DifferentNumber	ENSG00000257519;ENSG00000257517;ENSG00000257958;ENSG00000257781;ENSG00000286991;ENSG00000257817;ENSG00000258108;ENSG00000257726	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106709	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106710	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106718	1	many_to_one	ENSG00000248221	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106719	1	many_to_one	ENSG00000237637	1	one_to_many	lncgDivg	ENSG00000287904;ENSG00000237637	0	1	many_to_one	ENSCAFG00845015730	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000106726	1	many_to_one	ENSG00000249727	1	one_to_one	lincConv	ENSG00000249727	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106733	1	many_to_many_DifferentNumber	ENSG00000232643;ENSG00000122043	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106737	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106738	1	many_to_one	ENSG00000237637	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845015730	1	one_to_one	lncgConv	ENSCAFG00845015730	0	3	2	1	0
ENSMUSG00000106740	1	many_to_one	ENSG00000290234	1	one_to_one	lincConv	ENSG00000290234	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106741	0	NA	NA	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845002396;ENSCAFG00845002400	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106745	1	many_to_many_DifferentNumber	ENSG00000271579;ENSG00000283459;ENSG00000276308;ENSG00000257407;ENSG00000276972;ENSG00000257683;ENSG00000287982	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106750	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106754	1	one_to_many	ENSG00000251256;ENSG00000248317;ENSG00000250646	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845012013	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000106756	1	many_to_one	ENSG00000287060	1	many_to_one	lincDivg	ENSG00000287060	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106760	1	many_to_many_sameNumber	ENSG00000251264;ENSG00000250456	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106764	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106777	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106783	1	many_to_one	ENSG00000288944	1	one_to_one	lincSS.up	ENSG00000288944	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106788	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106791	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106794	0	NA	NA	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845002396;ENSCAFG00845002400	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106795	1	many_to_many_DifferentNumber	ENSG00000258254;ENSG00000255399	1	one_to_one	lncgDivg	ENSG00000255399	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000106797	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106807	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106808	1	one_to_one	ENSG00000251009	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106820	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
