PCG.Canis_lupus_familiaris	lncRNA.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSCAFG00845011111	ENSCAFG00845011060	lncgDivg	1.1.1	84	ENSG00000160551	ENSG00000264808	lncgDivg	n.n.1	0
ENSCAFG00845011164	ENSCAFG00845011148	lncgSS.dw	1.1.1	3440	ENSG00000165495	ENSG00000259290	lncgSS.dw	n.1.1	0
ENSCAFG00845011255	ENSCAFG00845011293	lncgConv	1.1.1	2151	ENSG00000205279	ENSG00000248799	lncgConv	1.1.1	0
ENSCAFG00845011316	ENSCAFG00845011623	lncgSS.dw	1.1.1	41	ENSG00000069020	ENSG00000249057	lncgSS.dw	1.1.1	0
ENSCAFG00845011368	ENSCAFG00845011449	lncgSS.up	1.1.1	2272	ENSG00000110713	ENSG00000289468	lncgSS.up	1.1.1	0
ENSCAFG00845011393	ENSCAFG00845011476	lincSS.dw	n.1.1	26853	ENSG00000179104	ENSG00000258338	lincSS.dw	1.1.1	36720
ENSCAFG00845011398	ENSCAFG00845011464	lncgDivg	1.1.1	316	ENSG00000093000	ENSG00000226328	lncgDivg	n.1.1	11302
ENSCAFG00845011487	ENSCAFG00845011168	lincSS.dw	1.1.1	39576	ENSG00000196090	ENSG00000228959	lincSS.dw	1.1.1	57274
ENSCAFG00845011487	ENSCAFG00845011159	lincSS.dw	1.1.1	82356	ENSG00000196090	ENSG00000228959	lincSS.dw	1.1.1	57274
ENSCAFG00845011756	ENSCAFG00845011703	lncgSS.up	n.1.1	4838	ENSG00000176619	ENSG00000267201	lncgSS.up	1.1.1	1976
ENSCAFG00845011762	ENSCAFG00845012132	lincDivg	1.1.1	12550	ENSG00000175866	ENSG00000262873	lincDivg	n.n.n	7043
ENSCAFG00845011762	ENSCAFG00845012132	lincDivg	1.1.1	12550	ENSG00000175866	ENSG00000262098	lincDivg	1.1.1	9619
ENSCAFG00845011785	ENSCAFG00845011883	lincSS.dw	1.1.1	35230	ENSG00000133627	ENSG00000286565	lincSS.dw	1.1.1	69855
ENSCAFG00845011785	ENSCAFG00845011950	lincSS.dw	1.1.1	37332	ENSG00000133627	ENSG00000286565	lincSS.dw	1.1.1	69855
ENSCAFG00845011790	ENSCAFG00845011946	lncgDivg	1.1.1	527	ENSG00000137494	ENSG00000254551	lncgDivg	1.1.1	0
ENSCAFG00845011818	ENSCAFG00845011782	lncgDivg	1.1.1	1	ENSG00000087903	ENSG00000267262	lncgDivg	n.1.1	0
ENSCAFG00845011818	ENSCAFG00845011782	lncgDivg	1.1.1	1	ENSG00000087903	ENSG00000267299	lncgDivg	1.1.1	0
ENSCAFG00845011856	ENSCAFG00845011966	lincConv	1.1.1	8324	ENSG00000151413	ENSG00000257472	lincConv	1.1.1	64577
ENSCAFG00845011856	ENSCAFG00845011999	lincConv	1.1.1	45586	ENSG00000151413	ENSG00000257472	lincConv	1.1.1	64577
ENSCAFG00845011856	ENSCAFG00845011990	lincSS.dw	1.1.1	45565	ENSG00000151413	ENSG00000258474	lincSS.dw	1.1.1	83629
ENSCAFG00845011856	ENSCAFG00845011974	lincSS.dw	1.1.1	8333	ENSG00000151413	ENSG00000258474	lincSS.dw	1.1.1	83629
ENSCAFG00845011916	ENSCAFG00845012031	lncgSS.up	n.1.1	26552	ENSG00000124749	ENSG00000227602	lncgSS.up	1.1.1	0
ENSCAFG00845012014	ENSCAFG00845012181	lincSS.up	1.1.1	82284	ENSG00000145321	ENSG00000248567	lincSS.up	1.1.1	17264
ENSCAFG00845012045	ENSCAFG00845012010	lincSS.up	1.1.1	10365	ENSG00000100852	ENSG00000258386	lincSS.up	1.1.1	57429
ENSCAFG00845012052	ENSCAFG00845012224	lincDivg	1.1.1	11813	ENSG00000186654	ENSG00000234300	lincDivg	1.1.1	43128
ENSCAFG00845012083	ENSCAFG00845012013	lncgConv	1.1.1	38	ENSG00000128052	ENSG00000250646	lncgConv	1.1.1	0
ENSCAFG00845012097	ENSCAFG00845012148	lincSS.up	1.1.1	15327	ENSG00000179776	ENSG00000286928	lincSS.up	1.1.1	31484
ENSCAFG00845012116	ENSCAFG00845012058	lncgSS.up	1.1.1	194	ENSG00000170558	ENSG00000274578	lncgSS.up	1.1.1	0
ENSCAFG00845012255	ENSCAFG00845012265	lincConv	1.1.1	11391	ENSG00000188636	ENSG00000232655	lincConv	1.1.1	47795
ENSCAFG00845012283	ENSCAFG00845012389	lncgSS.dw	n.1.1	32038	ENSG00000174099	ENSG00000250280	lncgSS.dw	1.1.1	0
ENSCAFG00845012434	ENSCAFG00845005652	lncgDivg	1.1.1	1435	ENSG00000132466	ENSG00000250220	lncgDivg	1.1.1	411
ENSCAFG00845012475	ENSCAFG00845012441	lincDivg	n.1.1	40247	ENSG00000136997	ENSG00000286010	lincDivg	1.1.1	64444
ENSCAFG00845012475	ENSCAFG00845012649	lincSS.dw	1.1.1	47755	ENSG00000136997	ENSG00000249859	lincSS.dw	n.1.1	51575
ENSCAFG00845012475	ENSCAFG00845012589	lincSS.dw	n.1.1	45154	ENSG00000136997	ENSG00000249859	lincSS.dw	n.1.1	51575
ENSCAFG00845012599	ENSCAFG00845012572	lincDivg	1.1.1	41118	ENSG00000134504	ENSG00000263677	lincDivg	n.1.1	28553
ENSCAFG00845012599	ENSCAFG00845012476	lincDivg	1.1.1	57075	ENSG00000134504	ENSG00000263677	lincDivg	n.1.1	28553
ENSCAFG00845012599	ENSCAFG00845012467	lincSS.up	1.1.1	69205	ENSG00000134504	ENSG00000265369	lincSS.up	1.1.1	30220
ENSCAFG00845012599	ENSCAFG00845012457	lincSS.up	1.1.1	83821	ENSG00000134504	ENSG00000265369	lincSS.up	1.1.1	30220
ENSCAFG00845012599	ENSCAFG00845012482	lincSS.up	1.1.1	41118	ENSG00000134504	ENSG00000265369	lincSS.up	1.1.1	30220
ENSCAFG00845012599	ENSCAFG00845012579	lincSS.up	1.1.1	23143	ENSG00000134504	ENSG00000265369	lincSS.up	1.1.1	30220
ENSCAFG00845012621	ENSCAFG00845012545	lncgDivg	1.1.1	77	ENSG00000122203	ENSG00000250909	lncgDivg	1.1.1	0
ENSCAFG00845012621	ENSCAFG00845012545	lncgDivg	1.1.1	77	ENSG00000122203	ENSG00000251414	lncgDivg	1.1.1	0
ENSCAFG00845012661	ENSCAFG00845012774	lncgDivg	n.1.1	772	ENSG00000141314	ENSG00000287506	lncgDivg	1.1.1	428
ENSCAFG00845012661	ENSCAFG00845012774	lncgDivg	n.1.1	772	ENSG00000141314	ENSG00000263674	lncgDivg	1.1.1	0
ENSCAFG00845012691	ENSCAFG00845012730	lincSS.dw	1.1.1	10696	ENSG00000171246	ENSG00000260369	lincSS.dw	1.1.1	12105
ENSCAFG00845012692	ENSCAFG00845012813	lncgDivg	1.1.1	1662	ENSG00000160953	ENSG00000267755	lncgDivg	n.1.1	0
ENSCAFG00845012790	ENSCAFG00845012720	lncgSS.dw	1.1.1	1168	ENSG00000167258	ENSG00000273576	lncgSS.dw	1.1.1	2008
ENSCAFG00845012859	ENSCAFG00845012942	lncgDivg	1.1.1	2470	ENSG00000157212	ENSG00000273344	lncgDivg	1.1.1	297
ENSCAFG00845012859	ENSCAFG00845012942	lncgDivg	1.1.1	2470	ENSG00000157212	ENSG00000273183	lncgDivg	1.1.1	0
ENSCAFG00845012859	ENSCAFG00845012942	lncgDivg	1.1.1	2470	ENSG00000157212	ENSG00000272760	lncgDivg	1.1.1	0
ENSCAFG00845012859	ENSCAFG00845012921	lncgDivg	n.1.1	1142	ENSG00000157212	ENSG00000273344	lncgDivg	1.1.1	297
ENSCAFG00845012859	ENSCAFG00845012921	lncgDivg	n.1.1	1142	ENSG00000157212	ENSG00000273183	lncgDivg	1.1.1	0
ENSCAFG00845012859	ENSCAFG00845012921	lncgDivg	n.1.1	1142	ENSG00000157212	ENSG00000272760	lncgDivg	1.1.1	0
ENSCAFG00845012881	ENSCAFG00845012801	lncgDivg	1.1.1	304	ENSG00000185513	ENSG00000226143	lncgDivg	1.1.1	0
ENSCAFG00845013026	ENSCAFG00845012799	lncgConv	1.1.1	846	ENSG00000175356	ENSG00000253973	lncgConv	n.1.n	0
ENSCAFG00845013039	ENSCAFG00845013054	lncgDivg	1.1.1	1829	ENSG00000053328	ENSG00000287268	lncgDivg	1.1.1	0
ENSCAFG00845013048	ENSCAFG00845013280	lncgDivg	1.1.1	1169	ENSG00000173068	ENSG00000230694	lncgDivg	1.1.1	0
ENSCAFG00845013048	ENSCAFG00845013280	lncgDivg	1.1.1	1169	ENSG00000173068	ENSG00000231756	lncgDivg	1.1.1	0
ENSCAFG00845013048	ENSCAFG00845013280	lncgDivg	1.1.1	1169	ENSG00000173068	ENSG00000234779	lncgDivg	1.1.1	0
ENSCAFG00845013083	ENSCAFG00845013254	lincDivg	1.1.1	12193	ENSG00000022567	ENSG00000254291	lincDivg	1.1.1	17825
ENSCAFG00845013083	ENSCAFG00845013114	lncgSS.up	n.1.1	2975	ENSG00000022567	ENSG00000253307	lncgSS.up	1.1.1	0
ENSCAFG00845013162	ENSCAFG00845016009	lincDivg	1.1.1	27634	ENSG00000170485	ENSG00000228488	lincDivg	1.1.1	97257
ENSCAFG00845013162	ENSCAFG00845015993	lincDivg	1.1.1	11600	ENSG00000170485	ENSG00000228488	lincDivg	1.1.1	97257
ENSCAFG00845013162	ENSCAFG00845016003	lincSS.up	1.1.1	11666	ENSG00000170485	ENSG00000286737	lincSS.up	1.1.1	72748
ENSCAFG00845013162	ENSCAFG00845016020	lincSS.up	1.1.1	27678	ENSG00000170485	ENSG00000286737	lincSS.up	1.1.1	72748
ENSCAFG00845013162	ENSCAFG00845015981	lncgDivg	1.1.1	3379	ENSG00000170485	ENSG00000230140	lncgDivg	n.n.1	0
ENSCAFG00845013162	ENSCAFG00845015974	lncgSS.up	1.1.1	3378	ENSG00000170485	ENSG00000289077	lncgSS.up	1.1.1	1042
ENSCAFG00845013226	ENSCAFG00845013253	lncgDivg	1.1.1	1218	ENSG00000105810	ENSG00000286742	lncgDivg	n.1.1	0
ENSCAFG00845013226	ENSCAFG00845013253	lncgDivg	1.1.1	1218	ENSG00000105810	ENSG00000237819	lncgDivg	n.n.1	0
ENSCAFG00845013226	ENSCAFG00845013242	lncgSS.up	1.1.1	278	ENSG00000105810	ENSG00000287932	lncgSS.up	1.1.1	0
ENSCAFG00845013341	ENSCAFG00845013455	lincSS.up	1.1.1	9513	ENSG00000129691	ENSG00000286677	lincSS.up	1.1.1	6205
ENSCAFG00845013341	ENSCAFG00845013455	lincSS.up	1.1.1	9513	ENSG00000129691	ENSG00000272128	lincSS.up	1.1.1	5562
ENSCAFG00845013396	ENSCAFG00845013442	lncgConv	1.1.1	583	ENSG00000163637	ENSG00000241111	lncgConv	1.1.1	0
ENSCAFG00845013576	ENSCAFG00845013541	lincSS.up	1.1.1	28177	ENSG00000183454	ENSG00000285543	lincSS.up	1.1.1	31856
ENSCAFG00845013616	ENSCAFG00845013543	lncgDivg	1.1.1	4532	ENSG00000173406	ENSG00000235038	lncgDivg	1.1.1	0
ENSCAFG00845013616	ENSCAFG00845013543	lncgDivg	1.1.1	4532	ENSG00000173406	ENSG00000226759	lncgDivg	n.1.1	0
ENSCAFG00845013616	ENSCAFG00845013543	lncgDivg	1.1.1	4532	ENSG00000173406	ENSG00000227935	lncgDivg	1.1.1	0
ENSCAFG00845013634	ENSCAFG00845013660	lncgConv	1.1.1	1781	ENSG00000127334	ENSG00000235872	lncgConv	1.1.1	0
ENSCAFG00845013638	ENSCAFG00845013756	lincSS.dw	1.1.1	10436	ENSG00000075884	ENSG00000236356	lincSS.dw	1.1.1	31115
ENSCAFG00845013721	ENSCAFG00845013760	lincSS.up	1.1.1	19018	ENSG00000130675	ENSG00000236102	lincSS.up	1.1.1	47046
ENSCAFG00845013721	ENSCAFG00845013752	lncgDivg	n.n.n	2137	ENSG00000130675	ENSG00000235029	lncgDivg	1.1.1	0
ENSCAFG00845013721	ENSCAFG00845013752	lncgDivg	n.n.n	2137	ENSG00000130675	ENSG00000243479	lncgDivg	1.1.1	142
ENSCAFG00845013724	ENSCAFG00845013609	lincSS.dw	1.1.1	31291	ENSG00000171045	ENSG00000287332	lincSS.dw	1.1.1	26553
ENSCAFG00845013765	ENSCAFG00845013941	lincSS.dw	n.1.1	59587	ENSG00000118492	ENSG00000227748	lincSS.dw	n.1.1	39521
ENSCAFG00845013778	ENSCAFG00845013757	lncgDivg	1.1.1	39	ENSG00000174780	ENSG00000289393	lncgDivg	1.1.1	39
ENSCAFG00845013780	ENSCAFG00845013863	lincSS.up	1.1.1	29503	ENSG00000111554	ENSG00000273824	lincSS.up	1.1.1	93950
ENSCAFG00845013831	ENSCAFG00845013845	lincDivg	n.1.1	40630	ENSG00000183779	ENSG00000253344	lincDivg	1.1.1	21395
ENSCAFG00845013831	ENSCAFG00845013845	lincDivg	n.1.1	40630	ENSG00000183779	ENSG00000254306	lincDivg	1.1.1	69909
ENSCAFG00845013831	ENSCAFG00845013845	lincDivg	n.1.1	40630	ENSG00000183779	ENSG00000254290	lincDivg	n.1.1	95924
ENSCAFG00845013920	ENSCAFG00845013909	lincSS.dw	1.1.1	13127	ENSG00000113648	ENSG00000249647	lincSS.dw	n.1.1	86202
ENSCAFG00845013960	ENSCAFG00845013851	lincDivg	1.1.1	5137	ENSG00000111731	ENSG00000250166	lincDivg	n.n.1	0
ENSCAFG00845014187	ENSCAFG00845014068	lincSS.dw	n.1.1	25718	ENSG00000156687	ENSG00000253452	lincSS.dw	n.1.1	65573
ENSCAFG00845014238	ENSCAFG00845014174	lncgConv	1.1.1	2488	ENSG00000117602	ENSG00000264443	lncgConv	1.1.1	0
ENSCAFG00845014242	ENSCAFG00845014177	lincConv	1.1.1	26556	ENSG00000155093	ENSG00000223872	lincConv	n.1.1	35148
ENSCAFG00845014242	ENSCAFG00845014177	lincConv	1.1.1	26556	ENSG00000155093	ENSG00000234210	lincConv	1.1.1	39340
ENSCAFG00845014242	ENSCAFG00845014177	lincConv	1.1.1	26556	ENSG00000155093	ENSG00000233191	lincConv	n.1.1	20398
ENSCAFG00845014314	ENSCAFG00845014275	lncgDivg	1.1.1	293	ENSG00000137145	ENSG00000272842	lncgDivg	1.1.1	0
ENSCAFG00845014314	ENSCAFG00845014275	lncgDivg	1.1.1	293	ENSG00000137145	ENSG00000232978	lncgDivg	1.1.1	0
ENSCAFG00845014364	ENSCAFG00845005529	lincSS.dw	1.1.1	6596	ENSG00000150471	ENSG00000288659	lincSS.dw	n.1.1	55431
ENSCAFG00845014364	ENSCAFG00845005520	lncgConv	1.1.1	498	ENSG00000150471	ENSG00000248692	lncgConv	n.n.1	0
ENSCAFG00845014365	ENSCAFG00845014357	lncgSS.dw	1.1.1	319	ENSG00000116017	ENSG00000275162	lncgSS.dw	1.1.1	0
ENSCAFG00845014422	ENSCAFG00845014409	lncgSS.dw	1.1.1	1035	ENSG00000152078	ENSG00000231992	lncgSS.dw	1.1.1	0
ENSCAFG00845014452	ENSCAFG00845014581	lincDivg	1.1.1	89558	ENSG00000076554	ENSG00000253238	lincDivg	n.n.n	34675
ENSCAFG00845014465	ENSCAFG00845013964	lincSS.up	1.1.1	87885	ENSG00000164506	ENSG00000196634	lincSS.up	1.1.1	23188
ENSCAFG00845014681	ENSCAFG00845014652	lncgDivg	n.1.1	320	ENSG00000188822	ENSG00000232557	lncgDivg	1.1.1	0
ENSCAFG00845014739	ENSCAFG00845014726	lncgSS.dw	1.1.1	2394	ENSG00000154719	ENSG00000260583	lncgSS.dw	1.1.1	2330
ENSCAFG00845014770	ENSCAFG00845014816	lincDivg	1.1.1	50967	ENSG00000076641	ENSG00000289242	lincDivg	1.1.1	49329
ENSCAFG00845014770	ENSCAFG00845014816	lincDivg	1.1.1	50967	ENSG00000076641	ENSG00000253214	lincDivg	n.1.1	37039
ENSCAFG00845014770	ENSCAFG00845014794	lincDivg	1.1.1	8329	ENSG00000076641	ENSG00000289242	lincDivg	1.1.1	49329
ENSCAFG00845014770	ENSCAFG00845014794	lincDivg	1.1.1	8329	ENSG00000076641	ENSG00000253214	lincDivg	n.1.1	37039
ENSCAFG00845014770	ENSCAFG00845014805	lincDivg	1.1.1	33701	ENSG00000076641	ENSG00000289242	lincDivg	1.1.1	49329
ENSCAFG00845014770	ENSCAFG00845014805	lincDivg	1.1.1	33701	ENSG00000076641	ENSG00000253214	lincDivg	n.1.1	37039
ENSCAFG00845014770	ENSCAFG00845014811	lincDivg	1.1.1	40583	ENSG00000076641	ENSG00000289242	lincDivg	1.1.1	49329
ENSCAFG00845014770	ENSCAFG00845014811	lincDivg	1.1.1	40583	ENSG00000076641	ENSG00000253214	lincDivg	n.1.1	37039
ENSCAFG00845014770	ENSCAFG00845014799	lincDivg	1.1.1	26692	ENSG00000076641	ENSG00000289242	lincDivg	1.1.1	49329
ENSCAFG00845014770	ENSCAFG00845014799	lincDivg	1.1.1	26692	ENSG00000076641	ENSG00000253214	lincDivg	n.1.1	37039
ENSCAFG00845014772	ENSCAFG00845014620	lncgDivg	1.1.1	528	ENSG00000124155	ENSG00000277022	lncgDivg	1.1.1	0
ENSCAFG00845014800	ENSCAFG00845014778	lncgDivg	1.1.1	187	ENSG00000070423	ENSG00000267666	lncgDivg	1.1.1	249
ENSCAFG00845014831	ENSCAFG00845014849	lincSS.dw	n.1.1	11343	ENSG00000235568	ENSG00000229891	lincSS.dw	n.1.1	11117
ENSCAFG00845014958	ENSCAFG00845014882	lincConv	1.1.1	7248	ENSG00000083642	ENSG00000226968	lincConv	1.1.1	99412
ENSCAFG00845015006	ENSCAFG00845014930	lncgDivg	1.1.1	2699	ENSG00000158106	ENSG00000254389	lncgDivg	1.1.1	328
ENSCAFG00845015064	ENSCAFG00845014895	lncgDivg	1.1.1	157	ENSG00000138758	ENSG00000289586	lncgDivg	n.1.1	112
ENSCAFG00845015085	ENSCAFG00845015067	lincSS.up	1.1.1	6933	ENSG00000117318	ENSG00000285802	lincSS.up	1.1.1	16935
ENSCAFG00845015149	ENSCAFG00845015108	lincConv	1.1.1	7136	ENSG00000197056	ENSG00000284640	lincConv	1.1.1	25656
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000242767	lncgDivg	1.1.1	0
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000241560	lncgDivg	n.n.1	0
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000288896	lncgDivg	1.1.1	483
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000242880	lncgDivg	n.1.1	313
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000242290	lncgDivg	n.n.1	0
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000239946	lncgDivg	1.1.1	0
ENSCAFG00845015177	ENSCAFG00845015227	lncgDivg	n.1.1	30068	ENSG00000181722	ENSG00000241295	lncgDivg	1.1.1	0
ENSCAFG00845015177	ENSCAFG00845015243	lncgSS.up	1.1.1	2829	ENSG00000181722	ENSG00000259976	lncgSS.up	1.1.1	0
ENSCAFG00845015278	ENSCAFG00845015237	lncgDivg	1.1.1	266	ENSG00000117394	ENSG00000227533	lncgDivg	n.1.1	156
ENSCAFG00845015278	ENSCAFG00845015225	lncgSS.up	1.1.1	259	ENSG00000117394	ENSG00000283973	lncgSS.up	n.1.1	172
ENSCAFG00845015282	ENSCAFG00845015101	lncgSS.up	1.1.1	258	ENSG00000113391	ENSG00000251023	lncgSS.up	1.1.1	0
ENSCAFG00845015390	ENSCAFG00845015374	lncgDivg	1.1.1	168	ENSG00000125945	ENSG00000249087	lncgDivg	n.n.1	0
ENSCAFG00845015414	ENSCAFG00845015385	lncgDivg	1.1.1	3786	ENSG00000140044	ENSG00000259319	lncgDivg	n.n.1	0
ENSCAFG00845015419	ENSCAFG00845015381	lncgDivg	1.1.1	153	ENSG00000197530	ENSG00000272106	lncgDivg	1.1.1	0
ENSCAFG00845015420	ENSCAFG00845015379	lincSS.up	1.1.1	10611	ENSG00000137166	ENSG00000226917	lincSS.up	n.1.1	26529
ENSCAFG00845015522	ENSCAFG00845015541	lncgConv	1.1.1	891	ENSG00000124613	ENSG00000271755	lncgConv	1.1.1	102
ENSCAFG00845015540	ENSCAFG00845015526	lncgSS.up	1.1.1	2745	ENSG00000169641	ENSG00000289014	lncgSS.up	1.1.1	0
ENSCAFG00845015543	ENSCAFG00845015466	lincConv	1.1.1	7735	ENSG00000184640	ENSG00000267466	lincConv	1.1.1	62772
ENSCAFG00845015564	ENSCAFG00845015649	lncgDivg	n.1.1	3719	ENSG00000175745	ENSG00000237187	lncgDivg	n.n.1	0
ENSCAFG00845015660	ENSCAFG00845017653	lncgDivg	n.1.1	3	ENSG00000142192	ENSG00000224541	lncgDivg	1.1.1	0
ENSCAFG00845015660	ENSCAFG00845017653	lncgDivg	n.1.1	3	ENSG00000142192	ENSG00000233783	lncgDivg	n.1.1	0
ENSCAFG00845015660	ENSCAFG00845017653	lncgDivg	n.1.1	3	ENSG00000142192	ENSG00000273492	lncgDivg	n.1.1	0
ENSCAFG00845015743	ENSCAFG00845015643	lincSS.dw	1.1.1	11484	ENSG00000144847	ENSG00000243276	lincSS.dw	n.1.1	89721
ENSCAFG00845015872	ENSCAFG00845015727	lncgDivg	1.1.1	1046	ENSG00000185737	ENSG00000229458	lncgDivg	1.1.1	0
ENSCAFG00845015872	ENSCAFG00845015727	lncgDivg	1.1.1	1046	ENSG00000185737	ENSG00000287358	lncgDivg	1.1.1	61
ENSCAFG00845015872	ENSCAFG00845015727	lncgDivg	1.1.1	1046	ENSG00000185737	ENSG00000225738	lncgDivg	n.n.1	0
ENSCAFG00845015872	ENSCAFG00845015727	lncgDivg	1.1.1	1046	ENSG00000185737	ENSG00000285739	lncgDivg	1.1.1	0
ENSCAFG00845015937	ENSCAFG00845015860	lincConv	n.1.1	29943	ENSG00000167889	ENSG00000267521	lincConv	1.1.1	6630
ENSCAFG00845016121	ENSCAFG00845016201	lncgDivg	1.1.1	256	ENSG00000125846	ENSG00000237259	lncgDivg	1.1.1	0
ENSCAFG00845016273	ENSCAFG00845016219	lincDivg	n.1.1	30821	ENSG00000174749	ENSG00000249815	lincDivg	n.1.1	33181
ENSCAFG00845016415	ENSCAFG00845016520	lincSS.dw	1.1.1	68904	ENSG00000137834	ENSG00000277152	lincSS.dw	1.1.1	77454
ENSCAFG00845016438	ENSCAFG00845016355	lncgDivg	1.1.1	1834	ENSG00000119004	ENSG00000289294	lncgDivg	1.1.1	0
ENSCAFG00845016450	ENSCAFG00845016414	lncgSS.up	1.1.1	4458	ENSG00000131409	ENSG00000268231	lncgSS.up	1.1.1	0
ENSCAFG00845016504	ENSCAFG00845016551	lncgConv	1.1.1	366	ENSG00000139946	ENSG00000259483	lncgConv	1.1.1	1966
ENSCAFG00845016504	ENSCAFG00845016539	lncgSS.dw	1.1.1	365	ENSG00000139946	ENSG00000275569	lncgSS.dw	1.1.1	4314
ENSCAFG00845016505	ENSCAFG00845016783	lncgDivg	1.1.1	2457	ENSG00000198646	ENSG00000286803	lncgDivg	1.1.1	0
ENSCAFG00845016516	ENSCAFG00845016753	lncgSS.dw	1.1.1	1	ENSG00000124782	ENSG00000225092	lncgSS.dw	1.1.1	0
ENSCAFG00845016529	ENSCAFG00845016710	lncgDivg	n.1.1	215	ENSG00000163644	ENSG00000246375	lncgDivg	n.n.1	0
ENSCAFG00845016633	ENSCAFG00845016554	lincSS.up	1.1.1	55119	ENSG00000112242	ENSG00000286590	lincSS.up	1.1.1	68686
ENSCAFG00845016674	ENSCAFG00845016611	lncgDivg	1.1.1	52	ENSG00000160190	ENSG00000235772	lncgDivg	1.1.1	0
ENSCAFG00845016736	ENSCAFG00845016803	lncgSS.dw	1.1.1	14	ENSG00000173214	ENSG00000271789	lncgSS.dw	1.1.1	0
ENSCAFG00845016789	ENSCAFG00845016905	lincConv	1.1.1	41084	ENSG00000122482	ENSG00000285532	lincConv	n.1.1	65826
ENSCAFG00845016789	ENSCAFG00845016905	lincConv	1.1.1	41084	ENSG00000122482	ENSG00000225446	lincConv	n.1.1	60045
ENSCAFG00845016789	ENSCAFG00845016895	lincConv	1.1.1	14488	ENSG00000122482	ENSG00000285532	lincConv	n.1.1	65826
ENSCAFG00845016789	ENSCAFG00845016895	lincConv	1.1.1	14488	ENSG00000122482	ENSG00000225446	lincConv	n.1.1	60045
ENSCAFG00845016789	ENSCAFG00845016890	lincSS.dw	1.1.1	14487	ENSG00000122482	ENSG00000272094	lincSS.dw	1.1.1	52378
ENSCAFG00845016852	ENSCAFG00845016779	lincDivg	1.1.1	12436	ENSG00000138642	ENSG00000287181	lincDivg	1.1.1	20316
ENSCAFG00845016852	ENSCAFG00845016779	lincDivg	1.1.1	12436	ENSG00000138642	ENSG00000286978	lincDivg	1.1.1	17435
ENSCAFG00845016875	ENSCAFG00845016966	lncgSS.dw	n.1.1	11602	ENSG00000070269	ENSG00000258803	lncgSS.dw	1.1.1	0
ENSCAFG00845016932	ENSCAFG00845016906	lncgDivg	1.1.1	1934	ENSG00000171858	ENSG00000273619	lncgDivg	1.1.1	103
ENSCAFG00845016949	ENSCAFG00845015747	lncgSS.dw	1.1.1	1688	ENSG00000073910	ENSG00000289617	lncgSS.dw	1.1.1	0
ENSCAFG00845016962	ENSCAFG00845017364	lincSS.up	1.1.1	21084	ENSG00000009413	ENSG00000286616	lincSS.up	1.1.1	21592
ENSCAFG00845016980	ENSCAFG00845017341	lincDivg	1.1.1	43715	ENSG00000057019	ENSG00000240476	lincDivg	1.1.1	79363
ENSCAFG00845016980	ENSCAFG00845017360	lincDivg	1.1.1	66312	ENSG00000057019	ENSG00000240476	lincDivg	1.1.1	79363
ENSCAFG00845017033	ENSCAFG00845016970	lincSS.up	n.n.n	38217	ENSG00000143032	ENSG00000233593	lincSS.up	n.n.n	51784
ENSCAFG00845017036	ENSCAFG00845016960	lincSS.up	1.1.1	29850	ENSG00000101665	ENSG00000266905	lincSS.up	1.1.1	11986
ENSCAFG00845017045	ENSCAFG00845017086	lncgDivg	1.1.1	1132	ENSG00000165588	ENSG00000248550	lncgDivg	n.1.1	0
ENSCAFG00845017140	ENSCAFG00845017035	lincConv	1.1.1	13120	ENSG00000151353	ENSG00000233633	lincConv	n.1.1	85732
ENSCAFG00845017140	ENSCAFG00845017200	lncgDivg	1.1.1	3886	ENSG00000151353	ENSG00000233296	lncgDivg	n.n.1	0
ENSCAFG00845017149	ENSCAFG00845017101	lincDivg	1.1.1	57335	ENSG00000124766	ENSG00000280989	lincDivg	n.1.1	72337
ENSCAFG00845017149	ENSCAFG00845017101	lincDivg	1.1.1	57335	ENSG00000124766	ENSG00000231754	lincDivg	n.1.1	69906
ENSCAFG00845017149	ENSCAFG00845017123	lincDivg	1.1.1	35692	ENSG00000124766	ENSG00000280989	lincDivg	n.1.1	72337
ENSCAFG00845017149	ENSCAFG00845017123	lincDivg	1.1.1	35692	ENSG00000124766	ENSG00000231754	lincDivg	n.1.1	69906
ENSCAFG00845017149	ENSCAFG00845017130	lncgDivg	1.1.1	2339	ENSG00000124766	ENSG00000283480	lncgDivg	1.1.1	0
ENSCAFG00845017152	ENSCAFG00845017845	lncgDivg	1.1.1	960	ENSG00000002746	ENSG00000232006	lncgDivg	n.n.n	0
