PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000032012	ENSMUSG00000111334	lncgDivg	n.n.1	0	ENSG00000110400	ENSG00000254854	lncgDivg	1.1.1	383
ENSMUSG00000032013	ENSMUSG00000110823	lincSS.dw	n.1.1	20158	ENSG00000137699	ENSG00000255216	lincSS.dw	n.1.1	97666
ENSMUSG00000032017	ENSMUSG00000120815	lncgDivg	n.1.1	0	ENSG00000149403	ENSG00000250493	lncgDivg	1.1.1	0
ENSMUSG00000032017	ENSMUSG00000110749	lncgDivg	1.1.1	2308	ENSG00000149403	ENSG00000250493	lncgDivg	1.1.1	0
ENSMUSG00000032020	ENSMUSG00000110747	lncgDivg	1.1.1	0	ENSG00000154127	ENSG00000286341	lncgDivg	1.1.1	0
ENSMUSG00000032024	ENSMUSG00000087135	lncgDivg	n.1.1	0	ENSG00000166250	ENSG00000254710	lncgDivg	1.1.1	0
ENSMUSG00000032024	ENSMUSG00000111189	lncgDivg	n.1.1	0	ENSG00000166250	ENSG00000254710	lncgDivg	1.1.1	0
ENSMUSG00000032024	ENSMUSG00000086014	lncgDivg	1.1.1	0	ENSG00000166250	ENSG00000254710	lncgDivg	1.1.1	0
ENSMUSG00000032030	ENSMUSG00000086914	lncgDivg	1.1.1	0	ENSG00000166266	ENSG00000288012	lncgDivg	1.1.1	0
ENSMUSG00000032034	ENSMUSG00000111056	lncgDivg	n.1.1	4332	ENSG00000120457	ENSG00000174370	lncgDivg	n.1.1	0
ENSMUSG00000032035	ENSMUSG00000098843	lncgDivg	1.1.1	0	ENSG00000134954	ENSG00000254588	lncgDivg	1.1.1	0
ENSMUSG00000032036	ENSMUSG00000053889	lncgDivg	1.1.1	0	ENSG00000149571	ENSG00000255317	lncgDivg	1.1.1	0
ENSMUSG00000032036	ENSMUSG00000053889	lncgDivg	1.1.1	0	ENSG00000149571	ENSG00000257271	lncgDivg	1.1.1	0
ENSMUSG00000032036	ENSMUSG00000053889	lncgDivg	1.1.1	0	ENSG00000149571	ENSG00000254607	lncgDivg	n.1.1	0
ENSMUSG00000032036	ENSMUSG00000053889	lncgDivg	1.1.1	0	ENSG00000149571	ENSG00000254960	lncgDivg	n.1.1	0
ENSMUSG00000032036	ENSMUSG00000053889	lncgDivg	1.1.1	0	ENSG00000149571	ENSG00000218109	lncgDivg	1.1.1	0
ENSMUSG00000032041	ENSMUSG00000110774	lncgDivg	1.1.1	0	ENSG00000150455	ENSG00000254905	lncgDivg	1.1.1	0
ENSMUSG00000032044	ENSMUSG00000111059	lincConv	1.1.1	23991	ENSG00000165526	ENSG00000254833	lincConv	1.1.1	26061
ENSMUSG00000032076	ENSMUSG00000119966	lncgDivg	1.1.1	77	ENSG00000182985	ENSG00000256315	lncgDivg	n.1.1	0
ENSMUSG00000032076	ENSMUSG00000119966	lncgDivg	1.1.1	77	ENSG00000182985	ENSG00000255580	lncgDivg	1.1.1	0
ENSMUSG00000032076	ENSMUSG00000119966	lncgDivg	1.1.1	77	ENSG00000182985	ENSG00000256972	lncgDivg	1.1.1	0
ENSMUSG00000032080	ENSMUSG00000074373	lncgConv	1.1.1	0	ENSG00000110244	ENSG00000285513	lncgConv	1.1.1	0
ENSMUSG00000032086	ENSMUSG00000089810	lncgDivg	1.1.1	0	ENSG00000186318	ENSG00000278768	lncgDivg	n.1.1	0
ENSMUSG00000032087	ENSMUSG00000097074	lncgDivg	n.n.1	0	ENSG00000177103	ENSG00000270403	lncgDivg	1.1.1	0
ENSMUSG00000032097	ENSMUSG00000120036	lncgDivg	1.1.1	297	ENSG00000110367	ENSG00000278376	lncgDivg	1.1.1	38
ENSMUSG00000032178	ENSMUSG00000110915	lncgDivg	1.1.1	0	ENSG00000129351	ENSG00000267100	lncgDivg	1.1.1	429
ENSMUSG00000032192	ENSMUSG00000111348	lncgDivg	1.1.1	0	ENSG00000069966	ENSG00000259327	lncgDivg	1.1.1	0
ENSMUSG00000032192	ENSMUSG00000111348	lncgDivg	1.1.1	0	ENSG00000069966	ENSG00000259709	lncgDivg	n.1.1	0
ENSMUSG00000032192	ENSMUSG00000110824	lncgDivg	1.1.1	0	ENSG00000069966	ENSG00000259327	lncgDivg	1.1.1	0
ENSMUSG00000032192	ENSMUSG00000110824	lncgDivg	1.1.1	0	ENSG00000069966	ENSG00000259709	lncgDivg	n.1.1	0
ENSMUSG00000032204	ENSMUSG00000111429	lncgDivg	n.n.1	0	ENSG00000103569	ENSG00000289948	lncgDivg	1.1.1	0
ENSMUSG00000032207	ENSMUSG00000111631	lncgDivg	1.1.1	0	ENSG00000166035	ENSG00000259293	lncgDivg	1.1.1	0
ENSMUSG00000032221	ENSMUSG00000098778	lncgDivg	1.1.1	0	ENSG00000138587	ENSG00000277245	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000273958	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000287508	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000259591	lncgDivg	n.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000286457	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000259481	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000259575	lncgDivg	1.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000259482	lncgDivg	n.1.1	0
ENSMUSG00000032238	ENSMUSG00000086648	lncgDivg	1.1.1	0	ENSG00000069667	ENSG00000259274	lncgDivg	1.1.1	0
ENSMUSG00000032258	ENSMUSG00000111443	lincConv	1.1.1	36315	ENSG00000135338	ENSG00000231533	lincConv	n.n.1	0
ENSMUSG00000032258	ENSMUSG00000099718	lncgDivg	1.1.1	0	ENSG00000135338	ENSG00000287811	lncgDivg	n.n.1	0
ENSMUSG00000032265	ENSMUSG00000111663	lincSS.up	1.1.1	90687	ENSG00000112773	ENSG00000224995	lincSS.up	1.1.1	60512
ENSMUSG00000032265	ENSMUSG00000111840	lincSS.up	n.1.1	5004	ENSG00000112773	ENSG00000224995	lincSS.up	1.1.1	60512
ENSMUSG00000032289	ENSMUSG00000111296	lncgDivg	1.1.1	0	ENSG00000187720	ENSG00000278408	lncgDivg	1.1.1	0
ENSMUSG00000032289	ENSMUSG00000111296	lncgDivg	1.1.1	0	ENSG00000187720	ENSG00000259964	lncgDivg	n.1.1	0
ENSMUSG00000032289	ENSMUSG00000111296	lncgDivg	1.1.1	0	ENSG00000187720	ENSG00000225362	lncgDivg	n.n.1	0
ENSMUSG00000032318	ENSMUSG00000090270	lncgDivg	n.1.1	0	ENSG00000159556	ENSG00000259514	lncgDivg	1.1.1	0
ENSMUSG00000032329	ENSMUSG00000110821	lincSS.dw	1.1.1	42969	ENSG00000140382	ENSG00000259362	lincSS.dw	1.1.1	39933
ENSMUSG00000032340	ENSMUSG00000111846	lncgDivg	1.1.1	0	ENSG00000067141	ENSG00000259528	lncgDivg	1.1.1	0
ENSMUSG00000032352	ENSMUSG00000099094	lncgDivg	n.1.1	332	ENSG00000137269	ENSG00000271218	lncgDivg	1.1.1	0
ENSMUSG00000032352	ENSMUSG00000099094	lncgDivg	n.1.1	332	ENSG00000137269	ENSG00000227885	lncgDivg	n.n.1	0
ENSMUSG00000032357	ENSMUSG00000098370	lncgDivg	1.1.1	888	ENSG00000137251	ENSG00000228231	lncgDivg	1.1.1	0
ENSMUSG00000032366	ENSMUSG00000121089	lncgDivg	1.1.1	0	ENSG00000140416	ENSG00000259627	lncgDivg	1.1.1	0
ENSMUSG00000032366	ENSMUSG00000121089	lncgDivg	1.1.1	0	ENSG00000140416	ENSG00000259498	lncgDivg	n.1.1	0
ENSMUSG00000032376	ENSMUSG00000086387	lncgDivg	1.1.1	0	ENSG00000140455	ENSG00000276651	lncgDivg	1.1.1	1428
ENSMUSG00000032407	ENSMUSG00000101037	lncgDivg	1.1.1	0	ENSG00000163714	ENSG00000268129	lncgDivg	1.1.1	0
ENSMUSG00000032440	ENSMUSG00000111324	lincDivg	1.1.1	43442	ENSG00000163513	ENSG00000227549	lincDivg	n.1.1	80347
ENSMUSG00000032440	ENSMUSG00000111729	lincDivg	n.1.1	22605	ENSG00000163513	ENSG00000227549	lincDivg	n.1.1	80347
ENSMUSG00000032440	ENSMUSG00000111243	lincDivg	n.1.1	13810	ENSG00000163513	ENSG00000227549	lincDivg	n.1.1	80347
ENSMUSG00000032446	ENSMUSG00000098161	lincDivg	n.1.1	72063	ENSG00000163508	ENSG00000225548	lincDivg	n.1.1	74841
ENSMUSG00000032446	ENSMUSG00000110692	lncgConv	1.1.1	0	ENSG00000163508	ENSG00000272282	lncgConv	1.1.1	1944
ENSMUSG00000032449	ENSMUSG00000120955	lincDivg	1.1.1	29956	ENSG00000114120	ENSG00000261826	lincDivg	1.1.1	74047
ENSMUSG00000032452	ENSMUSG00000090255	lncgDivg	n.1.1	0	ENSG00000158258	ENSG00000251058	lncgDivg	1.1.1	0
ENSMUSG00000032452	ENSMUSG00000090255	lncgDivg	n.1.1	0	ENSG00000158258	ENSG00000249290	lncgDivg	n.1.1	0
ENSMUSG00000032452	ENSMUSG00000090255	lncgDivg	n.1.1	0	ENSG00000158258	ENSG00000250433	lncgDivg	1.1.1	0
ENSMUSG00000032459	ENSMUSG00000102861	lncgDivg	1.1.1	0	ENSG00000175110	ENSG00000286988	lncgDivg	1.1.1	0
ENSMUSG00000032459	ENSMUSG00000102861	lncgDivg	1.1.1	0	ENSG00000175110	ENSG00000272656	lncgDivg	1.1.1	0
ENSMUSG00000032473	ENSMUSG00000089655	lncgDivg	1.1.1	0	ENSG00000066405	ENSG00000272609	lncgDivg	1.1.1	0
ENSMUSG00000032487	ENSMUSG00000097754	lincConv	n.1.1	50816	ENSG00000073756	ENSG00000288562	lincConv	1.1.1	45172
ENSMUSG00000032487	ENSMUSG00000097028	lncgDivg	n.1.1	214	ENSG00000073756	ENSG00000273129	lncgDivg	1.1.1	0
ENSMUSG00000032503	ENSMUSG00000087038	lncgDivg	n.n.1	0	ENSG00000172995	ENSG00000230830	lncgDivg	1.1.1	0
ENSMUSG00000032503	ENSMUSG00000089718	lncgDivg	1.1.1	0	ENSG00000172995	ENSG00000230830	lncgDivg	1.1.1	0
ENSMUSG00000032515	ENSMUSG00000111639	lncgDivg	n.1.1	0	ENSG00000144655	ENSG00000283849	lncgDivg	1.1.1	0
ENSMUSG00000032515	ENSMUSG00000111639	lncgDivg	n.1.1	0	ENSG00000144655	ENSG00000284669	lncgDivg	1.1.1	0
ENSMUSG00000032517	ENSMUSG00000111219	lncgSS.dw	1.1.1	0	ENSG00000168314	ENSG00000289279	lncgSS.dw	1.1.1	0
ENSMUSG00000032531	ENSMUSG00000093812	lincSS.dw	1.1.1	6230	ENSG00000114019	ENSG00000260633	lincSS.dw	1.1.1	6114
ENSMUSG00000032531	ENSMUSG00000110884	lincSS.dw	1.1.1	38077	ENSG00000114019	ENSG00000260633	lincSS.dw	1.1.1	6114
ENSMUSG00000032537	ENSMUSG00000057710	lncgConv	n.n.1	0	ENSG00000154928	ENSG00000240086	lncgConv	n.n.1	0
ENSMUSG00000032537	ENSMUSG00000120943	lncgDivg	n.1.1	0	ENSG00000154928	ENSG00000286982	lncgDivg	1.1.1	0
ENSMUSG00000032540	ENSMUSG00000111146	lincConv	n.1.1	54294	ENSG00000011198	ENSG00000235886	lincConv	1.1.1	44590
ENSMUSG00000032558	ENSMUSG00000111035	lncgDivg	1.1.1	161	ENSG00000113971	ENSG00000248724	lncgDivg	n.1.1	0
ENSMUSG00000032570	ENSMUSG00000099373	lncgDivg	1.1.1	0	ENSG00000017260	ENSG00000250592	lncgDivg	1.1.1	0
ENSMUSG00000032570	ENSMUSG00000120939	lncgDivg	1.1.1	0	ENSG00000017260	ENSG00000250592	lncgDivg	1.1.1	0
ENSMUSG00000032580	ENSMUSG00000102899	lncgDivg	1.1.1	0	ENSG00000003756	ENSG00000281691	lncgDivg	1.1.1	0
ENSMUSG00000032589	ENSMUSG00000102224	lncgDivg	n.1.1	0	ENSG00000164061	ENSG00000226913	lncgDivg	n.1.1	111
ENSMUSG00000032589	ENSMUSG00000102224	lncgDivg	n.1.1	0	ENSG00000164061	ENSG00000235120	lncgDivg	1.1.1	0
ENSMUSG00000032615	ENSMUSG00000084766	lincSS.dw	1.1.1	17406	ENSG00000205309	ENSG00000290056	lincSS.dw	1.1.1	44153
ENSMUSG00000032625	ENSMUSG00000107422	lncgDivg	1.1.1	0	ENSG00000005108	ENSG00000230435	lncgDivg	1.1.1	0
ENSMUSG00000032641	ENSMUSG00000100876	lncgDivg	1.1.1	0	ENSG00000183150	ENSG00000257004	lncgDivg	1.1.1	0
ENSMUSG00000032666	ENSMUSG00000100685	lncgDivg	1.1.1	0	ENSG00000116667	ENSG00000271387	lncgDivg	1.1.1	325
ENSMUSG00000032688	ENSMUSG00000118078	lincSS.up	1.1.1	15396	ENSG00000172175	ENSG00000275418	lincSS.up	1.1.1	10941
ENSMUSG00000032712	ENSMUSG00000121190	lncgDivg	1.1.1	0	ENSG00000174718	ENSG00000255760	lncgDivg	n.1.1	37
ENSMUSG00000032773	ENSMUSG00000117763	lncgDivg	1.1.1	454	ENSG00000168539	ENSG00000257002	lncgDivg	1.1.1	0
ENSMUSG00000032776	ENSMUSG00000108800	lincConv	1.1.1	50513	ENSG00000140563	ENSG00000285866	lincConv	1.1.1	99554
ENSMUSG00000032812	ENSMUSG00000110239	lncgDivg	n.1.1	33	ENSG00000186635	ENSG00000245148	lncgDivg	1.1.1	0
ENSMUSG00000032812	ENSMUSG00000110239	lncgDivg	n.1.1	33	ENSG00000186635	ENSG00000256007	lncgDivg	1.1.1	0
ENSMUSG00000032812	ENSMUSG00000110239	lncgDivg	n.1.1	33	ENSG00000186635	ENSG00000286555	lncgDivg	1.1.1	0
ENSMUSG00000032826	ENSMUSG00000097456	lncgDivg	n.1.1	0	ENSG00000145362	ENSG00000251126	lncgDivg	1.1.1	0
ENSMUSG00000032826	ENSMUSG00000097456	lncgDivg	n.1.1	0	ENSG00000145362	ENSG00000249373	lncgDivg	1.1.1	0
ENSMUSG00000032826	ENSMUSG00000097456	lncgDivg	n.1.1	0	ENSG00000145362	ENSG00000248152	lncgDivg	n.1.1	0
ENSMUSG00000032841	ENSMUSG00000087465	lncgDivg	1.1.1	0	ENSG00000135362	ENSG00000254566	lncgDivg	1.1.1	0
ENSMUSG00000032841	ENSMUSG00000087465	lncgDivg	1.1.1	0	ENSG00000135362	ENSG00000255060	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000118017	lincConv	n.1.1	12908	ENSG00000198796	ENSG00000267391	lincConv	n.1.1	27481
ENSMUSG00000032845	ENSMUSG00000118101	lncgDivg	1.1.1	0	ENSG00000198796	ENSG00000267579	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000118101	lncgDivg	1.1.1	0	ENSG00000198796	ENSG00000267257	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000118163	lncgDivg	n.1.1	0	ENSG00000198796	ENSG00000267579	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000118163	lncgDivg	n.1.1	0	ENSG00000198796	ENSG00000267257	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000117721	lncgDivg	1.1.1	0	ENSG00000198796	ENSG00000267579	lncgDivg	1.1.1	0
ENSMUSG00000032845	ENSMUSG00000117721	lncgDivg	1.1.1	0	ENSG00000198796	ENSG00000267257	lncgDivg	1.1.1	0
ENSMUSG00000032849	ENSMUSG00000099911	lincConv	1.1.1	84522	ENSG00000125257	ENSG00000260962	lincConv	1.1.1	58516
ENSMUSG00000032867	ENSMUSG00000029360	lncgDivg	1.1.1	0	ENSG00000174989	ENSG00000257279	lncgDivg	1.1.1	0
ENSMUSG00000032867	ENSMUSG00000029360	lncgDivg	1.1.1	0	ENSG00000174989	ENSG00000274554	lncgDivg	1.1.1	0
ENSMUSG00000032878	ENSMUSG00000084966	lincDivg	1.1.1	97240	ENSG00000055813	ENSG00000229805	lincDivg	1.1.1	93608
ENSMUSG00000032913	ENSMUSG00000104768	lncgDivg	1.1.1	0	ENSG00000198799	ENSG00000238198	lncgDivg	1.1.1	85
ENSMUSG00000032977	ENSMUSG00000112818	lincConv	1.1.1	15032	ENSG00000160256	ENSG00000234880	lincConv	n.1.1	12875
ENSMUSG00000032977	ENSMUSG00000112818	lincConv	1.1.1	15032	ENSG00000160256	ENSG00000261706	lincConv	1.1.1	17373
ENSMUSG00000032977	ENSMUSG00000112818	lincConv	1.1.1	15032	ENSG00000160256	ENSG00000275874	lincConv	1.1.1	22219
ENSMUSG00000033016	ENSMUSG00000118265	lncgDivg	1.1.1	0	ENSG00000131196	ENSG00000286186	lncgDivg	1.1.1	0
ENSMUSG00000033016	ENSMUSG00000118265	lncgDivg	1.1.1	0	ENSG00000131196	ENSG00000275186	lncgDivg	1.1.1	0
ENSMUSG00000033032	ENSMUSG00000098702	lncgConv	n.n.n	0	ENSG00000157510	ENSG00000285736	lncgConv	1.1.1	0
ENSMUSG00000033068	ENSMUSG00000100630	lincDivg	1.1.1	24421	ENSG00000197586	ENSG00000286472	lincDivg	1.1.1	7844
ENSMUSG00000033068	ENSMUSG00000100630	lincDivg	1.1.1	24421	ENSG00000197586	ENSG00000230725	lincDivg	n.1.1	46321
ENSMUSG00000033096	ENSMUSG00000086407	lncgDivg	1.1.1	0	ENSG00000101474	ENSG00000286444	lncgDivg	1.1.1	0
ENSMUSG00000033105	ENSMUSG00000086241	lncgConv	1.1.1	0	ENSG00000160285	ENSG00000228404	lncgConv	1.1.1	0
ENSMUSG00000033149	ENSMUSG00000085781	lncgDivg	1.1.1	0	ENSG00000144824	ENSG00000286492	lncgDivg	1.1.1	0
ENSMUSG00000033159	ENSMUSG00000121256	lncgDivg	1.1.1	0	ENSG00000115649	ENSG00000290093	lncgDivg	1.1.1	0
ENSMUSG00000033161	ENSMUSG00000106070	lincDivg	1.1.1	87105	ENSG00000163399	ENSG00000287217	lincDivg	1.1.1	75047
ENSMUSG00000033174	ENSMUSG00000097730	lncgDivg	n.1.1	0	ENSG00000074416	ENSG00000287143	lncgDivg	1.1.1	0
ENSMUSG00000033207	ENSMUSG00000117837	lncgConv	1.1.1	2247	ENSG00000165072	ENSG00000268364	lncgConv	n.n.n	0
ENSMUSG00000033207	ENSMUSG00000118092	lncgDivg	1.1.1	0	ENSG00000165072	ENSG00000204706	lncgDivg	n.n.1	0
ENSMUSG00000033216	ENSMUSG00000107561	lncgDivg	1.1.1	0	ENSG00000132394	ENSG00000285619	lncgDivg	1.1.1	0
ENSMUSG00000033237	ENSMUSG00000097536	lncgDivg	n.1.1	3023	ENSG00000189079	ENSG00000289229	lncgDivg	1.1.1	942
ENSMUSG00000033237	ENSMUSG00000097536	lncgDivg	n.1.1	3023	ENSG00000189079	ENSG00000273015	lncgDivg	1.1.1	1846
ENSMUSG00000033278	ENSMUSG00000114563	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266149	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114563	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266767	lncgDivg	n.1.1	0
ENSMUSG00000033278	ENSMUSG00000114563	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286627	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114563	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286649	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114291	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266149	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114291	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266767	lncgDivg	n.1.1	0
ENSMUSG00000033278	ENSMUSG00000114291	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286627	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114291	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286649	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114492	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266149	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114492	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000266767	lncgDivg	n.1.1	0
ENSMUSG00000033278	ENSMUSG00000114492	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286627	lncgDivg	1.1.1	0
ENSMUSG00000033278	ENSMUSG00000114492	lncgDivg	1.1.1	0	ENSG00000173482	ENSG00000286649	lncgDivg	1.1.1	0
ENSMUSG00000033306	ENSMUSG00000119959	lncgDivg	n.1.1	0	ENSG00000145012	ENSG00000270959	lncgDivg	1.1.1	0
ENSMUSG00000033306	ENSMUSG00000119959	lncgDivg	n.1.1	0	ENSG00000145012	ENSG00000224563	lncgDivg	1.1.1	0
ENSMUSG00000033308	ENSMUSG00000097311	lincSS.up	n.1.1	32107	ENSG00000188641	ENSG00000288810	lincSS.up	1.1.1	52173
ENSMUSG00000033308	ENSMUSG00000097311	lincSS.up	n.1.1	32107	ENSG00000188641	ENSG00000285922	lincSS.up	1.1.1	57077
ENSMUSG00000033323	ENSMUSG00000120406	lncgDivg	1.1.1	429	ENSG00000060069	ENSG00000274828	lncgDivg	1.1.1	439
ENSMUSG00000033323	ENSMUSG00000120406	lncgDivg	1.1.1	429	ENSG00000060069	ENSG00000266901	lncgDivg	1.1.1	0
ENSMUSG00000033323	ENSMUSG00000120406	lncgDivg	1.1.1	429	ENSG00000060069	ENSG00000178412	lncgDivg	1.1.1	58
ENSMUSG00000033323	ENSMUSG00000118070	lncgDivg	1.1.1	0	ENSG00000060069	ENSG00000274828	lncgDivg	1.1.1	439
ENSMUSG00000033323	ENSMUSG00000118070	lncgDivg	1.1.1	0	ENSG00000060069	ENSG00000266901	lncgDivg	1.1.1	0
ENSMUSG00000033323	ENSMUSG00000118070	lncgDivg	1.1.1	0	ENSG00000060069	ENSG00000178412	lncgDivg	1.1.1	58
ENSMUSG00000033352	ENSMUSG00000120678	lincSS.dw	n.1.1	38391	ENSG00000065559	ENSG00000265400	lincSS.dw	1.1.1	57770
ENSMUSG00000033389	ENSMUSG00000118601	lncgDivg	1.1.1	0	ENSG00000006740	ENSG00000263707	lncgDivg	1.1.1	0
ENSMUSG00000033389	ENSMUSG00000118601	lncgDivg	1.1.1	0	ENSG00000006740	ENSG00000277621	lncgDivg	1.1.1	0
ENSMUSG00000033420	ENSMUSG00000108006	lncgDivg	1.1.1	0	ENSG00000169604	ENSG00000286347	lncgDivg	1.1.1	0
ENSMUSG00000033487	ENSMUSG00000090216	lncgDivg	1.1.1	0	ENSG00000102531	ENSG00000275202	lncgDivg	1.1.1	0
ENSMUSG00000033502	ENSMUSG00000106005	lncgDivg	1.1.1	0	ENSG00000079335	ENSG00000228086	lncgDivg	1.1.1	0
ENSMUSG00000033530	ENSMUSG00000113895	lncgDivg	n.n.1	0	ENSG00000165914	ENSG00000259163	lncgDivg	n.n.1	0
ENSMUSG00000033530	ENSMUSG00000113895	lncgDivg	n.n.1	0	ENSG00000165914	ENSG00000287663	lncgDivg	1.1.1	0
ENSMUSG00000033530	ENSMUSG00000113895	lncgDivg	n.n.1	0	ENSG00000165914	ENSG00000258716	lncgDivg	1.1.1	0
ENSMUSG00000033530	ENSMUSG00000113895	lncgDivg	n.n.1	0	ENSG00000165914	ENSG00000258935	lncgDivg	1.1.1	0
ENSMUSG00000033530	ENSMUSG00000113895	lncgDivg	n.n.1	0	ENSG00000165914	ENSG00000258437	lncgDivg	1.1.1	0
ENSMUSG00000033542	ENSMUSG00000108190	lncgDivg	1.1.1	0	ENSG00000050327	ENSG00000244479	lncgDivg	n.n.n	0
ENSMUSG00000033554	ENSMUSG00000054426	lncgDivg	n.1.1	0	ENSG00000117543	ENSG00000233184	lncgDivg	n.n.1	0
ENSMUSG00000033554	ENSMUSG00000054426	lncgDivg	n.1.1	0	ENSG00000117543	ENSG00000235795	lncgDivg	1.1.1	0
ENSMUSG00000033565	ENSMUSG00000097267	lncgDivg	n.n.1	0	ENSG00000100320	ENSG00000279652	lncgDivg	1.1.1	0
ENSMUSG00000033624	ENSMUSG00000084808	lncgConv	n.1.1	0	ENSG00000090857	ENSG00000247228	lncgConv	n.1.1	0
ENSMUSG00000033653	ENSMUSG00000120420	lincSS.up	n.1.1	82947	ENSG00000156931	ENSG00000288576	lincSS.up	1.1.1	31423
ENSMUSG00000033671	ENSMUSG00000102558	lncgConv	1.1.1	0	ENSG00000135837	ENSG00000261817	lncgConv	1.1.1	2260
ENSMUSG00000033701	ENSMUSG00000073535	lincDivg	n.1.1	30901	ENSG00000230124	ENSG00000236719	lincDivg	n.1.1	44482
ENSMUSG00000033713	ENSMUSG00000100211	lincSS.up	1.1.1	62471	ENSG00000053254	ENSG00000258792	lincSS.up	n.1.1	9772
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000258920	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000258380	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000259073	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000258699	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000258752	lncgDivg	n.n.1	0
ENSMUSG00000033713	ENSMUSG00000097917	lncgDivg	n.1.1	214	ENSG00000053254	ENSG00000277801	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000258920	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000258380	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000259073	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000258699	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000258752	lncgDivg	n.n.1	0
ENSMUSG00000033713	ENSMUSG00000033731	lncgDivg	n.n.1	0	ENSG00000053254	ENSG00000277801	lncgDivg	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000113138	lncgSS.up	1.1.1	4300	ENSG00000053254	ENSG00000259053	lncgSS.up	1.1.1	0
ENSMUSG00000033713	ENSMUSG00000093465	lncgSS.up	1.1.1	0	ENSG00000053254	ENSG00000259053	lncgSS.up	1.1.1	0
ENSMUSG00000033768	ENSMUSG00000052188	lncgDivg	n.1.1	0	ENSG00000110076	ENSG00000237410	lncgDivg	1.1.1	0
